大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,FC東京,14,25,13,4,1,30.8,2,1,0,50.0,0.16,0,-,10,0,1,3,0,2.5,4,0,2,25.0,4,0,1,5
レギュラーラウンド,FC東京,14,25,13,4,1,30.8,2,1,0,50.0,0.16,0,-,10,0,1,3,0,2.5,4,0,2,25.0,4,0,1,5
V.LEAGUE DIVISION1 MEN 2018-19,FC東京,2,1,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,FC東京,2,1,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2017/18,FC東京,15,13,26,7,1,26.9,1,0,0,0.0,0.54,0,-,15,0,0,6,3,-5.0,24,7,9,47.9,7,0,0,7
レギュラーラウンド,FC東京,15,13,26,7,1,26.9,1,0,0,0.0,0.54,0,-,15,0,0,6,3,-5.0,24,7,9,47.9,7,0,0,7
Ｖ・プレミアリーグ男子 2016/17,FC東京,11,15,0,0,0,-,0,0,0,-,-,0,-,17,0,0,3,9,13.2,0,0,0,-,0,0,0,0
レギュラーラウンド,FC東京,11,15,0,0,0,-,0,0,0,-,-,0,-,17,0,0,3,9,13.2,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,42,54,39,11,2,28.2,3,1,0,33.3,0.20,0,-,42,0,1,12,12,2.4,28,7,11,44.6,11,0,1,12
通算,,42,54,39,11,2,28.2,3,1,0,33.3,0.20,0,-,42,0,1,12,12,2.4,28,7,11,44.6,11,0,1,12
