試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2019-03-23,埼玉上尾メディックス,NECレッドロケッツ,3,0,1,3,,サンティアゴアライジャダフニ,3,■,■,■,nan,nan,12,5,2,41.7,25.0,1.67,0,0,0,-,5,1.67,7,0,0,0,0.0,0,0,0,-,10,,,,,,,,
2019-03-23,埼玉上尾メディックス,NECレッドロケッツ,3,0,1,7,L,山岸あかね,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,16,4,8,50.0,0,,,,,,,,
2019-03-23,埼玉上尾メディックス,NECレッドロケッツ,3,0,1,9,,三浦茉実,3,■,■,■,nan,nan,6,1,0,16.7,16.7,0.33,0,0,0,-,0,-,13,2,0,4,23.1,0,0,0,-,3,,,,,,,,
2019-03-23,埼玉上尾メディックス,NECレッドロケッツ,3,0,1,11,,青柳京古,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-03-23,埼玉上尾メディックス,NECレッドロケッツ,3,0,1,13,,井上美咲,3,■,■,■,nan,nan,3,2,0,66.7,66.7,0.67,0,0,0,-,1,0.33,19,2,1,9,21.1,0,0,0,-,5,,,,,,,,
2019-03-23,埼玉上尾メディックス,NECレッドロケッツ,3,0,1,17,,シュシュニャルカタリナ,3,■,■,■,nan,nan,45,20,2,44.4,40.0,6.67,21,8,2,38.1,1,0.33,11,1,1,2,11.4,1,0,0,0.0,22,,,,,,,,
2019-03-23,埼玉上尾メディックス,NECレッドロケッツ,3,0,1,19,,荒木夕貴,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-03-23,埼玉上尾メディックス,NECレッドロケッツ,3,0,1,20,,丸山裕子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-03-23,埼玉上尾メディックス,NECレッドロケッツ,3,0,1,22,,若松歩実,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-03-23,埼玉上尾メディックス,NECレッドロケッツ,3,0,1,23,,大室璃紗,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,0,1,16.7,0,,,,,,,,
2019-03-23,埼玉上尾メディックス,NECレッドロケッツ,3,0,1,24,,山口珠李,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-03-23,埼玉上尾メディックス,NECレッドロケッツ,3,0,1,25,,山崎のの花,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-03-23,埼玉上尾メディックス,NECレッドロケッツ,3,0,1,26,,堀江美志,3,■,■,■,nan,nan,24,13,1,54.2,50.0,4.33,1,0,0,0.0,0,-,11,1,1,6,20.5,30,11,7,48.3,14,,,,,,,,
2019-03-23,埼玉上尾メディックス,NECレッドロケッツ,3,0,1,29,,吉野優理,3,■,■,■,nan,nan,31,7,2,22.6,16.1,2.33,2,0,0,0.0,1,0.33,12,1,0,2,12.5,5,2,2,60.0,9,,,,,,,,
2019-03-23,埼玉上尾メディックス,NECレッドロケッツ,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,121,48,7,39.7,33.9,16.00,24,8,2,33.3,8,2.67,73,7,3,23,16.4,55,17,18,47.3,63,114,39,6,34.2,8,2.67,6.2,48.5
