試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2019-03-10,埼玉上尾メディックス,東レアローズ,0,3,0,3,,サンティアゴアライジャダフニ,3,■,■,■,nan,nan,13,7,1,53.8,46.2,2.33,0,0,0,-,0,-,11,0,1,4,6.8,0,0,0,-,7,,,,,,,,
2019-03-10,埼玉上尾メディックス,東レアローズ,0,3,0,7,L,山岸あかね,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,7,1,53.6,0,,,,,,,,
2019-03-10,埼玉上尾メディックス,東レアローズ,0,3,0,8,,松本亜弥華,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-03-10,埼玉上尾メディックス,東レアローズ,0,3,0,9,,三浦茉実,3,■,■,□,nan,nan,3,1,0,33.3,33.3,0.33,0,0,0,-,0,-,7,0,0,1,3.6,1,1,0,100.0,1,,,,,,,,
2019-03-10,埼玉上尾メディックス,東レアローズ,0,3,0,11,,青柳京古,2,nan,□,■,nan,nan,4,3,0,75.0,75.0,1.50,0,0,0,-,0,-,6,0,0,1,4.2,0,0,0,-,3,,,,,,,,
2019-03-10,埼玉上尾メディックス,東レアローズ,0,3,0,13,,井上美咲,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,11,1,2,3,11.4,0,0,0,-,1,,,,,,,,
2019-03-10,埼玉上尾メディックス,東レアローズ,0,3,0,17,,シュシュニャルカタリナ,3,■,■,■,nan,nan,42,15,2,35.7,31.0,5.00,15,7,2,46.7,1,0.33,8,2,0,0,25.0,0,0,0,-,18,,,,,,,,
2019-03-10,埼玉上尾メディックス,東レアローズ,0,3,0,19,,荒木夕貴,1,■,nan,nan,nan,nan,7,1,0,14.3,14.3,1.00,0,0,0,-,0,-,0,0,0,0,-,8,6,0,75.0,1,,,,,,,,
2019-03-10,埼玉上尾メディックス,東レアローズ,0,3,0,23,,大室璃紗,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,2,1,83.3,0,,,,,,,,
2019-03-10,埼玉上尾メディックス,東レアローズ,0,3,0,24,,山口珠李,2,□,□,nan,nan,nan,7,4,0,57.1,57.1,2.00,1,0,0,0.0,0,-,2,0,0,0,0.0,1,0,1,50.0,4,,,,,,,,
2019-03-10,埼玉上尾メディックス,東レアローズ,0,3,0,25,,山崎のの花,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-03-10,埼玉上尾メディックス,東レアローズ,0,3,0,26,,堀江美志,3,□,■,■,nan,nan,18,7,0,38.9,38.9,2.33,3,1,0,33.3,0,-,8,0,1,0,-3.1,22,13,2,63.6,7,,,,,,,,
2019-03-10,埼玉上尾メディックス,東レアローズ,0,3,0,28,,岩澤実育,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,1,50.0,0,,,,,,,,
2019-03-10,埼玉上尾メディックス,東レアローズ,0,3,0,29,,吉野優理,3,■,■,■,nan,nan,23,7,1,30.4,26.1,2.33,2,0,0,0.0,1,0.33,10,0,0,1,2.5,18,11,4,72.2,8,,,,,,,,
2019-03-10,埼玉上尾メディックス,東レアローズ,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,117,45,4,38.5,35.0,15.00,21,8,2,38.1,2,0.67,63,3,4,10,7.1,68,40,10,66.2,50,111,48,5,43.2,15,5.00,8.6,78.9
