名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
松本慶彦,堺ブレイザーズ,1,10,18,49,24,4,49.0,40.8,0,0,0,5,50,0,2,13,2,2,0,29,,1.33,0.28,5.5,100.0
梅野聡,東レアローズ,9,10,4,1,0,0,0.0,0.0,0,0,0,1,5,0,0,3,1,0,0,1,,0.0,0.25,15.0,0.0
横田一義,堺ブレイザーズ,12,6,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
永野健,パナソニックパンサーズ,17,10,15,0,0,0,,,0,0,0,0,0,0,0,0,87,56,0,0,,0.0,0.0,,64.4
池田政之,パナソニックパンサーズ,11,10,10,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
浅野博亮,ジェイテクトSTINGS,19,10,14,76,31,2,40.8,38.2,2,1,0,5,50,1,5,23,78,46,0,37,50.0,2.21,0.36,11.0,59.0
深津旭弘,JTサンダーズ,3,10,21,8,3,1,37.5,25.0,0,0,0,7,73,0,7,21,1,0,0,10,,0.14,0.33,4.8,0.0
深津英臣,パナソニックパンサーズ,2,10,15,5,3,0,60.0,60.0,0,0,0,1,60,3,4,26,1,0,0,7,,0.2,0.07,14.2,0.0
清水邦広,パナソニックパンサーズ,1,10,15,147,75,6,51.0,46.9,58,27,4,7,53,5,10,21,3,2,0,87,46.6,5.0,0.47,14.6,66.7
清野真一,ジェイテクトSTINGS,5,10,9,57,29,6,50.9,40.4,24,10,3,0,32,2,9,13,0,0,0,31,41.7,3.22,0.0,9.4,
渡辺俊介,東レアローズ,6,8,16,0,0,0,,,0,0,0,0,0,0,0,0,102,69,0,0,,0.0,0.0,,67.6
渡辺奏吾,パナソニックパンサーズ,5,10,15,68,34,5,50.0,42.6,7,5,0,6,63,2,10,20,71,29,0,42,71.4,2.27,0.4,7.1,40.8
瀬戸口竜矢,東レアローズ,8,10,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
田城貴之,パナソニックパンサーズ,14,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
町野仁志,JTサンダーズ,2,10,8,3,2,0,66.7,66.7,0,0,0,0,13,0,0,4,0,0,0,2,,0.25,0.0,7.7,
白岩直也,豊田合成トレフェルサ,7,10,19,58,27,4,46.6,39.7,0,0,0,7,66,3,10,26,125,72,0,37,,1.42,0.37,10.6,57.6
白澤健児,パナソニックパンサーズ,6,10,15,28,13,0,46.4,46.4,0,0,0,7,42,2,3,18,1,0,0,22,,0.87,0.47,13.7,0.0
石島雄介,堺ブレイザーズ,3,10,12,40,20,2,50.0,45.0,8,4,0,3,40,2,6,12,50,23,0,25,50.0,1.67,0.25,8.8,46.0
筧本翔昂,JTサンダーズ,20,10,5,3,1,0,33.3,33.3,0,0,0,2,13,1,0,3,0,0,0,4,,0.2,0.4,13.5,
米山裕太,東レアローズ,5,10,2,0,0,0,,,0,0,0,0,1,0,0,1,3,1,0,0,,0.0,0.0,25.0,33.3
興梠亮,ジェイテクトSTINGS,12,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
若山智昭,ジェイテクトSTINGS,15,10,5,32,13,1,40.6,37.5,13,6,0,0,13,1,2,4,0,0,0,14,46.2,2.6,0.0,11.5,
菅直哉,JTサンダーズ,6,2,3,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
藤井直伸,東レアローズ,21,10,20,4,2,2,50.0,0.0,0,0,0,3,61,0,7,17,1,0,0,5,,0.1,0.15,4.1,0.0
角田辰徳,ジェイテクトSTINGS,18,10,9,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.11,,
谷村孝,パナソニックパンサーズ,8,10,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
越川優,JTサンダーズ,7,10,21,127,59,7,46.5,40.9,8,4,3,3,72,3,15,31,123,69,0,65,50.0,2.81,0.14,9.7,56.1
辰巳正敏,ジェイテクトSTINGS,9,10,18,34,16,2,47.1,41.2,0,0,0,9,70,5,6,23,2,1,0,30,,0.89,0.5,13.2,50.0
近裕崇,豊田合成トレフェルサ,6,10,19,50,27,1,54.0,52.0,0,0,0,7,67,2,7,19,4,3,0,36,,1.42,0.37,7.5,75.0
重村健太,豊田合成トレフェルサ,3,8,7,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.14,,
金丸晃大,ジェイテクトSTINGS,2,10,18,30,19,2,63.3,56.7,0,0,0,6,54,1,3,18,1,0,0,26,,1.06,0.33,8.8,0.0
鈴木悠二,東レアローズ,18,10,21,102,52,5,51.0,46.1,8,5,0,5,82,3,9,39,72,36,0,60,62.5,2.48,0.24,12.8,50.0
関田誠大,パナソニックパンサーズ,13,10,10,0,0,0,,,0,0,0,0,14,1,2,3,0,0,0,1,,0.0,0.0,8.9,
高松卓矢,豊田合成トレフェルサ,12,10,18,89,37,3,41.6,38.2,2,0,0,3,72,3,13,29,68,33,0,43,0.0,2.06,0.17,9.7,48.5
高橋和人,ジェイテクトSTINGS,7,10,9,42,16,6,38.1,23.8,4,2,1,1,23,1,4,8,51,27,0,18,50.0,1.78,0.11,8.7,52.9
高橋慎治,ジェイテクトSTINGS,6,10,18,1,0,0,0.0,0.0,0,0,0,1,59,0,7,14,0,0,0,1,,0.0,0.06,3.0,
高野直哉,堺ブレイザーズ,4,8,9,27,11,2,40.7,33.3,0,0,0,5,31,2,7,6,48,25,0,18,,1.22,0.56,5.6,52.1
黒木康太郎,東レアローズ,17,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
黒澤雄介,豊田合成トレフェルサ,16,2,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
