試合日,年月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2021-01-16,2021-01,奈良ドリーマーズ,近畿クラブスフィーダ,1,,渡邊徹,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-01-16,2021-01,奈良ドリーマーズ,近畿クラブスフィーダ,2,,言上真一,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-01-16,2021-01,奈良ドリーマーズ,近畿クラブスフィーダ,4,,下町浩二,3,,,□,■,■,3,2,0,66.7,66.7,0.67,0,0,0,-,1,0.33,5,0,0,0,0.0,2,1,1,75.0,3
2021-01-16,2021-01,奈良ドリーマーズ,近畿クラブスフィーダ,6,,中山雄介,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-01-16,2021-01,奈良ドリーマーズ,近畿クラブスフィーダ,7,,有津翔太,5,■,■,■,■,■,13,7,0,53.8,53.8,1.40,0,0,0,-,2,0.40,18,1,1,7,13.9,1,0,1,50.0,10
2021-01-16,2021-01,奈良ドリーマーズ,近畿クラブスフィーダ,9,,高橋和希,5,■,■,■,■,■,1,1,0,100.0,100.0,0.20,0,0,0,-,2,0.40,15,1,1,1,6.7,0,0,0,-,4
2021-01-16,2021-01,奈良ドリーマーズ,近畿クラブスフィーダ,12,,川村幸司,5,■,■,■,■,■,32,17,1,53.1,50.0,3.40,2,1,0,50.0,1,0.20,23,1,2,6,8.7,26,5,15,48.1,19
2021-01-16,2021-01,奈良ドリーマーズ,近畿クラブスフィーダ,14,L,杉谷祐磨,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-01-16,2021-01,奈良ドリーマーズ,近畿クラブスフィーダ,15,,上竣,5,■,■,■,■,■,42,19,3,45.2,38.1,3.80,14,7,1,50.0,2,0.40,15,0,6,2,-6.7,0,0,0,-,21
2021-01-16,2021-01,奈良ドリーマーズ,近畿クラブスフィーダ,16,,片野坂拓人,5,■,■,■,■,■,42,24,3,57.1,50.0,4.80,4,2,0,50.0,1,0.20,17,1,5,5,5.9,28,8,11,48.2,26
2021-01-16,2021-01,奈良ドリーマーズ,近畿クラブスフィーダ,17,,碩幸輝,4,■,■,■,□,,7,2,0,28.6,28.6,0.50,0,0,0,-,0,-,14,0,2,1,-1.8,0,0,0,-,2
2021-01-16,2021-01,奈良ドリーマーズ,近畿クラブスフィーダ,18,,南本大貴,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-01-16,2021-01,奈良ドリーマーズ,近畿クラブスフィーダ,19,L,石渡瑛法,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,32,9,17,54.7,0
2021-01-16,2021-01,近畿クラブスフィーダ,奈良ドリーマーズ,1,,山本映樹,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2021-01-16,2021-01,近畿クラブスフィーダ,奈良ドリーマーズ,3,,河戸俊亮,5,■,■,■,■,■,10,4,1,40.0,30.0,0.80,1,0,0,0.0,2,0.40,9,0,0,2,5.6,0,0,0,-,6
2021-01-16,2021-01,近畿クラブスフィーダ,奈良ドリーマーズ,4,,北村將,2,,□,,□,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2021-01-16,2021-01,近畿クラブスフィーダ,奈良ドリーマーズ,5,,今中聖也,3,,,□,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-01-16,2021-01,近畿クラブスフィーダ,奈良ドリーマーズ,6,,江崎闘愛,2,□,■,,,,15,6,1,40.0,33.3,3.00,5,3,0,60.0,0,-,3,0,1,0,-8.3,0,0,0,-,6
2021-01-16,2021-01,近畿クラブスフィーダ,奈良ドリーマーズ,8,,中谷芹,3,□,□,,□,,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,3,0,0,0,0.0,1,0,0,0.0,1
2021-01-16,2021-01,近畿クラブスフィーダ,奈良ドリーマーズ,9,,中野倭,5,□,■,■,■,■,2,0,1,0.0,-50.0,-,0,0,0,-,2,0.40,11,0,0,3,6.8,0,0,0,-,2
2021-01-16,2021-01,近畿クラブスフィーダ,奈良ドリーマーズ,11,,本多駿,5,■,■,■,■,■,28,12,4,42.9,28.6,2.40,9,3,2,33.3,2,0.40,10,0,0,0,0.0,1,0,1,50.0,14
2021-01-16,2021-01,近畿クラブスフィーダ,奈良ドリーマーズ,12,,中田雄大,3,■,,□,,□,0,0,0,,,-,0,0,0,-,0,-,7,0,1,1,0.0,0,0,0,-,0
2021-01-16,2021-01,近畿クラブスフィーダ,奈良ドリーマーズ,13,,那須野裕進,5,■,■,■,■,■,11,4,0,36.4,36.4,0.80,0,0,0,-,0,-,15,0,0,3,5.0,0,0,0,-,4
2021-01-16,2021-01,近畿クラブスフィーダ,奈良ドリーマーズ,16,,大原悠,5,■,■,■,■,■,22,6,2,27.3,18.2,1.20,0,0,0,-,1,0.20,16,2,1,6,20.3,12,5,5,62.5,9
2021-01-16,2021-01,近畿クラブスフィーダ,奈良ドリーマーズ,19,,中西武琉,5,■,□,■,■,■,41,22,3,53.7,46.3,4.40,15,9,1,60.0,2,0.40,18,0,3,6,4.2,39,14,17,57.7,24
2021-01-16,2021-01,近畿クラブスフィーダ,奈良ドリーマーズ,20,L,松浦陣羽,2,,●,,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0,0
2021-01-16,2021-01,近畿クラブスフィーダ,奈良ドリーマーズ,28,L,本多泰成,5,●,〇,●,〇,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,35,10,14,48.6,0
2021-01-16,2021-01,千葉ZELVA,クボタスピアーズ,2,,山田誠幸,4,■,■,■,■,,8,3,0,37.5,37.5,0.75,0,0,0,-,3,0.75,8,0,0,2,6.2,1,0,0,0.0,6
2021-01-16,2021-01,千葉ZELVA,クボタスピアーズ,4,,橋本大海,4,■,■,■,■,,24,9,4,37.5,20.8,2.25,0,0,0,-,1,0.25,20,2,4,8,15.0,0,0,0,-,12
2021-01-16,2021-01,千葉ZELVA,クボタスピアーズ,5,,板橋健之,4,■,■,■,■,,2,1,0,50.0,50.0,0.25,0,0,0,-,0,-,15,0,2,1,-1.7,0,0,0,-,1
