試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2021-02-28,近畿クラブスフィーダ,2,,中村洸稀,1,nan,nan,□,nan,nan,1,1,0,100.0,100.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-28,近畿クラブスフィーダ,3,,河戸俊亮,3,■,■,■,nan,nan,4,3,0,75.0,75.0,1.00,0,0,0,-,0,-,7,0,0,1,3.6,1,0,0,0.0,,,,,,,,
2021-02-28,近畿クラブスフィーダ,6,,江崎闘愛,3,■,■,■,nan,nan,28,13,2,46.4,39.3,4.33,13,3,1,23.1,1,0.33,12,1,5,0,-2.1,0,0,0,-,,,,,,,,
2021-02-28,近畿クラブスフィーダ,9,,中野倭,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,11,0,0,2,4.5,0,0,0,-,,,,,,,,
2021-02-28,近畿クラブスフィーダ,11,,本多駿,1,nan,nan,□,nan,nan,3,1,2,33.3,-33.3,1.00,2,0,2,0.0,0,-,3,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-28,近畿クラブスフィーダ,12,,中田雄大,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2021-02-28,近畿クラブスフィーダ,13,,那須野裕進,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-28,近畿クラブスフィーダ,15,,久門伸司,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-28,近畿クラブスフィーダ,16,L,大原悠,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,13,9,2,76.9,,,,,,,,
2021-02-28,近畿クラブスフィーダ,18,,後藤陸翔,3,■,■,■,nan,nan,13,10,1,76.9,69.2,3.33,1,0,0,0.0,1,0.33,15,0,0,2,3.3,13,8,2,69.2,,,,,,,,
2021-02-28,近畿クラブスフィーダ,19,,中西武琉,3,■,■,■,nan,nan,26,16,1,61.5,57.7,5.33,4,2,1,50.0,2,0.67,15,2,4,4,13.3,23,11,4,56.5,,,,,,,,
2021-02-28,近畿クラブスフィーダ,20,L,松浦陣羽,2,nan,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-28,近畿クラブスフィーダ,22,,フランシスムヤカバング,3,■,■,■,nan,nan,8,5,1,62.5,50.0,1.67,0,0,0,-,2,0.67,9,0,1,2,2.8,0,0,0,-,,,,,,,,
2021-02-28,近畿クラブスフィーダ,28,,本多泰成,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,3,2,0,66.7,,,,,,,,
2021-02-28,近畿クラブスフィーダ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,84,49,7,58.3,50.0,16.33,20,5,4,25.0,6,2.00,77,3,11,11,3.9,53,30,8,64.2,90,32,6,35.6,6,2.00,7.0,62.3
