月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,ジェイテクトSTINGS,4,,福山汰一,1,0,0,0,0,0,3,2,0,66.7,66.7,2.0,0,0,0,,1,1.0,2,1,1,1,50.0,0,0,0,
11,ジェイテクトSTINGS,4,,福山汰一,10,2,2,3,2,0,27,18,1,66.7,63.0,1.8,0,0,0,,3,0.3,42,1,6,7,3.0,3,0,2,33.3
12,ジェイテクトSTINGS,4,,福山汰一,8,2,2,3,1,0,15,10,1,66.7,60.0,1.2,0,0,0,,1,0.1,34,1,6,5,2.2,1,0,1,50.0
01,ジェイテクトSTINGS,4,,福山汰一,20,4,4,4,3,2,32,18,0,56.2,56.2,0.9,0,0,0,,8,0.4,69,5,8,14,9.4,2,2,0,100.0
02,ジェイテクトSTINGS,4,,福山汰一,8,3,2,2,0,0,17,7,0,41.2,41.2,0.9,0,0,0,,8,1.0,23,1,4,3,3.3,2,1,0,50.0
