月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,警視庁フォートファイターズ,5,,大野隆一,9,3,2,3,1,0,25,9,3,36.0,24.0,1.0,0,0,0,,4,0.4,26,0,4,2,-1.9,1,1,0,100.0
12,警視庁フォートファイターズ,5,,大野隆一,18,5,5,5,2,1,55,36,4,65.5,58.2,2.0,0,0,0,,19,1.1,54,1,0,9,6.0,4,0,3,37.5
01,警視庁フォートファイターズ,5,,大野隆一,14,4,4,4,2,0,45,31,4,68.9,60.0,2.2,1,0,1,0.0,8,0.6,30,1,1,4,5.8,1,0,1,50.0
02,警視庁フォートファイターズ,5,,大野隆一,14,4,4,3,2,1,42,25,5,59.5,47.6,1.8,0,0,0,,11,0.8,30,0,0,5,4.2,3,1,1,50.0
