試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2008-04-05,04,サントリーサンバーズ,堺ブレイザーズ,1,,山村宏太,3,■,■,■,nan,nan,9,7,0,77.8,77.8,2.33,0,0,0,-,1,0.33,15,0,1,5,8.3,0,0,0,-,8
2008-04-05,04,サントリーサンバーズ,堺ブレイザーズ,3,,坂本雄一郎,3,■,■,■,nan,nan,8,7,0,87.5,87.5,2.33,0,0,0,-,4,1.33,10,0,0,6,15.0,1,1,0,100.0,11
2008-04-05,04,サントリーサンバーズ,堺ブレイザーズ,4,,吉田譲,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,1,2,12.5,0,0,0,-,0
2008-04-05,04,サントリーサンバーズ,堺ブレイザーズ,6,,栗原圭介,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,9,0,1,1,2.8,0,0,0,-,0
2008-04-05,04,サントリーサンバーズ,堺ブレイザーズ,7,,越川優,3,■,■,■,nan,nan,27,16,1,59.3,55.6,5.33,9,6,1,66.7,1,0.33,11,0,4,2,4.5,10,8,0,80.0,17
2008-04-05,04,サントリーサンバーズ,堺ブレイザーズ,8,,レオナルドメロ,3,■,■,■,nan,nan,23,13,3,56.5,43.5,4.33,14,6,3,42.9,1,0.33,14,0,1,4,7.1,0,0,0,-,14
2008-04-05,04,サントリーサンバーズ,堺ブレイザーズ,9,,桑田鎮典,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2008-04-05,04,サントリーサンバーズ,堺ブレイザーズ,10,,荻野正二,3,■,■,■,nan,nan,10,5,0,50.0,50.0,1.67,0,0,0,-,1,0.33,10,0,1,1,2.5,25,13,0,52.0,6
2008-04-05,04,サントリーサンバーズ,堺ブレイザーズ,11,L,津曲勝利,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,14,0,93.3,0
2008-04-05,04,サントリーサンバーズ,堺ブレイザーズ,14,,二木健太,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2008-04-05,04,サントリーサンバーズ,堺ブレイザーズ,17,,阿南卓,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2008-04-05,04,サントリーサンバーズ,堺ブレイザーズ,19,,冨士田裕大,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2008-04-05,04,堺ブレイザーズ,サントリーサンバーズ,3,,石島雄介,3,■,■,■,nan,nan,18,6,1,33.3,27.8,2.00,1,1,0,100.0,1,0.33,9,1,2,1,11.7,14,7,0,50.0,8
