名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
ソトへクター,パナソニックパンサーズ,17,113,915,513,51,56.1,50.5,159,95,6,31,432,21,80,124,485,291,0,565,59.7,4.5,0.3,7.4,60.0
ニコロフウラジミール,東レアローズ,11,111,1123,568,105,50.6,41.2,434,206,54,45,483,56,115,193,1,1,0,669,47.5,5.1,0.4,15.6,100.0
ビッタールファビアノ,豊田合成トレフェルサ,4,103,861,430,119,49.9,36.1,375,193,60,40,424,42,154,148,5,0,0,512,51.5,4.2,0.4,9.6,0.0
ピントロドリゴ,堺ブレイザーズ,10,72,671,369,54,55.0,46.9,307,174,34,35,251,9,42,66,2,1,0,413,56.7,5.1,0.5,6.0,50.0
ファイディノルディン,NECブルーロケッツ,13,71,594,268,40,45.1,38.4,200,87,21,26,238,8,32,46,236,148,0,302,43.5,3.8,0.4,4.8,62.7
マイヨフィリップ,大分三好ヴァイセアドラー,10,103,1318,650,164,49.3,36.9,546,247,85,29,352,22,84,109,6,2,0,701,45.2,6.3,0.3,8.0,33.3
マリレアンドロ,JTサンダーズ,16,96,700,342,67,48.9,39.3,148,79,21,44,384,7,62,120,388,238,0,393,53.4,3.6,0.5,5.6,61.3
レオナルドメロ,サントリーサンバーズ,8,111,849,422,110,49.7,36.7,383,191,57,57,378,11,86,78,1,0,0,490,49.9,3.8,0.5,2.4,0.0
上田剛史,サントリーサンバーズ,5,6,28,8,2,28.6,21.4,9,3,1,0,9,0,2,3,0,0,0,8,33.3,1.3,0.0,2.8,
中山大祐,JTサンダーズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
