名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
佐藤和夫,2000-01,豊田合成トレフェルサ,17,6,17,46,15,4,32.6,23.9,23,6,3,3,18,0,2,7,0,0,0,18,26.1,0.88,0.18,6.9,
佐藤和夫,2000-02,豊田合成トレフェルサ,17,20,28,94,42,9,44.7,35.1,35,16,3,4,23,0,7,3,0,0,0,46,45.7,1.5,0.14,-4.3,
佐藤和夫,2000-03,豊田合成トレフェルサ,17,6,5,18,8,0,44.4,44.4,7,2,0,1,15,2,1,5,0,0,0,11,28.6,1.6,0.2,20.0,
倉内哲,2000-02,富士フイルム・プラネッツ,15,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
倉内哲,2000-03,富士フイルム・プラネッツ,15,9,3,4,2,1,50.0,25.0,0,0,0,0,2,0,0,0,0,0,0,2,,0.67,0.0,0.0,
出倉諭,2000-01,富士フイルム・プラネッツ,10,7,18,19,7,2,36.8,26.3,0,0,0,4,14,0,2,2,31,24,0,11,,0.39,0.22,0.0,77.4
出倉諭,2000-02,富士フイルム・プラネッツ,10,16,5,0,0,0,,,0,0,0,0,5,0,2,1,0,0,0,0,,0.0,0.0,-5.0,
出倉諭,2000-03,富士フイルム・プラネッツ,10,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
前田悟,2000-01,NTT西日本レグルス,5,6,23,26,18,2,69.2,61.5,0,0,0,5,113,8,22,25,1,0,0,31,,0.78,0.22,7.7,0.0
前田悟,2000-02,NTT西日本レグルス,5,20,35,45,26,5,57.8,46.7,1,0,0,14,130,5,25,24,0,0,0,45,0.0,0.74,0.4,3.7,
前田悟,2000-03,NTT西日本レグルス,5,6,7,8,4,0,50.0,50.0,0,0,0,3,24,1,4,9,0,0,0,8,,0.57,0.43,9.4,
加藤陽一,2000-01,東レアローズ,3,7,25,189,100,18,52.9,43.4,67,29,10,14,114,6,17,32,84,60,0,120,43.3,4.0,0.56,8.6,71.4
加藤陽一,2000-02,東レアローズ,3,18,32,274,113,28,41.2,31.0,93,41,12,16,111,5,18,26,16,11,0,134,44.1,3.53,0.5,6.3,68.8
加藤陽一,2000-03,東レアローズ,3,6,9,61,27,15,44.3,19.7,23,9,9,2,38,2,7,5,15,13,0,31,39.1,3.0,0.22,3.9,86.7
北川祐介,2000-01,パナソニックパンサーズ,9,4,14,35,18,3,51.4,42.9,0,0,0,17,50,0,8,2,0,0,0,35,,1.29,1.21,-3.0,
北川祐介,2000-02,パナソニックパンサーズ,9,20,38,81,51,5,63.0,56.8,1,0,0,19,86,3,22,4,1,0,0,73,0.0,1.34,0.5,-1.7,0.0
北川祐介,2000-03,パナソニックパンサーズ,9,6,7,13,8,0,61.5,61.5,0,0,0,6,23,0,6,4,0,0,0,14,,1.14,0.86,-2.2,
南克幸,2000-01,旭化成スパーキッズ,23,7,17,58,23,3,39.7,34.5,1,0,0,6,38,0,3,5,0,0,0,29,0.0,1.35,0.35,1.3,
南克幸,2000-02,旭化成スパーキッズ,23,18,22,76,36,5,47.4,40.8,3,0,1,10,63,3,5,9,3,1,0,49,0.0,1.64,0.45,6.3,33.3
南克幸,2000-03,旭化成スパーキッズ,23,6,6,14,4,1,28.6,21.4,0,0,0,3,14,0,1,7,0,0,0,7,,0.67,0.5,10.7,
南由紀夫,2000-01,富士フイルム・プラネッツ,3,6,19,58,32,2,55.2,51.7,0,0,0,9,72,2,7,16,1,0,0,43,,1.68,0.47,5.9,0.0
南由紀夫,2000-02,富士フイルム・プラネッツ,3,16,28,101,53,4,52.5,48.5,0,0,0,16,112,2,7,15,2,2,0,71,,1.89,0.57,3.6,100.0
南由紀夫,2000-03,富士フイルム・プラネッツ,3,9,12,42,28,0,66.7,66.7,0,0,0,4,44,1,1,9,0,0,0,33,,2.33,0.33,6.8,
南裕之,2000-01,旭化成スパーキッズ,5,7,22,42,20,5,47.6,35.7,0,0,0,20,36,0,6,4,4,4,0,40,,0.91,0.91,-1.4,100.0
南裕之,2000-02,旭化成スパーキッズ,5,18,22,31,13,1,41.9,38.7,1,0,0,9,41,1,7,4,3,1,0,23,0.0,0.59,0.41,0.6,33.3
南裕之,2000-03,旭化成スパーキッズ,5,6,2,1,1,0,100.0,100.0,0,0,0,0,1,0,1,0,0,0,0,1,,0.5,0.0,-25.0,
南部正司,2000-01,パナソニックパンサーズ,14,6,25,149,70,6,47.0,43.0,17,4,0,6,80,0,5,7,126,92,0,76,23.5,2.8,0.24,0.6,73.0
南部正司,2000-02,パナソニックパンサーズ,14,20,38,172,85,20,49.4,37.8,18,7,3,10,97,3,6,12,134,106,0,98,38.9,2.24,0.26,4.6,79.1
南部正司,2000-03,パナソニックパンサーズ,14,6,7,40,26,3,65.0,57.5,8,6,1,3,25,0,4,0,33,22,0,29,75.0,3.71,0.43,-4.0,66.7
古城弘路,2000-02,NTT西日本レグルス,13,8,5,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,0.2,0.0,,
古田博幸,2000-01,旭化成スパーキッズ,15,7,29,121,52,6,43.0,38.0,3,0,0,8,96,6,8,22,145,107,0,66,0.0,1.79,0.28,9.9,73.8
古田博幸,2000-02,旭化成スパーキッズ,15,16,24,96,36,7,37.5,30.2,5,0,0,3,66,1,13,8,139,109,0,40,0.0,1.5,0.12,-0.4,78.4
古田博幸,2000-03,旭化成スパーキッズ,15,6,6,23,9,3,39.1,26.1,1,1,0,1,21,2,3,4,20,16,0,12,100.0,1.5,0.17,10.7,80.0
吉永文幸,2000-01,富士フイルム・プラネッツ,9,7,12,3,1,1,33.3,0.0,0,0,0,0,22,0,3,5,0,0,0,1,,0.08,0.0,2.3,
吉永文幸,2000-02,富士フイルム・プラネッツ,9,16,16,3,1,0,33.3,33.3,0,0,0,0,28,0,2,7,0,0,0,1,,0.06,0.0,4.5,
吉永文幸,2000-03,富士フイルム・プラネッツ,9,9,5,0,0,0,,,0,0,0,0,5,0,0,1,0,0,0,0,,0.0,0.0,5.0,
和田一彦,2000-01,NTT西日本レグルス,6,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
和田一彦,2000-02,NTT西日本レグルス,6,20,16,1,1,0,100.0,100.0,0,0,0,1,0,0,0,0,0,0,0,2,,0.06,0.06,,
和田一彦,2000-03,NTT西日本レグルス,6,6,4,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.25,,
増村雅尚,2000-01,富士フイルム・プラネッツ,18,7,24,170,69,11,40.6,34.1,56,25,7,16,75,5,13,24,3,2,0,90,44.6,2.88,0.67,10.3,66.7
増村雅尚,2000-02,富士フイルム・プラネッツ,18,16,28,167,68,20,40.7,28.7,67,30,10,11,64,4,21,22,2,1,0,83,44.8,2.43,0.39,6.6,50.0
増村雅尚,2000-03,富士フイルム・プラネッツ,18,9,11,63,27,8,42.9,30.2,18,8,4,2,37,6,10,10,2,1,0,35,44.4,2.45,0.18,16.2,50.0
多田幹世,2000-01,豊田合成トレフェルサ,1,6,21,73,27,8,37.0,26.0,8,2,2,2,62,3,9,9,167,133,0,32,25.0,1.29,0.1,4.8,79.6
多田幹世,2000-02,豊田合成トレフェルサ,1,20,27,100,42,12,42.0,30.0,13,4,3,4,94,2,9,13,161,136,0,48,30.8,1.56,0.15,3.2,84.5
多田幹世,2000-03,豊田合成トレフェルサ,1,6,3,7,4,1,57.1,42.9,0,0,0,0,7,0,0,1,10,8,0,4,,1.33,0.0,3.6,80.0
大坪史明,2000-01,旭化成スパーキッズ,14,5,21,208,87,18,41.8,33.2,74,29,10,3,78,4,19,18,59,41,0,94,39.2,4.14,0.14,4.8,69.5
大坪史明,2000-02,旭化成スパーキッズ,14,18,28,262,119,23,45.4,36.6,87,36,10,7,103,4,18,33,75,49,0,130,41.4,4.25,0.25,7.5,65.3
大坪史明,2000-03,旭化成スパーキッズ,14,6,5,21,7,4,33.3,14.3,4,2,1,0,17,0,4,6,19,11,0,7,50.0,1.4,0.0,2.9,57.9
大森陽祐,2000-01,NECブルーロケッツ,15,6,7,0,0,0,,,0,0,0,0,15,0,0,3,6,5,0,0,,0.0,0.0,5.0,83.3
大森陽祐,2000-02,NECブルーロケッツ,15,20,15,9,4,1,44.4,33.3,1,0,0,0,21,1,1,1,27,21,0,5,0.0,0.27,0.0,4.8,77.8
大森陽祐,2000-03,NECブルーロケッツ,15,6,5,0,0,0,,,0,0,0,0,10,0,0,2,2,1,0,0,,0.0,0.0,5.0,50.0
大竹秀之,2000-01,NECブルーロケッツ,7,6,23,36,23,1,63.9,61.1,0,0,0,21,44,1,3,7,0,0,0,45,,1.0,0.91,4.5,
大竹秀之,2000-02,NECブルーロケッツ,7,20,34,85,54,1,63.5,62.4,1,0,0,35,85,0,4,7,1,0,0,89,0.0,1.59,1.03,0.9,0.0
大竹秀之,2000-03,NECブルーロケッツ,7,6,8,13,5,0,38.5,38.5,0,0,0,7,21,0,1,6,0,0,0,12,,0.62,0.88,6.0,
大野英洋,2000-01,堺ブレイザーズ,10,7,9,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
大野英洋,2000-02,堺ブレイザーズ,10,18,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大野英洋,2000-03,堺ブレイザーズ,10,6,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大関元樹,2000-01,NECブルーロケッツ,5,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大関元樹,2000-02,NECブルーロケッツ,5,20,3,5,2,1,40.0,20.0,0,0,0,0,7,0,2,0,0,0,0,2,,0.67,0.0,-7.1,
大関元樹,2000-03,NECブルーロケッツ,5,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
天谷陽介,2000-01,東レアローズ,10,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
天谷陽介,2000-02,東レアローズ,10,18,1,2,1,0,50.0,50.0,0,0,0,0,1,0,0,0,3,2,0,1,,1.0,0.0,0.0,66.7
天谷陽介,2000-03,東レアローズ,10,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
奥修二,2000-02,NECブルーロケッツ,18,10,4,1,1,0,100.0,100.0,0,0,0,0,4,0,2,1,0,0,0,1,,0.25,0.0,-6.2,
奥修二,2000-03,NECブルーロケッツ,18,6,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
奥田晃,2000-01,NECブルーロケッツ,12,6,22,4,2,0,50.0,50.0,0,0,0,10,68,1,8,10,0,0,0,13,,0.09,0.45,2.2,
奥田晃,2000-02,NECブルーロケッツ,12,20,33,9,5,0,55.6,55.6,0,0,0,17,115,3,6,5,0,0,0,25,,0.15,0.52,2.4,
奥田晃,2000-03,NECブルーロケッツ,12,6,8,3,1,1,33.3,0.0,0,0,0,4,17,0,2,0,0,0,0,5,,0.12,0.5,-2.9,
安原貴之,2000-01,豊田合成トレフェルサ,13,6,20,71,27,6,38.0,29.6,12,7,2,7,29,2,7,5,38,18,0,36,58.3,1.35,0.35,5.2,47.4
安原貴之,2000-02,豊田合成トレフェルサ,13,20,33,200,79,19,39.5,30.0,46,19,6,12,86,3,17,16,77,50,0,94,41.3,2.39,0.36,3.2,64.9
安原貴之,2000-03,豊田合成トレフェルサ,13,6,6,55,19,5,34.5,25.5,10,3,2,5,21,1,5,5,9,3,0,25,30.0,3.17,0.83,4.8,33.3
宮崎謙彦,2000-01,パナソニックパンサーズ,1,6,25,209,83,27,39.7,26.8,89,36,13,6,97,5,18,19,0,0,0,94,40.4,3.32,0.24,5.4,
宮崎謙彦,2000-02,パナソニックパンサーズ,1,20,38,293,136,30,46.4,36.2,123,55,16,11,137,9,44,39,13,7,0,156,44.7,3.58,0.29,5.7,53.8
宮崎謙彦,2000-03,パナソニックパンサーズ,1,6,7,57,31,9,54.4,38.6,23,10,5,4,29,2,10,8,0,0,0,37,43.5,4.43,0.57,5.2,
小出真嗣,2000-01,豊田合成トレフェルサ,8,3,2,0,0,0,,,0,0,0,0,2,0,1,1,0,0,0,0,,0.0,0.0,0.0,
小出真嗣,2000-02,豊田合成トレフェルサ,8,20,8,0,0,0,,,0,0,0,0,10,1,3,0,0,0,0,1,,0.0,0.0,2.5,
小出真嗣,2000-03,豊田合成トレフェルサ,8,3,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小坂慎吾,2000-01,サントリーサンバーズ,5,6,18,50,29,5,58.0,48.0,10,6,1,5,57,3,14,8,69,56,0,37,60.0,1.61,0.28,2.6,81.2
小坂慎吾,2000-02,サントリーサンバーズ,5,18,29,83,43,9,51.8,41.0,22,17,2,7,107,1,26,20,149,112,0,51,77.3,1.48,0.24,-0.5,75.2
小坂慎吾,2000-03,サントリーサンバーズ,5,9,10,25,9,4,36.0,20.0,5,1,1,3,32,2,4,9,37,24,0,14,20.0,0.9,0.3,10.2,64.9
小川吉,2000-03,サントリーサンバーズ,18,3,1,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,0,,0.0,0.0,,50.0
小林宙史,2000-01,NTT西日本レグルス,7,6,18,78,26,10,33.3,20.5,5,2,1,5,42,0,6,6,37,19,0,31,40.0,1.44,0.28,0.0,51.4
小林宙史,2000-02,NTT西日本レグルス,7,20,5,19,6,2,31.6,21.1,0,0,0,0,11,0,3,2,1,1,0,6,,1.2,0.0,-2.3,100.0
小林宙史,2000-03,NTT西日本レグルス,7,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小林敦,2000-01,東レアローズ,11,7,25,46,30,2,65.2,60.9,0,0,0,21,77,0,4,19,3,2,0,51,,1.2,0.84,4.9,66.7
小林敦,2000-02,東レアローズ,11,18,32,75,41,1,54.7,53.3,0,0,0,17,97,0,4,14,2,2,0,58,,1.28,0.53,2.6,100.0
小林敦,2000-03,東レアローズ,11,6,9,22,12,2,54.5,45.5,0,0,0,4,28,0,1,4,1,0,0,16,,1.33,0.44,2.7,0.0
小澤新,2000-01,豊田合成トレフェルサ,7,6,5,0,0,0,,,0,0,0,0,8,1,0,0,0,0,0,1,,0.0,0.0,12.5,
小澤新,2000-02,豊田合成トレフェルサ,7,20,12,0,0,0,,,0,0,0,0,16,0,1,3,0,0,0,0,,0.0,0.0,3.1,
小澤新,2000-03,豊田合成トレフェルサ,7,6,4,0,0,0,,,0,0,0,0,5,0,0,2,0,0,0,0,,0.0,0.0,10.0,
小糸敬夫,2000-01,パナソニックパンサーズ,6,6,25,0,0,0,,,0,0,0,0,0,0,0,0,129,91,0,0,,0.0,0.0,,70.5
小糸敬夫,2000-02,パナソニックパンサーズ,6,20,38,0,0,0,,,0,0,0,0,0,0,0,0,197,151,0,0,,0.0,0.0,,76.6
小糸敬夫,2000-03,パナソニックパンサーズ,6,6,7,0,0,0,,,0,0,0,0,0,0,0,0,57,46,0,0,,0.0,0.0,,80.7
小西健太,2000-01,堺ブレイザーズ,0,7,22,8,4,2,50.0,25.0,0,0,0,3,49,2,9,11,0,0,0,9,,0.18,0.14,5.1,
小西健太,2000-02,堺ブレイザーズ,0,18,32,16,8,0,50.0,50.0,0,0,0,3,84,5,12,19,2,2,0,16,,0.25,0.09,8.0,100.0
小西健太,2000-03,堺ブレイザーズ,0,6,6,0,0,0,,,0,0,0,0,10,1,1,2,0,0,0,1,,0.0,0.0,12.5,
山中正博,2000-01,旭化成スパーキッズ,4,7,18,168,68,16,40.5,31.0,43,18,6,3,64,1,10,22,1,1,0,72,41.9,3.78,0.17,6.2,100.0
山中正博,2000-02,旭化成スパーキッズ,4,18,24,211,93,18,44.1,35.5,56,20,10,7,86,6,15,28,8,7,0,106,35.7,3.88,0.29,10.8,87.5
山中正博,2000-03,旭化成スパーキッズ,4,6,6,71,38,4,53.5,47.9,20,12,0,3,14,0,7,3,2,2,0,41,60.0,6.33,0.5,-7.1,100.0
山中秀晃,2000-01,豊田合成トレフェルサ,5,6,9,1,1,0,100.0,100.0,0,0,0,1,22,1,0,7,0,0,0,3,,0.11,0.11,12.5,
山中秀晃,2000-02,豊田合成トレフェルサ,5,20,9,2,0,0,0.0,0.0,0,0,0,0,18,0,0,5,0,0,0,0,,0.0,0.0,6.9,
山中秀晃,2000-03,豊田合成トレフェルサ,5,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山元克之,2000-01,NTT西日本レグルス,4,6,6,0,0,0,,,0,0,0,0,8,0,2,1,0,0,0,0,,0.0,0.0,-3.1,
山元克之,2000-02,NTT西日本レグルス,4,20,26,0,0,0,,,0,0,0,0,34,0,4,7,0,0,0,0,,0.0,0.0,2.2,
山元克之,2000-03,NTT西日本レグルス,4,6,6,0,0,0,,,0,0,0,0,2,0,0,0,20,15,0,0,,0.0,0.0,0.0,75.0
山口誠,2000-01,東レアローズ,6,7,25,10,3,0,30.0,30.0,0,0,0,4,100,3,12,13,1,0,0,10,,0.12,0.16,3.2,0.0
山口誠,2000-02,東レアローズ,6,18,32,12,7,0,58.3,58.3,1,0,0,8,134,4,10,22,1,1,0,19,0.0,0.22,0.25,5.2,100.0
