試合日,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2000-01-14,01,旭化成スパーキッズ,1,,山田博文,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2000-01-14,01,旭化成スパーキッズ,2,,山崎典行,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-
2000-01-14,01,旭化成スパーキッズ,4,,山中正博,4,■,■,■,■,nan,53,15,7,0.2830188679245283,0.1509433962264151,3.75,11,3,2,27.3,1,0.25,11,0,2,3,6.8,0,0,0,-
2000-01-14,01,旭化成スパーキッズ,5,,南裕之,2,nan,□,nan,□,nan,1,1,0,1.0,1.0,0.50,0,0,0,-,1,0.50,2,0,0,1,12.5,0,0,0,-
2000-01-14,01,旭化成スパーキッズ,6,,森永茂正,4,■,■,■,■,nan,28,15,2,0.5357142857142857,0.4642857142857143,3.75,6,2,1,33.3,0,-,20,0,3,6,7.5,16,8,0,50.0
2000-01-14,01,旭化成スパーキッズ,7,L,松田義明,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,52,31,0,59.6
2000-01-14,01,旭化成スパーキッズ,9,,丸山利明,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2000-01-14,01,旭化成スパーキッズ,10,,末次志朗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2000-01-14,01,旭化成スパーキッズ,12,,魚井貞夫,4,■,■,■,■,nan,1,1,0,1.0,1.0,0.25,0,0,0,-,1,0.25,14,0,3,2,3.6,0,0,0,-
2000-01-14,01,旭化成スパーキッズ,15,,古田博幸,4,■,■,■,■,nan,9,3,0,0.3333333333333333,0.3333333333333333,0.75,0,0,0,-,1,0.25,12,0,1,3,6.2,9,5,0,55.6
2000-01-14,01,旭化成スパーキッズ,17,,料治修,4,■,■,■,■,nan,12,3,0,0.25,0.25,0.75,0,0,0,-,4,1.00,14,1,1,5,14.6,1,0,0,0.0
2000-01-14,01,旭化成スパーキッズ,23,,南克幸,4,■,■,■,■,nan,12,6,0,0.5,0.5,1.50,0,0,0,-,1,0.25,10,0,0,2,5.0,0,0,0,-
2000-01-14,01,パナソニックパンサーズ,1,,宮崎謙彦,4,■,■,■,■,nan,37,17,5,0.4594594594594595,0.32432432432432434,4.25,15,7,2,46.7,1,0.25,15,2,3,4,18.7,0,0,0,-
2000-01-14,01,パナソニックパンサーズ,4,,白数仁孝,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,7,0,0,5,17.9,9,6,0,66.7
2000-01-14,01,パナソニックパンサーズ,5,,イェルツィンヒド,4,■,■,■,■,nan,36,18,3,0.5,0.4166666666666667,4.50,8,5,0,62.5,2,0.50,17,2,5,8,21.2,26,21,0,80.8
2000-01-14,01,パナソニックパンサーズ,6,L,小糸敬夫,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,12,0,63.2
2000-01-14,01,パナソニックパンサーズ,7,,西澤吉邦,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2000-01-14,01,パナソニックパンサーズ,9,,北川祐介,4,■,■,■,■,nan,10,6,0,0.6,0.6,1.50,0,0,0,-,5,1.25,13,0,3,1,1.9,0,0,0,-
2000-01-14,01,パナソニックパンサーズ,10,,牛尾正和,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2000-01-14,01,パナソニックパンサーズ,12,,紫和昌修,4,■,■,■,■,nan,2,2,0,1.0,1.0,0.50,0,0,0,-,0,-,11,0,1,4,9.1,1,0,0,0.0
2000-01-14,01,パナソニックパンサーズ,13,,清水貴幸,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-
2000-01-14,01,パナソニックパンサーズ,14,,南部正司,4,■,■,■,■,nan,24,11,2,0.4583333333333333,0.375,2.75,4,1,0,25.0,0,-,21,0,3,4,4.8,19,12,0,63.2
2000-01-14,01,パナソニックパンサーズ,15,,木村正憲,2,□,nan,nan,□,nan,1,0,1,0.0,-1.0,-,1,0,1,0.0,0,-,2,0,0,1,12.5,0,0,0,-
2000-01-14,01,パナソニックパンサーズ,20,,米山博之,4,■,■,■,■,nan,14,7,0,0.5,0.5,1.75,0,0,0,-,4,1.00,10,1,1,4,20.0,1,0,0,0.0
2000-01-14,01,堺ブレイザーズ,1,,澤畠雄一郎,3,■,■,■,nan,nan,10,7,0,0.7,0.7,2.33,0,0,0,-,6,2.00,6,0,2,1,4.2,0,0,0,-
2000-01-14,01,堺ブレイザーズ,3,,野々山悟,3,■,■,■,nan,nan,3,2,0,0.6666666666666666,0.6666666666666666,0.67,0,0,0,-,1,0.33,13,0,1,2,3.8,0,0,0,-
2000-01-14,01,堺ブレイザーズ,4,,中垣内祐一,3,■,■,■,nan,nan,26,13,2,0.5,0.4230769230769231,4.33,11,4,1,36.4,3,1.00,8,0,1,1,3.1,4,3,0,75.0
2000-01-14,01,堺ブレイザーズ,5,,市橋祐之,3,■,■,■,nan,nan,3,1,0,0.3333333333333333,0.3333333333333333,0.33,0,0,0,-,0,-,10,1,1,2,15.0,1,1,0,100.0
2000-01-14,01,堺ブレイザーズ,8,,山本辰生,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-
2000-01-14,01,堺ブレイザーズ,9,,高橋智則,3,■,■,■,nan,nan,15,5,0,0.3333333333333333,0.3333333333333333,1.67,0,0,0,-,3,1.00,16,0,2,3,4.7,19,13,0,68.4
2000-01-14,01,堺ブレイザーズ,10,,大野英洋,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2000-01-14,01,堺ブレイザーズ,12,,木浦新一,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2000-01-14,01,堺ブレイザーズ,13,,ルイスアルベルダシルバ,3,■,■,■,nan,nan,30,16,1,0.5333333333333333,0.5,5.33,15,8,0,53.3,1,0.33,14,0,5,4,7.1,1,1,0,100.0
2000-01-14,01,堺ブレイザーズ,15,,伊藤信博,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2000-01-14,01,堺ブレイザーズ,22,L,酒井新悟,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,17,0,63.0
2000-01-14,01,JTサンダーズ,1,,丸尾文治,2,nan,□,■,nan,nan,2,1,0,0.5,0.5,0.50,0,0,0,-,1,0.50,7,1,1,0,11.4,1,0,0,0.0
2000-01-14,01,JTサンダーズ,2,,平野信孝,2,■,■,nan,nan,nan,16,8,0,0.5,0.5,4.00,7,3,0,42.9,0,-,4,0,1,1,6.2,0,0,0,-
2000-01-14,01,JTサンダーズ,3,,苅谷淳司,2,■,■,nan,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,2,1.00,5,0,1,0,0.0,0,0,0,-
2000-01-14,01,JTサンダーズ,4,,河野裕輔,3,■,□,■,nan,nan,22,8,1,0.36363636363636365,0.3181818181818182,2.67,11,4,0,36.4,1,0.33,9,0,4,2,5.6,5,4,0,80.0
2000-01-14,01,JTサンダーズ,6,,臺光章,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,10,0,1,4,10.0,0,0,0,-
2000-01-14,01,JTサンダーズ,7,,下田悟,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2000-01-14,01,JTサンダーズ,8,,徳元幸人,3,□,■,■,nan,nan,9,3,0,0.3333333333333333,0.3333333333333333,1.00,0,0,0,-,0,-,9,0,0,5,13.9,14,10,0,71.4
2000-01-14,01,JTサンダーズ,9,,齋藤学,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2000-01-14,01,JTサンダーズ,11,,山田忠一,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2000-01-14,01,JTサンダーズ,12,L,山本健之,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,9,0,75.0
2000-01-14,01,JTサンダーズ,14,,伊勢隆一,3,■,■,■,nan,nan,4,3,0,0.75,0.75,1.00,0,0,0,-,3,1.00,10,0,2,3,7.5,0,0,0,-
2000-01-14,01,JTサンダーズ,21,,シュレーポフイーゴリー,3,■,■,■,nan,nan,27,9,0,0.3333333333333333,0.3333333333333333,3.00,7,3,0,42.9,1,0.33,9,0,1,1,2.8,27,20,0,74.1
2000-01-15,01,NTT西日本レグルス,1,,中川一,5,■,■,■,■,■,16,9,0,0.5625,0.5625,1.80,0,0,0,-,4,0.80,16,1,5,4,11.2,0,0,0,-
2000-01-15,01,NTT西日本レグルス,3,,金近潤,5,■,■,■,■,■,26,12,3,0.46153846153846156,0.34615384615384615,2.40,3,1,2,33.3,4,0.80,14,0,1,7,12.5,37,27,0,73.0
