試合日,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-11-23,9,,小林洸,5,■,■,■,■,■,33,13,3,0.3939393939393939,0.30303030303030304,2.60,11,3,1,27.3,0,-,16,3,4,4,18.8,0,0,0,-
2019-11-24,9,,小林洸,5,■,■,□,■,■,26,9,4,0.3461538461538461,0.19230769230769232,1.80,3,0,2,0.0,1,0.20,9,0,3,2,-2.8,0,0,0,-
2019-12-07,9,,小林洸,3,□,,□,,□,0,0,0,,,-,0,0,0,-,0,-,3,0,2,0,-16.7,0,0,0,-
2019-12-08,9,,小林洸,1,,,□,,,3,2,1,0.6666666666666666,0.3333333333333333,2.00,0,0,0,-,0,-,1,0,1,0,-25.0,2,1,0,50.0
2019-12-14,9,,小林洸,1,□,,,,,2,1,0,0.5,0.5,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-15,9,,小林洸,4,□,□,■,■,,16,7,0,0.4375,0.4375,1.75,2,1,0,50.0,0,-,6,0,2,3,4.2,0,0,0,-
2020-01-11,9,,小林洸,3,■,■,■,,,28,10,4,0.35714285714285715,0.21428571428571427,3.33,11,4,2,36.4,1,0.33,16,2,4,7,17.2,0,0,0,-
2020-01-12,9,,小林洸,4,■,■,■,■,,23,6,3,0.2608695652173913,0.13043478260869565,1.50,4,2,0,50.0,2,0.50,6,0,4,1,-12.5,0,0,0,-
2020-01-18,9,,小林洸,3,■,■,■,,,17,6,3,0.35294117647058826,0.17647058823529413,2.00,6,0,1,0.0,0,-,11,1,1,1,9.1,0,0,0,-
2020-01-19,9,,小林洸,2,■,■,,,,11,2,1,0.18181818181818185,0.09090909090909093,1.00,5,1,1,20.0,0,-,5,0,1,2,5.0,0,0,0,-
2020-02-01,9,,小林洸,2,□,,□,,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2020-02-08,9,,小林洸,1,,,,□,,2,0,0,0.0,0.0,-,2,0,0,0.0,0,-,2,0,1,1,0.0,0,0,0,-
2020-02-15,9,,小林洸,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
