試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2021-02-27,奈良ドリーマーズ,1,,渡邊徹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-27,奈良ドリーマーズ,2,,言上真一,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-27,奈良ドリーマーズ,4,,下町浩二,1,■,nan,nan,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,0,0,0.0,1,1,0,100.0,,,,,,,,
2021-02-27,奈良ドリーマーズ,6,,中山雄介,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-27,奈良ドリーマーズ,7,,有津翔太,3,■,■,■,nan,nan,11,5,1,45.5,36.4,1.67,0,0,0,-,4,1.33,8,0,2,3,3.1,0,0,0,-,,,,,,,,
2021-02-27,奈良ドリーマーズ,9,,高橋和希,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,8,0,1,0,-3.1,0,0,0,-,,,,,,,,
2021-02-27,奈良ドリーマーズ,11,,後藤和志,2,nan,□,■,nan,nan,16,8,2,50.0,37.5,4.00,4,2,1,50.0,0,-,6,0,2,0,-8.3,0,0,0,-,,,,,,,,
2021-02-27,奈良ドリーマーズ,12,,川村幸司,3,■,■,■,nan,nan,23,6,4,26.1,8.7,2.00,3,0,1,0.0,3,1.00,8,0,1,1,0.0,17,12,3,79.4,,,,,,,,
2021-02-27,奈良ドリーマーズ,14,L,杉谷祐磨,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-27,奈良ドリーマーズ,15,,上竣,2,■,■,nan,nan,nan,8,2,1,25.0,12.5,1.00,2,1,1,50.0,1,0.50,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-27,奈良ドリーマーズ,16,,片野坂拓人,3,■,■,■,nan,nan,32,14,5,43.8,28.1,4.67,8,4,1,50.0,0,-,21,1,3,2,3.6,22,15,5,79.5,,,,,,,,
2021-02-27,奈良ドリーマーズ,17,,碩幸輝,3,□,■,■,nan,nan,4,2,0,50.0,50.0,0.67,0,0,0,-,2,0.67,11,0,0,2,4.5,0,0,0,-,,,,,,,,
2021-02-27,奈良ドリーマーズ,18,,南本大貴,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-27,奈良ドリーマーズ,19,L,石渡瑛法,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,11,6,56.0,,,,,,,,
2021-02-27,奈良ドリーマーズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,97,38,13,39.2,25.8,12.67,17,7,4,41.2,10,3.33,67,1,9,8,1.1,65,39,14,70.8,79,31,6,39.2,12,4.00,5.7,63.8
