試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2021-02-27,近畿クラブスフィーダ,2,,中村洸稀,3,■,□,□,nan,nan,11,4,2,36.4,18.2,1.33,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2021-02-27,近畿クラブスフィーダ,3,,河戸俊亮,3,■,■,■,nan,nan,10,5,0,50.0,50.0,1.67,0,0,0,-,1,0.33,6,0,0,1,4.2,0,0,0,-,,,,,,,,
2021-02-27,近畿クラブスフィーダ,6,,江崎闘愛,3,nan,■,■,■,nan,30,15,3,50.0,40.0,5.00,15,6,1,40.0,0,-,7,0,1,2,3.6,0,0,0,-,,,,,,,,
2021-02-27,近畿クラブスフィーダ,9,,中野倭,3,nan,□,□,■,nan,0,0,0,,,-,0,0,0,-,0,-,8,0,2,0,-6.2,0,0,0,-,,,,,,,,
2021-02-27,近畿クラブスフィーダ,11,,本多駿,4,■,■,■,■,nan,35,18,1,51.4,48.6,4.50,8,2,0,25.0,1,0.25,15,0,1,1,0.0,12,7,3,70.8,,,,,,,,
2021-02-27,近畿クラブスフィーダ,12,,中田雄大,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,9,1,0,0,11.1,0,0,0,-,,,,,,,,
2021-02-27,近畿クラブスフィーダ,13,,那須野裕進,4,■,■,■,■,nan,7,4,0,57.1,57.1,1.00,0,0,0,-,1,0.25,13,2,1,1,15.4,2,2,0,100.0,,,,,,,,
2021-02-27,近畿クラブスフィーダ,15,,久門伸司,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,7,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-27,近畿クラブスフィーダ,16,L,大原悠,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,19,8,82.1,,,,,,,,
2021-02-27,近畿クラブスフィーダ,18,,後藤陸翔,2,□,nan,nan,□,nan,3,3,0,100.0,100.0,1.50,0,0,0,-,0,-,3,0,1,0,-8.3,3,1,2,66.7,,,,,,,,
2021-02-27,近畿クラブスフィーダ,19,,中西武琉,4,■,■,■,■,nan,27,10,0,37.0,37.0,2.50,4,1,0,25.0,2,0.50,16,3,3,4,20.3,35,26,5,81.4,,,,,,,,
2021-02-27,近畿クラブスフィーダ,20,,松浦陣羽,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,3,2,1,83.3,,,,,,,,
2021-02-27,近畿クラブスフィーダ,22,,フランシスムヤカバング,1,nan,nan,nan,■,nan,6,4,0,66.7,66.7,4.00,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,,,,,,,,
2021-02-27,近畿クラブスフィーダ,28,L,本多泰成,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-27,近畿クラブスフィーダ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,130,64,6,49.2,44.6,16.00,27,9,1,33.3,5,1.25,92,6,10,10,6.5,83,57,19,80.1,131,62,5,47.3,10,2.50,0.0,74.7
