試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2020-02-01,富士通カワサキレッドスピリッツ,2,,松坂洸汰,1,nan,nan,■,nan,nan,2,1,0,0.5,0.5,1.00,0,0,0,-,1,1.00,2,0,0,1,12.5,0,0,0,-
2020-02-01,富士通カワサキレッドスピリッツ,3,,田中紀幸,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,5,1,2,40.0
2020-02-01,富士通カワサキレッドスピリッツ,4,,柳田百織,4,■,■,■,■,nan,45,26,9,0.5777777777777777,0.37777777777777777,6.50,14,12,2,85.7,2,0.50,15,0,1,7,10.0,2,0,2,50.0
2020-02-01,富士通カワサキレッドスピリッツ,6,L,小林慎平,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,5,3,81.2
2020-02-01,富士通カワサキレッドスピリッツ,7,,加藤大雄,4,■,■,■,■,nan,9,3,1,0.3333333333333333,0.2222222222222222,0.75,0,0,0,-,4,1.00,14,1,0,4,14.3,1,1,0,100.0
2020-02-01,富士通カワサキレッドスピリッツ,8,,後藤滉貴,4,□,□,□,□,nan,1,1,0,1.0,1.0,0.25,0,0,0,-,0,-,3,0,1,1,0.0,0,0,0,-
2020-02-01,富士通カワサキレッドスピリッツ,9,,手塚奨,2,nan,□,□,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,5,2,0,4,60.0,0,0,0,-
2020-02-01,富士通カワサキレッドスピリッツ,10,,岡村義郎,3,■,■,nan,■,nan,11,7,1,0.6363636363636364,0.5454545454545454,2.33,0,0,0,-,3,1.00,10,0,2,2,0.0,0,0,0,-
2020-02-01,富士通カワサキレッドスピリッツ,11,,浅野卓雅,4,■,■,■,■,nan,31,18,2,0.5806451612903226,0.5161290322580645,4.50,3,1,1,33.3,1,0.25,15,0,2,4,3.3,37,11,16,51.4
2020-02-01,富士通カワサキレッドスピリッツ,16,,米澤寛武,3,■,■,nan,■,nan,16,3,4,0.1875,-0.0625,1.00,2,0,1,0.0,0,-,11,0,0,0,0.0,6,1,2,33.3
2020-02-01,富士通カワサキレッドスピリッツ,17,,角大樹,2,nan,□,■,nan,nan,7,4,0,0.5714285714285714,0.5714285714285714,2.00,0,0,0,-,1,0.50,5,0,3,0,-15.0,17,6,5,50.0
2020-02-01,富士通カワサキレッドスピリッツ,18,,長谷山拓,4,■,■,■,■,nan,1,1,0,1.0,1.0,0.25,0,0,0,-,2,0.50,14,0,3,3,0.0,0,0,0,-
2020-02-01,富士通カワサキレッドスピリッツ,19,L,尾木将,1,nan,nan,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,1,50.0
2020-02-01,富士通カワサキレッドスピリッツ,20,,志波京介,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,0,0.0,0,0,0,-
2020-02-01,富士通カワサキレッドスピリッツ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,125,64,17,0.512,0.376,16.00,19,13,4,68.4,14,3.50,100,3,12,26,6.5,77,25,31,52.6
