試合日,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-11-09,29,,勝見咲子,5,■,■,■,■,■,34,14,2,0.4117647058823529,0.35294117647058826,2.80,0,0,0,-,0,-,14,0,1,3,3.6,20,10,4,60.0
2019-11-10,29,,勝見咲子,5,■,■,■,■,■,49,19,4,0.3877551020408163,0.30612244897959184,3.80,0,0,0,-,3,0.60,17,0,2,2,0.0,11,8,0,72.7
2019-11-16,29,,勝見咲子,3,■,■,■,,,19,7,2,0.3684210526315789,0.2631578947368421,2.33,0,0,0,-,1,0.33,14,1,0,5,16.1,11,3,2,36.4
2019-11-17,29,,勝見咲子,5,■,■,■,■,■,63,19,4,0.3015873015873016,0.2380952380952381,3.80,1,1,0,100.0,1,0.20,24,0,1,7,6.2,25,7,8,44.0
2019-11-23,29,,勝見咲子,5,■,■,■,■,■,24,5,4,0.20833333333333331,0.04166666666666666,1.00,0,0,0,-,0,-,20,0,0,9,11.2,45,13,9,38.9
2019-11-24,29,,勝見咲子,4,■,■,■,■,,23,6,2,0.2608695652173913,0.17391304347826084,1.50,0,0,0,-,1,0.25,12,0,0,2,4.2,21,12,2,61.9
2019-11-30,29,,勝見咲子,3,■,■,■,,,21,8,3,0.3809523809523809,0.2380952380952381,2.67,0,0,0,-,1,0.33,10,0,0,4,10.0,14,5,1,39.3
2019-12-07,29,,勝見咲子,5,■,■,■,■,■,33,11,2,0.3333333333333333,0.2727272727272727,2.20,0,0,0,-,1,0.20,13,0,1,0,-1.9,20,11,2,60.0
2019-12-08,29,,勝見咲子,3,■,■,□,,,18,5,0,0.2777777777777778,0.2777777777777778,1.67,0,0,0,-,0,-,8,0,1,2,3.1,14,9,0,64.3
2019-12-14,29,,勝見咲子,3,■,■,■,,,22,7,0,0.3181818181818182,0.3181818181818182,2.33,1,0,0,0.0,3,1.00,18,4,1,9,33.3,20,9,4,55.0
2019-12-15,29,,勝見咲子,5,■,■,■,■,■,36,14,3,0.3888888888888889,0.3055555555555556,2.80,0,0,0,-,0,-,18,0,1,6,6.9,14,5,4,50.0
2019-12-21,29,,勝見咲子,5,■,■,■,■,■,46,13,3,0.2826086956521739,0.21739130434782608,2.60,0,0,0,-,2,0.40,10,0,1,1,0.0,18,7,3,47.2
2019-12-22,29,,勝見咲子,5,■,■,■,■,■,35,8,3,0.22857142857142854,0.14285714285714285,1.60,2,1,0,50.0,0,-,16,0,1,2,1.6,9,2,3,38.9
2020-01-11,29,,勝見咲子,3,■,■,■,,,24,9,2,0.375,0.2916666666666667,3.00,0,0,0,-,1,0.33,9,2,0,0,22.2,7,6,1,92.9
2020-01-18,29,,勝見咲子,3,■,■,■,,,15,4,2,0.26666666666666666,0.13333333333333333,1.33,0,0,0,-,0,-,10,1,0,4,20.0,9,3,3,50.0
2020-01-19,29,,勝見咲子,4,■,■,■,■,,48,12,3,0.25,0.1875,3.00,1,0,0,0.0,0,-,11,0,2,2,0.0,5,2,0,40.0
2020-01-25,29,,勝見咲子,4,■,■,■,■,,28,7,2,0.25,0.17857142857142858,1.75,2,1,0,50.0,1,0.25,14,1,0,3,12.5,3,1,0,33.3
2020-02-01,29,,勝見咲子,2,,,□,,□,10,2,1,0.2,0.1,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2020-02-02,29,,勝見咲子,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-08,29,,勝見咲子,1,□,,,,,1,0,1,0.0,-1.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-09,29,,勝見咲子,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
