試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-10-17,岡山シーガルズ,4,,吉岡美晴,3,■,■,■,nan,nan,36,10,0,27.8,27.8,3.33,0,0,0,-,1,0.33,7,0,1,1,0.0,26,14,5,63.5,,,,,,,,
2020-10-17,岡山シーガルズ,5,,宇賀神みずき,3,□,□,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,,,,,,,,
2020-10-17,岡山シーガルズ,6,,渡邊真恵,3,■,■,■,nan,nan,24,11,0,45.8,45.8,3.67,2,1,0,50.0,1,0.33,9,0,1,2,2.8,9,7,1,83.3,,,,,,,,
2020-10-17,岡山シーガルズ,8,,及川真夢,3,□,■,■,nan,nan,10,5,1,50.0,40.0,1.67,0,0,0,-,1,0.33,8,0,1,2,3.1,0,0,0,-,,,,,,,,
2020-10-17,岡山シーガルズ,10,,西村弥菜美,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-10-17,岡山シーガルズ,12,,居村杏奈,1,nan,nan,■,nan,nan,5,2,1,40.0,20.0,2.00,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-,,,,,,,,
2020-10-17,岡山シーガルズ,14,,宮下遥,2,■,■,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,8,1,0,0,12.5,0,0,0,-,,,,,,,,
2020-10-17,岡山シーガルズ,15,,古川あおいアン,2,□,nan,□,nan,nan,4,3,0,75.0,75.0,1.50,0,0,0,-,0,-,2,0,0,0,0.0,2,1,0,50.0,,,,,,,,
2020-10-17,岡山シーガルズ,18,,金田修佳,3,■,■,■,nan,nan,32,12,0,37.5,37.5,4.00,0,0,0,-,0,-,14,0,0,0,0.0,24,13,2,58.3,,,,,,,,
2020-10-17,岡山シーガルズ,20,,丸山亜季,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-17,岡山シーガルズ,21,,高野由里加,2,■,□,nan,nan,nan,4,0,0,0.0,0.0,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,,,,,,,,
2020-10-17,岡山シーガルズ,22,L,船田芽依,3,〇,●,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,2,0,50.0,,,,,,,,
2020-10-17,岡山シーガルズ,27,L,楢崎慈恵,2,●,nan,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,0,1,25.0,,,,,,,,
2020-10-17,岡山シーガルズ,28,,川島亜依美,2,■,■,nan,nan,nan,6,3,0,50.0,50.0,1.50,0,0,0,-,1,0.50,3,0,1,0,-8.3,1,1,0,100.0,,,,,,,,
2020-10-17,岡山シーガルズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,121,46,2,38.0,36.4,15.33,2,1,0,50.0,4,1.33,64,1,4,8,3.1,68,38,9,62.5,145,58,7,40.0,1,0.33,11.8,78.3
