大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,日立リヴァーレ,24,37,5,1,0,20.0,0,0,0,-,0.03,2,0.05,69,0,1,5,20,6.9,0,0,0,-,1,2,1,4
プレミアカンファレンス,日立リヴァーレ,15,25,2,1,0,50.0,0,0,0,-,0.04,1,0.04,53,0,1,4,14,6.6,0,0,0,-,1,1,1,3
交流戦,日立リヴァーレ,6,11,3,0,0,0.0,0,0,0,-,-,1,0.09,14,0,0,1,5,7.1,0,0,0,-,0,1,0,1
チャレンジ４,日立リヴァーレ,3,1,0,0,0,-,0,0,0,-,-,0,-,2,0,0,0,1,12.5,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,日立リヴァーレ,27,52,11,1,0,9.1,0,0,0,-,0.02,3,0.06,97,1,0,8,32,7.2,0,0,0,-,1,3,1,5
Eastern Conference,日立リヴァーレ,10,24,7,0,0,0.0,0,0,0,-,-,1,0.04,52,1,0,4,15,7.2,0,0,0,-,0,1,1,2
交流戦,日立リヴァーレ,10,10,0,0,0,-,0,0,0,-,-,0,-,9,0,0,1,2,2.8,0,0,0,-,0,0,0,0
ファイナル８,日立リヴァーレ,7,18,4,1,0,25.0,0,0,0,-,0.06,2,0.11,36,0,0,3,15,8.3,0,0,0,-,1,2,0,3
Ｖ・プレミアリーグ女子 2017/18,日立リヴァーレ,19,36,2,0,0,0.0,0,0,0,-,-,2,0.06,69,2,2,2,21,12.7,0,0,0,-,0,2,4,6
レギュラーラウンド,日立リヴァーレ,19,36,2,0,0,0.0,0,0,0,-,-,2,0.06,69,2,2,2,21,12.7,0,0,0,-,0,2,4,6
Ｖ・プレミアリーグ女子 2016/17,日立リヴァーレ,2,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
レギュラーラウンド,日立リヴァーレ,2,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ女子 2015/16,日立リヴァーレ,7,4,0,0,0,-,0,0,0,-,-,0,-,3,0,0,0,1,8.3,0,0,0,-,0,0,0,0
レギュラーラウンド,日立リヴァーレ,3,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル６,日立リヴァーレ,4,4,0,0,0,-,0,0,0,-,-,0,-,3,0,0,0,1,8.3,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,65,107,14,1,0,7.1,0,0,0,-,0.01,5,0.05,198,3,3,12,57,8.7,0,0,0,-,1,5,6,12
通算,,79,130,18,2,0,11.1,0,0,0,-,0.02,7,0.05,239,3,3,15,74,8.7,0,0,0,-,2,7,6,15
