大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,日立リヴァーレ,23,57,180,78,12,43.3,0,0,0,-,1.37,22,0.39,218,6,13,17,83,16.3,5,2,0,40.0,78,22,19,119
プレミアカンファレンス,日立リヴァーレ,15,48,158,69,10,43.7,0,0,0,-,1.44,19,0.40,173,4,10,16,65,15.2,5,2,0,40.0,69,19,14,102
交流戦,日立リヴァーレ,6,1,2,0,1,0.0,0,0,0,-,-,0,-,3,0,0,0,0,0.0,0,0,0,-,0,0,0,0
チャレンジ４,日立リヴァーレ,2,8,20,9,1,45.0,0,0,0,-,1.12,3,0.38,42,2,3,1,18,22.0,0,0,0,-,9,3,5,17
V.LEAGUE DIVISION1 WOMEN 2018-19,日立リヴァーレ,11,20,48,16,1,33.3,0,0,0,-,0.80,5,0.25,45,0,1,5,8,3.9,1,0,0,0.0,16,5,1,22
交流戦,日立リヴァーレ,4,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル８,日立リヴァーレ,7,20,48,16,1,33.3,0,0,0,-,0.80,5,0.25,45,0,1,5,8,3.9,1,0,0,0.0,16,5,1,22
Ｖ・プレミアリーグ女子 2017/18,日立リヴァーレ,20,68,153,57,12,37.3,1,0,0,0.0,0.84,17,0.25,230,2,10,20,69,10.5,4,1,1,37.5,57,17,12,86
レギュラーラウンド,日立リヴァーレ,20,68,153,57,12,37.3,1,0,0,0.0,0.84,17,0.25,230,2,10,20,69,10.5,4,1,1,37.5,57,17,12,86
Ｖ・プレミアリーグ女子 2016/17,日立リヴァーレ,27,88,92,39,3,42.4,0,0,0,-,0.44,10,0.11,177,0,5,14,73,12.6,4,2,0,50.0,39,10,5,54
レギュラーラウンド,日立リヴァーレ,20,70,77,33,2,42.9,0,0,0,-,0.47,8,0.11,145,0,5,11,63,13.6,2,0,0,0.0,33,8,5,46
ファイナル６,日立リヴァーレ,5,13,15,6,1,40.0,0,0,0,-,0.46,2,0.15,26,0,0,2,8,7.7,2,2,0,100.0,6,2,0,8
ファイナル３,日立リヴァーレ,2,5,0,0,0,-,0,0,0,-,-,0,-,6,0,0,1,2,8.3,0,0,0,-,0,0,0,0
皇后杯全日本選手権大会,,2,6,11,4,0,36.4,0,0,0,-,0.67,0,-,9,0,0,1,4,11.1,0,0,0,-,4,0,0,4
レギュラーラウンド,,2,6,11,4,0,36.4,0,0,0,-,0.67,0,-,9,0,0,1,4,11.1,0,0,0,-,4,0,0,4
レギュラーシーズン通算,,65,187,390,159,25,40.8,1,0,0,0.0,0.85,44,0.24,551,6,25,47,197,12.4,11,3,1,31.8,159,44,31,234
通算,,83,239,484,194,28,40.1,1,0,0,0.0,0.81,54,0.23,679,8,29,57,237,12.1,14,5,1,39.3,194,54,37,285
