大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,日立リヴァーレ,24,92,571,219,27,38.4,15,4,1,26.7,2.38,15,0.16,346,2,7,24,81,6.7,754,326,196,56.2,219,15,9,243
プレミアカンファレンス,日立リヴァーレ,15,57,359,142,18,39.6,11,3,1,27.3,2.49,12,0.21,200,1,2,18,48,5.2,512,210,133,54.0,142,12,3,157
交流戦,日立リヴァーレ,6,24,156,60,5,38.5,4,1,0,25.0,2.5,3,0.12,89,0,3,5,15,6.2,186,94,50,64.0,60,3,3,66
チャレンジ４,日立リヴァーレ,3,11,56,17,4,30.4,0,0,0,-,1.55,0,-,57,1,2,1,18,12.7,56,22,13,50.9,17,0,3,20
V.LEAGUE DIVISION1 WOMEN 2018-19,日立リヴァーレ,27,102,541,208,28,38.4,6,0,1,0.0,2.04,29,0.28,378,4,10,14,108,9.9,654,307,160,59.2,208,29,14,251
Eastern Conference,日立リヴァーレ,10,38,208,81,10,38.9,2,0,0,0.0,2.13,13,0.34,146,1,2,5,49,9.6,249,113,62,57.8,81,13,3,97
交流戦,日立リヴァーレ,10,37,190,72,10,37.9,1,0,0,0.0,1.95,5,0.14,140,1,4,3,39,10.0,222,112,47,61.0,72,5,5,82
ファイナル８,日立リヴァーレ,7,27,143,55,8,38.5,3,0,1,0.0,2.04,11,0.41,92,2,4,6,20,10.3,183,82,51,58.7,55,11,6,72
Ｖ・プレミアリーグ女子 2017/18,日立リヴァーレ,6,10,62,11,5,17.7,3,0,0,0.0,1.1,2,0.20,33,1,3,4,4,12.1,88,27,27,46.0,11,2,4,17
レギュラーラウンド,日立リヴァーレ,6,10,62,11,5,17.7,3,0,0,0.0,1.1,2,0.20,33,1,3,4,4,12.1,88,27,27,46.0,11,2,4,17
レギュラーシーズン通算,,47,166,975,366,48,37.5,21,4,1,19.0,2.2,35,0.21,608,4,14,35,155,7.9,1257,556,319,56.9,366,35,18,419
通算,,57,204,1174,438,60,37.3,24,4,2,16.7,2.15,46,0.23,757,7,20,42,193,8.6,1496,660,383,56.9,438,46,27,511
