試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-02-07,サントリーサンバーズ,1,L,鶴田大樹,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,32,14,8,56.2,,,,,,,,
2021-02-07,サントリーサンバーズ,3,,小野遥輝,5,■,■,■,■,■,13,10,0,0.7692307692307693,0.7692307692307693,2.00,0,0,0,-,0,-,11,0,4,3,-2.3,1,1,0,100.0,,,,,,,,
2021-02-07,サントリーサンバーズ,8,,柳田将洋,5,■,■,■,■,■,27,9,1,0.3333333333333333,0.2962962962962963,1.80,8,2,1,25.0,1,0.20,21,5,4,6,26.2,24,6,4,33.3,,,,,,,,
2021-02-07,サントリーサンバーズ,9,,大宅真樹,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,3,0.60,17,1,2,4,8.8,0,0,0,-,,,,,,,,
2021-02-07,サントリーサンバーズ,10,,藤中謙也,5,■,■,■,■,■,21,9,1,0.42857142857142855,0.38095238095238093,1.80,3,1,1,33.3,3,0.60,15,1,2,1,5.0,24,12,5,60.4,,,,,,,,
2021-02-07,サントリーサンバーズ,11,,秦耕介,1,□,nan,nan,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,2,0,1,25.0,,,,,,,,
2021-02-07,サントリーサンバーズ,12,,塩田達也,1,nan,nan,nan,nan,■,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,,,,,,,,
2021-02-07,サントリーサンバーズ,13,,ムセルスキードミトリー,5,■,■,■,■,■,49,24,5,0.4897959183673469,0.3877551020408163,4.80,22,9,4,40.9,2,0.40,22,3,4,6,15.9,0,0,0,-,,,,,,,,
2021-02-07,サントリーサンバーズ,14,,加藤久典,4,■,■,■,■,nan,10,6,1,0.6,0.5,1.50,0,0,0,-,2,0.50,13,0,1,2,1.9,0,0,0,-,,,,,,,,
2021-02-07,サントリーサンバーズ,15,,喜入祥充,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-07,サントリーサンバーズ,18,,小川猛,3,nan,□,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-07,サントリーサンバーズ,19,,栗山雅史,2,□,nan,nan,□,nan,7,2,0,0.2857142857142857,0.2857142857142857,1.00,1,0,0,0.0,0,-,2,0,1,1,0.0,3,1,1,50.0,,,,,,,,
2021-02-07,サントリーサンバーズ,20,,西田寛基,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,9,1,1,1,11.1,0,0,0,-,,,,,,,,
2021-02-07,サントリーサンバーズ,21,,佐藤謙次,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-07,サントリーサンバーズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,128,60,8,0.46875,0.40625,12.00,34,12,6,35.3,11,2.20,114,11,19,25,11.0,86,34,19,50.6,126,63,9,50.0,11,2.20,5.5,61.8
