試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2021-03-06,サントリーサンバーズ,1,L,鶴田大樹,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,16,6,7,59.4,,,,,,,,
2021-03-06,サントリーサンバーズ,3,,小野遥輝,3,■,■,■,nan,nan,5,3,0,60.0,60.0,1.00,0,0,0,-,3,1.00,14,0,1,7,10.7,1,0,0,0.0,,,,,,,,
2021-03-06,サントリーサンバーズ,8,,柳田将洋,3,■,■,■,nan,nan,17,6,2,35.3,23.5,2.00,4,1,1,25.0,1,0.33,8,0,3,2,-3.1,12,2,4,33.3,,,,,,,,
2021-03-06,サントリーサンバーズ,9,,大宅真樹,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,7,0,0,3,10.7,1,0,0,0.0,,,,,,,,
2021-03-06,サントリーサンバーズ,10,,藤中謙也,3,■,■,■,nan,nan,14,8,1,57.1,50.0,2.67,2,1,0,50.0,0,-,18,0,1,4,4.2,14,8,4,71.4,,,,,,,,
2021-03-06,サントリーサンバーズ,11,,秦耕介,1,nan,nan,□,nan,nan,3,1,0,33.3,33.3,1.00,0,0,0,-,1,1.00,1,0,0,0,0.0,1,0,0,0.0,,,,,,,,
2021-03-06,サントリーサンバーズ,12,,塩田達也,3,■,■,■,nan,nan,12,6,2,50.0,33.3,2.00,0,0,0,-,3,1.00,9,1,1,5,22.2,2,1,1,75.0,,,,,,,,
2021-03-06,サントリーサンバーズ,13,,ムセルスキードミトリー,3,■,■,■,nan,nan,31,21,0,67.7,67.7,7.00,11,8,0,72.7,4,1.33,13,2,2,8,26.9,0,0,0,-,,,,,,,,
2021-03-06,サントリーサンバーズ,14,,加藤久典,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-03-06,サントリーサンバーズ,15,,喜入祥充,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-03-06,サントリーサンバーズ,18,,小川猛,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-03-06,サントリーサンバーズ,19,,栗山雅史,1,nan,nan,□,nan,nan,7,2,1,28.6,14.3,2.00,3,1,0,33.3,0,-,4,0,0,3,18.8,0,0,0,-,,,,,,,,
2021-03-06,サントリーサンバーズ,20,,西田寛基,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-03-06,サントリーサンバーズ,21,,佐藤謙次,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,,,,,,,,
2021-03-06,サントリーサンバーズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,89,47,6,52.8,46.1,15.67,20,11,1,55.0,12,4.00,76,3,8,33,12.2,47,17,16,53.2,95,35,5,36.8,1,0.33,10.2,42.5
