試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-01-31,サントリーサンバーズ,1,L,鶴田大樹,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,7,9,42.6,,,,,,,,
2021-01-31,サントリーサンバーズ,3,,小野遥輝,3,nan,nan,■,■,■,7,2,0,0.2857142857142857,0.2857142857142857,0.67,0,0,0,-,0,-,5,0,2,2,0.0,2,0,1,25.0,,,,,,,,
2021-01-31,サントリーサンバーズ,6,,季道帥,2,□,nan,□,nan,nan,3,1,0,0.3333333333333333,0.3333333333333333,0.50,0,0,0,-,0,-,2,0,1,0,-12.5,3,0,0,0.0,,,,,,,,
2021-01-31,サントリーサンバーズ,8,,柳田将洋,5,■,■,■,■,■,29,13,0,0.4482758620689655,0.4482758620689655,2.60,8,3,0,37.5,1,0.20,19,2,3,10,19.7,10,3,2,40.0,,,,,,,,
2021-01-31,サントリーサンバーズ,9,,大宅真樹,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,2,0.40,16,1,3,4,7.8,1,0,0,0.0,,,,,,,,
2021-01-31,サントリーサンバーズ,10,,藤中謙也,5,■,■,■,■,■,17,7,4,0.4117647058823529,0.17647058823529413,1.40,2,0,1,0.0,1,0.20,21,1,2,2,4.8,43,18,9,52.3,,,,,,,,
2021-01-31,サントリーサンバーズ,11,,秦耕介,2,nan,□,□,nan,nan,5,3,1,0.6,0.4,1.50,1,0,1,0.0,0,-,2,0,0,0,0.0,3,1,1,50.0,,,,,,,,
2021-01-31,サントリーサンバーズ,12,,塩田達也,5,■,■,■,■,■,16,7,1,0.4375,0.375,1.40,0,0,0,-,5,1.00,15,1,2,6,13.3,0,0,0,-,,,,,,,,
2021-01-31,サントリーサンバーズ,13,,ムセルスキードミトリー,5,■,■,■,■,■,66,29,5,0.4393939393939394,0.36363636363636365,5.80,33,9,2,27.3,6,1.20,13,2,3,4,17.3,0,0,0,-,,,,,,,,
2021-01-31,サントリーサンバーズ,14,,加藤久典,2,■,■,nan,nan,nan,2,1,0,0.5,0.5,0.50,0,0,0,-,2,1.00,9,0,1,2,2.8,2,0,1,25.0,,,,,,,,
2021-01-31,サントリーサンバーズ,15,,喜入祥充,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,サントリーサンバーズ,19,,栗山雅史,1,nan,□,nan,nan,nan,2,1,0,0.5,0.5,1.00,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-01-31,サントリーサンバーズ,20,,西田寛基,4,□,□,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,6,0,0,1,4.2,0,0,0,-,,,,,,,,
2021-01-31,サントリーサンバーズ,21,,佐藤謙次,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,サントリーサンバーズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,147,64,11,0.43537414965986393,0.36054421768707484,12.80,44,12,4,27.3,17,3.40,111,7,17,31,9.5,91,29,23,44.5,132,51,11,38.6,15,3.00,13.6,50.5
