試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-10-25,サントリーサンバーズ,1,L,鶴田大樹,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,18,8,5,58.3,,,,,,,,
2020-10-25,サントリーサンバーズ,3,,小野遥輝,5,■,■,■,■,■,17,5,1,0.29411764705882354,0.23529411764705882,1.00,0,0,0,-,0,-,21,3,4,9,20.2,0,0,0,-,,,,,,,,
2020-10-25,サントリーサンバーズ,4,,鳥飼亜斗夢,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,サントリーサンバーズ,5,,松林憲太郎,1,nan,nan,nan,□,nan,3,2,0,0.6666666666666666,0.6666666666666666,2.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,サントリーサンバーズ,8,,柳田将洋,5,■,■,■,■,■,45,23,0,0.5111111111111111,0.5111111111111111,4.60,15,8,0,53.3,0,-,22,1,9,10,5.7,32,11,12,53.1,,,,,,,,
2020-10-25,サントリーサンバーズ,9,,大宅真樹,5,■,■,■,■,■,1,1,0,1.0,1.0,0.20,0,0,0,-,3,0.60,18,1,5,4,4.2,0,0,0,-,,,,,,,,
2020-10-25,サントリーサンバーズ,10,,藤中謙也,5,■,■,■,■,■,17,8,0,0.47058823529411764,0.47058823529411764,1.60,4,1,0,25.0,1,0.20,15,1,3,6,11.7,35,13,14,57.1,,,,,,,,
2020-10-25,サントリーサンバーズ,11,,秦耕介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,サントリーサンバーズ,12,,塩田達也,5,■,■,■,■,■,13,5,0,0.38461538461538464,0.38461538461538464,1.00,0,0,0,-,0,-,12,0,4,5,2.1,3,0,0,0.0,,,,,,,,
2020-10-25,サントリーサンバーズ,14,,加藤久典,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,サントリーサンバーズ,15,,喜入祥充,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,サントリーサンバーズ,19,,栗山雅史,5,■,■,■,■,■,45,25,1,0.5555555555555556,0.5333333333333333,5.00,21,11,0,52.4,1,0.20,15,0,4,3,-1.7,1,1,0,100.0,,,,,,,,
2020-10-25,サントリーサンバーズ,20,,西田寛基,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,6,0,2,0,-8.3,0,0,0,-,,,,,,,,
2020-10-25,サントリーサンバーズ,21,,佐藤謙次,1,nan,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,,,,,,,,
2020-10-25,サントリーサンバーズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,141,69,2,0.48936170212765956,0.475177304964539,13.80,40,20,0,50.0,5,1.00,111,6,31,38,7.0,89,33,31,54.5,132,51,12,38.6,17,3.40,5.6,38.6
