試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-11-28,サントリーサンバーズ,1,L,鶴田大樹,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,7,2,72.7,,,,,,,,
2020-11-28,サントリーサンバーズ,3,,小野遥輝,3,■,■,■,nan,nan,7,4,1,0.5714285714285714,0.42857142857142855,1.33,0,0,0,-,0,-,13,0,5,5,0.0,1,1,0,100.0,,,,,,,,
2020-11-28,サントリーサンバーズ,6,,季道帥,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,サントリーサンバーズ,8,,柳田将洋,3,■,■,■,nan,nan,19,16,0,0.8421052631578947,0.8421052631578947,5.33,5,5,0,100.0,1,0.33,16,1,2,7,14.1,3,1,0,33.3,,,,,,,,
2020-11-28,サントリーサンバーズ,9,,大宅真樹,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,1,0,0,50.0,0,0,0,-,,,,,,,,
2020-11-28,サントリーサンバーズ,10,,藤中謙也,3,■,■,■,nan,nan,16,10,0,0.625,0.625,3.33,2,2,0,100.0,0,-,11,0,0,1,2.3,28,15,7,66.1,,,,,,,,
2020-11-28,サントリーサンバーズ,11,,秦耕介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,サントリーサンバーズ,12,,塩田達也,3,■,■,■,nan,nan,7,6,0,0.8571428571428571,0.8571428571428571,2.00,0,0,0,-,1,0.33,8,0,1,1,0.0,3,2,1,83.3,,,,,,,,
2020-11-28,サントリーサンバーズ,13,,ムセルスキードミトリー,3,■,■,■,nan,nan,29,15,2,0.5172413793103449,0.4482758620689655,5.00,17,6,2,35.3,1,0.33,15,0,3,2,-1.7,0,0,0,-,,,,,,,,
2020-11-28,サントリーサンバーズ,14,,加藤久典,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,サントリーサンバーズ,15,,喜入祥充,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,サントリーサンバーズ,19,,栗山雅史,3,□,□,□,nan,nan,5,3,1,0.6,0.4,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-28,サントリーサンバーズ,20,,西田寛基,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,1,0.33,6,0,0,1,4.2,0,0,0,-,,,,,,,,
2020-11-28,サントリーサンバーズ,21,,佐藤謙次,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,,,,,,,,
2020-11-28,サントリーサンバーズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,83,54,4,0.6506024096385542,0.6024096385542169,18.00,24,13,2,54.2,4,1.33,74,2,12,17,4.4,46,26,10,67.4,68,26,6,38.2,6,2.00,7.5,55.0
