試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-02-20,サントリーサンバーズ,1,L,鶴田大樹,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,17,0,77.3,,,,,,,,
2021-02-20,サントリーサンバーズ,3,,小野遥輝,3,■,■,■,nan,nan,7,3,1,0.42857142857142855,0.2857142857142857,1.00,0,0,0,-,0,-,11,0,3,4,2.3,0,0,0,-,,,,,,,,
2021-02-20,サントリーサンバーズ,8,,柳田将洋,3,■,■,■,nan,nan,18,10,1,0.5555555555555556,0.5,3.33,6,3,1,50.0,1,0.33,14,1,3,2,5.4,7,4,1,64.3,,,,,,,,
2021-02-20,サントリーサンバーズ,9,,大宅真樹,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,7,0,1,2,3.6,0,0,0,-,,,,,,,,
2021-02-20,サントリーサンバーズ,10,,藤中謙也,3,■,■,■,nan,nan,17,8,0,0.47058823529411764,0.47058823529411764,2.67,4,2,0,50.0,1,0.33,12,0,1,1,0.0,19,9,6,63.2,,,,,,,,
2021-02-20,サントリーサンバーズ,11,,秦耕介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-20,サントリーサンバーズ,12,,塩田達也,2,■,■,nan,nan,nan,6,4,0,0.6666666666666666,0.6666666666666666,2.00,0,0,0,-,0,-,4,0,1,1,0.0,0,0,0,-,,,,,,,,
2021-02-20,サントリーサンバーズ,13,,ムセルスキードミトリー,3,■,■,■,nan,nan,29,16,2,0.5517241379310345,0.4827586206896552,5.33,14,8,2,57.1,0,-,8,0,3,4,3.1,0,0,0,-,,,,,,,,
2021-02-20,サントリーサンバーズ,14,,加藤久典,2,nan,□,■,nan,nan,2,1,1,0.5,0.0,0.50,0,0,0,-,0,-,4,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-20,サントリーサンバーズ,15,,喜入祥充,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-20,サントリーサンバーズ,18,,小川猛,2,□,□,nan,nan,nan,3,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-20,サントリーサンバーズ,19,,栗山雅史,1,nan,nan,□,nan,nan,5,1,1,0.2,0.0,1.00,2,1,1,50.0,1,1.00,3,0,1,1,0.0,0,0,0,-,,,,,,,,
2021-02-20,サントリーサンバーズ,20,,西田寛基,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,8,2,0,2,31.2,0,0,0,-,,,,,,,,
2021-02-20,サントリーサンバーズ,21,,佐藤謙次,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-20,サントリーサンバーズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,88,43,6,0.48863636363636365,0.42045454545454547,14.33,26,14,4,53.8,4,1.33,73,3,13,17,5.5,48,30,7,69.8,85,32,13,37.6,3,1.00,3.7,55.0
