試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-10-31,サントリーサンバーズ,1,L,鶴田大樹,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,4,1,56.2,,,,,,,,
2020-10-31,サントリーサンバーズ,3,,小野遥輝,3,■,■,■,nan,nan,10,5,1,0.5,0.4,1.67,0,0,0,-,1,0.33,10,2,5,3,15.0,0,0,0,-,,,,,,,,
2020-10-31,サントリーサンバーズ,5,,松林憲太郎,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-31,サントリーサンバーズ,8,,柳田将洋,3,■,■,■,nan,nan,16,11,0,0.6875,0.6875,3.67,4,4,0,100.0,0,-,14,1,2,2,7.1,10,3,2,40.0,,,,,,,,
2020-10-31,サントリーサンバーズ,9,,大宅真樹,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,14,0,4,3,-1.8,0,0,0,-,,,,,,,,
2020-10-31,サントリーサンバーズ,10,,藤中謙也,3,■,■,■,nan,nan,7,6,0,0.8571428571428571,0.8571428571428571,2.00,2,2,0,100.0,0,-,11,0,1,2,2.3,25,12,8,64.0,,,,,,,,
2020-10-31,サントリーサンバーズ,11,,秦耕介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-31,サントリーサンバーズ,12,,塩田達也,2,■,■,nan,nan,nan,4,3,0,0.75,0.75,1.50,0,0,0,-,1,0.50,3,0,1,0,-8.3,0,0,0,-,,,,,,,,
2020-10-31,サントリーサンバーズ,13,,ムセルスキードミトリー,3,■,■,■,nan,nan,32,22,3,0.6875,0.59375,7.33,9,7,1,77.8,1,0.33,6,0,4,2,-8.3,1,0,0,0.0,,,,,,,,
2020-10-31,サントリーサンバーズ,14,,加藤久典,2,nan,□,■,nan,nan,3,1,0,0.3333333333333333,0.3333333333333333,0.50,0,0,0,-,0,-,7,0,0,2,7.1,0,0,0,-,,,,,,,,
2020-10-31,サントリーサンバーズ,15,,喜入祥充,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-31,サントリーサンバーズ,19,,栗山雅史,2,□,nan,□,nan,nan,1,1,0,1.0,1.0,0.50,1,1,0,100.0,0,-,2,0,0,1,12.5,0,0,0,-,,,,,,,,
2020-10-31,サントリーサンバーズ,20,,西田寛基,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,1,1,0.0,0,0,0,-,,,,,,,,
2020-10-31,サントリーサンバーズ,21,,佐藤謙次,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-31,サントリーサンバーズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,74,49,4,0.6621621621621622,0.6081081081081081,16.33,16,14,1,87.5,3,1.00,73,3,18,16,3.4,44,19,11,55.7,79,32,7,40.5,1,0.33,3.8,57.3
