試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-11-07,サントリーサンバーズ,1,L,鶴田大樹,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,30,12,10,56.7,,,,,,,,
2020-11-07,サントリーサンバーズ,3,,小野遥輝,4,■,■,■,■,nan,9,6,0,0.6666666666666666,0.6666666666666666,1.50,0,0,0,-,1,0.25,9,0,5,1,-11.1,3,0,2,33.3,,,,,,,,
2020-11-07,サントリーサンバーズ,6,,季道帥,2,nan,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,,,,,,,,
2020-11-07,サントリーサンバーズ,8,,柳田将洋,4,■,■,■,■,nan,28,16,2,0.5714285714285714,0.5,4.00,8,5,0,62.5,2,0.50,17,2,4,8,17.6,19,3,5,28.9,,,,,,,,
2020-11-07,サントリーサンバーズ,9,,大宅真樹,4,■,■,■,■,nan,1,1,0,1.0,1.0,0.25,0,0,0,-,0,-,14,0,2,4,3.6,1,0,0,0.0,,,,,,,,
2020-11-07,サントリーサンバーズ,10,,藤中謙也,4,■,■,■,■,nan,11,5,0,0.45454545454545453,0.45454545454545453,1.25,2,0,0,0.0,3,0.75,15,1,5,2,1.7,27,15,2,59.3,,,,,,,,
2020-11-07,サントリーサンバーズ,11,,秦耕介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-07,サントリーサンバーズ,12,,塩田達也,4,■,■,■,■,nan,10,4,2,0.4,0.2,1.00,0,0,0,-,0,-,10,0,4,0,-10.0,3,2,0,66.7,,,,,,,,
2020-11-07,サントリーサンバーズ,13,,ムセルスキードミトリー,4,■,■,■,■,nan,58,33,4,0.5689655172413793,0.5,8.25,36,19,4,52.8,2,0.50,13,1,2,5,13.5,0,0,0,-,,,,,,,,
2020-11-07,サントリーサンバーズ,14,,加藤久典,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-07,サントリーサンバーズ,15,,喜入祥充,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-07,サントリーサンバーズ,19,,栗山雅史,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-07,サントリーサンバーズ,20,,西田寛基,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,10,1,0,1,12.5,0,0,0,-,,,,,,,,
2020-11-07,サントリーサンバーズ,21,,佐藤謙次,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,2,1,-6.2,0,0,0,-,,,,,,,,
2020-11-07,サントリーサンバーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,117,65,8,0.5555555555555556,0.48717948717948717,16.25,46,24,4,52.2,8,2.00,94,5,25,22,4.5,83,32,19,50.0,97,51,6,52.6,7,1.75,7.6,53.7
