試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-02-21,サントリーサンバーズ,1,L,鶴田大樹,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,8,3,63.3,,,,,,,,
2021-02-21,サントリーサンバーズ,3,,小野遥輝,3,■,■,■,nan,nan,6,5,0,0.8333333333333334,0.8333333333333334,1.67,0,0,0,-,3,1.00,8,0,2,5,9.4,0,0,0,-,,,,,,,,
2021-02-21,サントリーサンバーズ,8,,柳田将洋,3,■,■,■,nan,nan,18,9,0,0.5,0.5,3.00,6,3,0,50.0,3,1.00,9,0,2,2,0.0,1,1,0,100.0,,,,,,,,
2021-02-21,サントリーサンバーズ,9,,大宅真樹,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,16,1,2,1,4.7,0,0,0,-,,,,,,,,
2021-02-21,サントリーサンバーズ,10,,藤中謙也,2,■,■,nan,nan,nan,4,4,0,1.0,1.0,2.00,1,1,0,100.0,0,-,7,0,0,0,0.0,9,5,2,66.7,,,,,,,,
2021-02-21,サントリーサンバーズ,11,,秦耕介,2,nan,□,■,nan,nan,10,5,1,0.5,0.4,2.50,2,1,1,50.0,0,-,5,0,0,1,5.0,12,5,3,54.2,,,,,,,,
2021-02-21,サントリーサンバーズ,12,,塩田達也,2,■,■,nan,nan,nan,3,3,0,1.0,1.0,1.50,0,0,0,-,0,-,6,0,1,0,-4.2,2,1,0,50.0,,,,,,,,
2021-02-21,サントリーサンバーズ,13,,ムセルスキードミトリー,3,■,■,■,nan,nan,24,16,2,0.6666666666666666,0.5833333333333334,5.33,9,7,1,77.8,4,1.33,15,1,5,6,8.3,0,0,0,-,,,,,,,,
2021-02-21,サントリーサンバーズ,14,,加藤久典,2,nan,□,■,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,5,1,0,0,20.0,0,0,0,-,,,,,,,,
2021-02-21,サントリーサンバーズ,15,,喜入祥充,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-21,サントリーサンバーズ,18,,小川猛,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-21,サントリーサンバーズ,19,,栗山雅史,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-21,サントリーサンバーズ,20,,西田寛基,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2021-02-21,サントリーサンバーズ,21,,佐藤謙次,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-21,サントリーサンバーズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,67,42,3,0.6268656716417911,0.582089552238806,14.00,18,12,2,66.7,10,3.33,73,3,13,15,4.8,39,20,8,61.5,75,32,4,42.7,2,0.67,0.9,59.5
