名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
佐藤澪,トヨタ車体クインシーズ,2,37,0,0,0,,,0,0,0,0,0,0,0,0,12,2,4,0,,0.0,0.0,,33.3
佐藤美弥,日立リヴァーレ,8,75,22,16,0,72.7,72.7,0,0,0,8,224,13,27,65,4,0,0,37,,0.21,0.11,10.0,0.0
入澤まい,日立リヴァーレ,20,5,12,6,2,50.0,33.3,0,0,0,2,12,0,4,0,2,0,0,8,,1.2,0.4,-8.3,0.0
兵頭由希,デンソーエアリービーズ,14,22,14,4,1,28.6,21.4,0,0,0,0,34,1,1,11,5,0,2,5,,0.18,0.0,10.3,20.0
冨永こよみ,埼玉上尾メディックス,2,80,105,46,5,43.8,39.0,0,0,0,23,304,17,19,111,3,0,0,86,,0.57,0.29,13.2,0.0
加藤光,久光製薬スプリングス,25,13,29,11,1,37.9,34.5,0,0,0,1,18,1,0,6,10,1,4,13,,0.85,0.08,13.9,30.0
古藤千鶴,久光製薬スプリングス,2,47,10,5,0,50.0,50.0,0,0,0,3,139,7,4,47,0,0,0,15,,0.11,0.06,12.8,
古賀紗理那,NECレッドロケッツ,2,81,867,286,37,33.0,28.7,130,36,7,32,309,14,46,98,483,178,130,332,27.7,3.53,0.4,8.7,50.3
土井さくら,日立リヴァーレ,15,6,0,0,0,,,0,0,0,0,9,2,2,1,0,0,0,2,,0.0,0.0,19.4,
坂本奈々香,デンソーエアリービーズ,3,69,644,183,35,28.4,23.0,36,7,5,12,224,13,19,65,439,152,105,208,19.4,2.65,0.17,10.9,46.6
堀井有蘭,日立リヴァーレ,3,6,0,0,0,,,0,0,0,0,11,0,2,0,0,0,0,0,,0.0,0.0,-4.5,
堀川真理,東レアローズ,7,80,848,301,68,35.5,27.5,264,78,37,22,269,18,32,95,5,0,3,341,29.5,3.76,0.28,12.5,30.0
堀江彩,デンソーエアリービーズ,16,34,102,40,7,39.2,32.4,11,4,0,1,52,1,8,16,3,2,1,42,36.4,1.18,0.03,5.8,83.3
堀江美志,埼玉上尾メディックス,26,51,291,94,9,32.3,29.2,24,7,1,7,141,7,13,49,255,73,70,108,29.2,1.84,0.14,11.3,42.4
塚田しおり,NECレッドロケッツ,14,65,9,6,0,66.7,66.7,0,0,0,4,177,5,3,66,2,0,0,15,,0.09,0.06,11.7,0.0
大室璃紗,埼玉上尾メディックス,23,38,0,0,0,,,0,0,0,0,1,0,0,1,36,10,13,0,,0.0,0.0,25.0,45.8
大野果奈,NECレッドロケッツ,5,76,290,127,7,43.8,41.4,1,1,0,31,289,16,9,84,15,4,4,174,100.0,1.67,0.41,12.0,40.0
大野果歩,東レアローズ,8,74,205,72,12,35.1,29.3,0,0,0,36,221,4,18,53,14,6,3,112,,0.97,0.49,5.8,53.6
奥山優奈,NECレッドロケッツ,9,16,1,1,0,100.0,100.0,0,0,0,4,40,1,0,14,1,0,0,6,,0.06,0.25,11.2,0.0
奥村麻依,JTマーヴェラス,3,79,300,129,6,43.0,41.0,0,0,0,54,258,5,13,86,8,3,2,188,,1.63,0.68,9.0,50.0
安井由香子,トヨタ車体クインシーズ,19,15,0,0,0,,,0,0,0,0,16,0,3,2,9,4,2,0,,0.0,0.0,-1.6,55.6
宮本菜月,デンソーエアリービーズ,11,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
家高七央子,NECレッドロケッツ,3,14,0,0,0,,,0,0,0,0,21,1,2,7,0,0,0,1,,0.0,0.0,10.7,
小口樹葉,デンソーエアリービーズ,9,76,0,0,0,,,0,0,0,0,0,0,0,0,333,130,104,0,,0.0,0.0,,54.7
小山綾菜,NECレッドロケッツ,4,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小島満菜美,NECレッドロケッツ,15,28,0,0,0,,,0,0,0,0,0,0,0,0,35,13,8,0,,0.0,0.0,,48.6
小川愛里奈,東レアローズ,19,20,65,24,4,36.9,30.8,0,0,0,3,30,1,8,2,7,3,2,28,,1.2,0.15,-1.7,57.1
小川杏奈,JTマーヴェラス,13,8,19,9,0,47.4,47.4,0,0,0,3,18,0,3,7,0,0,0,12,,1.12,0.38,5.6,
小幡真子,JTマーヴェラス,15,84,0,0,0,,,0,0,0,0,0,0,0,0,482,245,110,0,,0.0,0.0,,62.2
小池杏菜,日立リヴァーレ,10,26,0,0,0,,,0,0,0,0,0,0,0,0,20,8,6,0,,0.0,0.0,,55.0
小田桃香,トヨタ車体クインシーズ,10,34,194,70,12,36.1,29.9,6,0,0,2,87,6,8,21,192,45,60,78,0.0,2.06,0.06,10.6,39.1
小笹奈津子,埼玉上尾メディックス,17,38,4,0,1,0.0,-25.0,0,0,0,1,27,0,0,7,124,37,42,1,,0.0,0.03,6.5,46.8
小野寺友香,日立リヴァーレ,2,36,2,0,0,0.0,0.0,0,0,0,2,69,4,2,21,0,0,0,6,,0.0,0.06,12.7,
山上有紀,トヨタ車体クインシーズ,18,11,4,0,1,0.0,-25.0,0,0,0,0,17,2,2,5,0,0,0,2,,0.0,0.0,16.2,
山内美咲,NECレッドロケッツ,13,59,402,143,23,35.6,29.9,69,19,5,12,203,15,20,61,419,143,94,170,27.5,2.42,0.2,12.4,45.3
山口かなめ,NECレッドロケッツ,7,47,8,3,0,37.5,37.5,0,0,0,2,113,14,8,41,1,0,0,19,,0.06,0.04,19.7,0.0
山口珠李,埼玉上尾メディックス,24,32,126,49,8,38.9,32.5,4,3,0,1,91,5,10,28,198,48,54,55,75.0,1.53,0.03,10.4,37.9
山岸あかね,埼玉上尾メディックス,7,80,0,0,0,,,0,0,0,0,0,0,0,0,354,155,103,0,,0.0,0.0,,58.3
山本美沙,JTマーヴェラス,16,34,1,0,0,0.0,0.0,0,0,0,1,45,3,9,15,0,0,0,4,,0.0,0.03,10.0,
山田美花,デンソーエアリービーズ,13,27,0,0,0,,,0,0,0,0,0,0,0,0,15,2,7,0,,0.0,0.0,,36.7
岩坂名奈,久光製薬スプリングス,4,59,193,96,4,49.7,47.7,0,0,0,33,180,4,12,51,1,1,0,133,,1.63,0.56,7.6,100.0
岩崎紗也加,NECレッドロケッツ,10,81,0,0,0,,,0,0,0,0,0,0,0,0,336,142,83,0,,0.0,0.0,,54.6
島村春世,NECレッドロケッツ,1,49,220,80,5,36.4,34.1,0,0,0,19,122,7,5,34,13,9,2,106,,1.63,0.39,11.7,76.9
工藤嶺,デンソーエアリービーズ,4,30,231,77,8,33.3,29.9,9,1,0,4,67,2,8,25,148,39,41,83,11.1,2.57,0.13,9.3,40.2
帯川きよら,久光製薬スプリングス,13,35,1,0,0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0,3,,0.0,0.09,,
平松美有紀,トヨタ車体クインシーズ,5,15,22,5,0,22.7,22.7,0,0,0,3,16,0,7,2,0,0,0,8,,0.33,0.2,-7.8,
座安琴希,久光製薬スプリングス,10,15,0,0,0,,,0,0,0,0,0,0,0,0,18,3,7,0,,0.0,0.0,,36.1
廣瀬七海,NECレッドロケッツ,12,50,320,118,21,36.9,30.3,64,23,9,11,78,5,30,14,23,8,6,134,35.9,2.36,0.22,1.3,47.8
戸江真奈,久光製薬スプリングス,18,73,0,0,0,,,0,0,0,0,0,0,0,0,89,39,22,0,,0.0,0.0,,56.2
新鍋理沙,久光製薬スプリングス,3,72,337,135,16,40.1,35.3,8,2,0,18,298,15,30,99,270,140,60,168,25.0,1.88,0.25,10.8,63.0
日高萌,東レアローズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
朝日優衣,デンソーエアリービーズ,8,31,158,47,9,29.7,24.1,8,3,0,2,75,6,7,24,133,57,38,55,37.5,1.52,0.06,13.7,57.1
木村千春,JTマーヴェラス,17,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
木村美里,東レアローズ,6,33,0,0,0,,,0,0,0,0,0,0,0,0,64,26,17,0,,0.0,0.0,,53.9
杉原若葉,東レアローズ,11,20,25,9,4,36.0,20.0,7,2,3,1,27,2,4,8,4,2,1,12,28.6,0.45,0.05,11.1,62.5
杉郁香,トヨタ車体クインシーズ,15,6,4,0,0,0.0,0.0,0,0,0,0,7,0,1,2,0,0,0,0,,0.0,0.0,3.6,
村永奈央,トヨタ車体クインシーズ,6,38,204,52,13,25.5,19.1,7,1,0,11,98,2,5,23,282,85,91,65,14.3,1.37,0.29,6.6,46.3
東原枝里,日立リヴァーレ,16,13,31,12,1,38.7,35.5,0,0,0,1,41,1,6,9,0,0,0,14,,0.92,0.08,4.3,
松本亜弥華,埼玉上尾メディックス,8,69,187,75,9,40.1,35.3,0,0,0,23,179,4,18,54,7,2,1,102,,1.09,0.33,7.3,35.7
林有紀奈,東レアローズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
柳田光綺,NECレッドロケッツ,8,67,593,194,26,32.7,28.3,69,19,3,13,192,14,23,71,82,32,17,221,27.5,2.9,0.19,13.5,49.4
柴田真果,JTマーヴェラス,5,15,5,3,0,60.0,60.0,0,0,0,0,42,3,3,19,0,0,0,6,,0.2,0.0,16.7,
栄絵里香,久光製薬スプリングス,11,59,16,10,0,62.5,62.5,0,0,0,0,205,5,8,62,4,0,0,15,,0.17,0.0,9.0,0.0
栗原恵,日立リヴァーレ,11,43,449,151,22,33.6,28.7,22,8,1,12,135,8,14,40,78,24,17,171,36.4,3.51,0.28,10.7,41.7
森田麻実子,デンソーエアリービーズ,10,16,3,1,0,33.3,33.3,0,0,0,0,39,3,1,11,0,0,0,4,,0.06,0.0,14.1,
森谷史佳,久光製薬スプリングス,14,37,61,26,2,42.6,39.3,0,0,0,6,95,8,11,33,5,3,0,40,,0.7,0.16,14.2,60.0
榊原美沙都,トヨタ車体クインシーズ,8,79,0,0,0,,,0,0,0,0,0,0,0,0,274,104,89,0,,0.0,0.0,,54.2
橋本梨紗,JTマーヴェラス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
橘井友香,JTマーヴェラス,4,56,176,47,8,26.7,22.2,4,0,0,14,143,10,12,50,270,81,82,71,0.0,0.84,0.25,13.6,45.2
比金桃子,トヨタ車体クインシーズ,4,78,10,3,0,30.0,30.0,0,0,0,7,297,2,19,106,4,1,1,12,,0.04,0.09,8.0,37.5
渡邊久惠,日立リヴァーレ,9,22,288,95,16,33.0,27.4,34,8,3,2,72,5,8,22,0,0,0,102,23.5,4.32,0.09,11.8,
渡邊彩,トヨタ車体クインシーズ,12,75,194,79,17,40.7,32.0,0,0,0,30,211,13,15,56,9,5,2,122,,1.05,0.4,11.0,66.7
濱松明日香,久光製薬スプリングス,17,2,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
田中瑞稀,JTマーヴェラス,2,59,519,171,25,32.9,28.1,79,31,8,9,243,9,18,63,322,113,99,189,39.2,2.9,0.15,8.3,50.5
田中美咲,JTマーヴェラス,7,82,34,24,0,70.6,70.6,0,0,0,14,320,21,10,111,3,1,0,59,,0.29,0.17,14.5,33.3
田代佳奈美,東レアローズ,5,51,25,12,0,48.0,48.0,0,0,0,17,128,13,16,48,1,0,0,42,,0.24,0.33,16.4,0.0
田原愛里,デンソーエアリービーズ,17,67,13,3,1,23.1,15.4,0,0,0,3,154,9,20,46,5,0,1,15,,0.04,0.04,10.1,10.0
田浦優歌,久光製薬スプリングス,15,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
白井美沙紀,東レアローズ,14,58,5,4,0,80.0,80.0,0,0,0,6,181,13,28,62,1,0,0,23,,0.07,0.1,11.9,0.0
目黒優佳,JTマーヴェラス,11,28,73,28,2,38.4,35.6,1,0,0,0,72,2,4,25,141,67,36,30,0.0,1.0,0.0,10.1,60.3
石井優希,久光製薬スプリングス,6,70,759,278,34,36.6,32.1,45,14,5,20,287,15,12,83,525,261,115,313,31.1,3.97,0.29,11.4,60.7
石井里沙,デンソーエアリービーズ,5,83,275,98,5,35.6,33.8,0,0,0,30,296,14,8,79,4,3,1,142,,1.18,0.36,10.7,87.5
石川真奈,東レアローズ,17,3,2,1,0,50.0,50.0,1,0,0,0,6,0,1,2,0,0,0,1,0.0,0.33,0.0,4.2,
石橋桃子,デンソーエアリービーズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
石田瑞穂,デンソーエアリービーズ,22,77,581,198,26,34.1,29.6,82,20,8,34,245,20,14,70,63,21,16,252,24.4,2.57,0.44,13.9,46.0
積山春花,デンソーエアリービーズ,2,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
窪田美侑,日立リヴァーレ,19,10,62,11,5,17.7,9.7,3,0,0,2,33,4,4,4,88,27,27,17,0.0,1.1,0.2,12.1,46.0
竹田沙希,トヨタ車体クインシーズ,1,51,98,21,12,21.4,9.2,1,0,0,9,90,0,1,25,177,64,55,30,0.0,0.41,0.18,6.7,51.7
筒井さやか,久光製薬スプリングス,20,55,0,0,0,,,0,0,0,0,0,0,0,0,266,123,66,0,,0.0,0.0,,58.6
篠原沙耶香,NECレッドロケッツ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
芥川愛加,JTマーヴェラス,1,83,292,125,21,42.8,35.6,0,0,0,53,233,10,24,87,7,3,1,188,,1.51,0.64,11.1,50.0
芳賀舞波,日立リヴァーレ,6,68,153,57,12,37.3,29.4,1,0,0,17,230,12,20,69,4,1,1,86,0.0,0.84,0.25,10.5,37.5
荒木夕貴,埼玉上尾メディックス,19,64,388,114,25,29.4,22.9,25,2,3,8,215,12,15,67,342,91,85,134,8.0,1.78,0.12,11.6,39.0
荒木絵里香,トヨタ車体クインシーズ,11,78,260,120,14,46.2,40.8,0,0,0,66,321,29,16,117,15,2,3,215,,1.54,0.85,16.9,23.3
荒谷栞,NECレッドロケッツ,16,46,224,81,22,36.2,26.3,27,7,6,8,118,11,8,40,159,40,35,100,25.9,1.76,0.17,16.1,36.2
辺野喜未来,埼玉上尾メディックス,18,16,49,17,7,34.7,20.4,5,1,2,0,17,0,2,6,0,0,0,17,20.0,1.06,0.0,5.9,
辻彩乃,トヨタ車体クインシーズ,9,4,0,0,0,,,0,0,0,0,5,0,1,1,0,0,0,0,,0.0,0.0,0.0,
近藤志歩,埼玉上尾メディックス,4,33,112,43,6,38.4,33.0,4,1,1,8,100,4,14,17,230,71,70,55,25.0,1.3,0.24,4.8,46.1
遠井萌仁,日立リヴァーレ,12,63,339,112,21,33.0,26.8,7,1,1,22,220,10,21,58,390,162,96,144,14.3,1.78,0.35,8.8,53.8
野本梨佳,久光製薬スプリングス,8,52,549,201,21,36.6,32.8,29,9,0,28,179,6,11,51,44,18,11,235,31.0,3.87,0.54,8.9,53.4
野村明日香,東レアローズ,9,45,60,18,5,30.0,21.7,1,0,0,2,48,4,6,17,83,29,23,24,0.0,0.4,0.04,14.1,48.8
金本望,トヨタ車体クインシーズ,14,1,2,1,0,50.0,50.0,0,0,0,1,2,0,2,0,8,0,3,2,,1.0,1.0,-25.0,18.8
金杉由香,JTマーヴェラス,6,62,338,111,19,32.8,27.2,16,6,3,9,145,14,10,55,180,58,40,134,37.5,1.79,0.15,17.4,43.3
鈴木裕子,デンソーエアリービーズ,6,46,6,2,1,33.3,16.7,0,0,0,0,81,2,7,25,1,0,1,4,,0.04,0.0,8.0,50.0
鍋谷友理枝,デンソーエアリービーズ,15,80,750,285,35,38.0,33.3,111,41,6,17,322,28,10,101,427,189,124,330,36.9,3.56,0.21,15.8,58.8
長内美和子,日立リヴァーレ,13,79,785,277,46,35.3,29.4,76,30,6,8,246,6,47,70,658,180,165,291,39.5,3.51,0.1,4.8,39.9
間橋香織,日立リヴァーレ,1,42,286,93,15,32.5,27.3,18,6,1,5,103,3,15,23,127,24,37,101,33.3,2.21,0.12,4.9,33.5
青柳京古,埼玉上尾メディックス,11,59,200,80,6,40.0,37.0,2,1,0,15,167,7,19,47,4,3,0,102,50.0,1.36,0.25,8.4,75.0
高橋沙織,トヨタ車体クインシーズ,3,61,393,139,23,35.4,29.5,28,6,2,22,216,12,19,59,462,162,134,173,21.4,2.28,0.36,10.2,49.6
黒後愛,東レアローズ,20,80,699,236,38,33.8,28.3,57,13,6,11,315,24,48,103,664,278,164,271,22.8,2.95,0.14,12.0,54.2
齋藤加奈子,日立リヴァーレ,7,29,0,0,0,,,0,0,0,0,0,0,0,0,51,21,10,0,,0.0,0.0,,51.0
