試合日,年月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2017-10-21,2017-10,NECレッドロケッツ,久光製薬スプリングス,1,,島村春世,1,,,□,,,1,1,0,100.0,100.0,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,1
2017-10-21,2017-10,NECレッドロケッツ,久光製薬スプリングス,2,,古賀紗理那,3,■,■,■,,,24,8,1,33.3,29.2,2.67,4,1,0,25.0,0,-,8,0,2,1,-3.1,32,6,17,45.3,8
2017-10-21,2017-10,NECレッドロケッツ,久光製薬スプリングス,3,,家高七央子,2,□,□,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2017-10-21,2017-10,NECレッドロケッツ,久光製薬スプリングス,5,,大野果奈,3,■,■,■,,,8,1,0,12.5,12.5,0.33,0,0,0,-,0,-,8,0,0,2,6.2,1,0,0,0.0,1
2017-10-21,2017-10,NECレッドロケッツ,久光製薬スプリングス,6,,上野香織,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-10-21,2017-10,NECレッドロケッツ,久光製薬スプリングス,7,,山口かなめ,3,■,■,□,,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,6,0,0,2,8.3,0,0,0,-,0
2017-10-21,2017-10,NECレッドロケッツ,久光製薬スプリングス,8,,柳田光綺,3,■,■,□,,,14,3,0,21.4,21.4,1.00,5,2,0,40.0,0,-,5,0,0,0,0.0,0,0,0,-,3
2017-10-21,2017-10,NECレッドロケッツ,久光製薬スプリングス,10,L,岩崎紗也加,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,2,4,50.0,0
2017-10-21,2017-10,NECレッドロケッツ,久光製薬スプリングス,11,L,篠原沙耶香,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-10-21,2017-10,NECレッドロケッツ,久光製薬スプリングス,12,,廣瀬七海,3,□,□,■,,,11,5,1,45.5,36.4,1.67,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,5
2017-10-21,2017-10,NECレッドロケッツ,久光製薬スプリングス,13,,山内美咲,3,■,■,■,,,24,7,2,29.2,20.8,2.33,6,1,0,16.7,0,-,8,0,2,2,0.0,20,5,7,42.5,7
2017-10-21,2017-10,NECレッドロケッツ,久光製薬スプリングス,14,,塚田しおり,2,,□,■,,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2017-10-21,2017-10,NECレッドロケッツ,久光製薬スプリングス,15,,小島満菜美,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-10-21,2017-10,NECレッドロケッツ,久光製薬スプリングス,16,,荒谷栞,3,■,■,■,,,7,2,0,28.6,28.6,0.67,1,1,0,100.0,0,-,3,0,0,1,8.3,3,2,0,66.7,2
2017-10-21,2017-10,久光製薬スプリングス,NECレッドロケッツ,2,,古藤千鶴,2,□,□,,,,0,0,0,,,-,0,0,0,-,0,-,6,0,1,1,0.0,0,0,0,-,0
2017-10-21,2017-10,久光製薬スプリングス,NECレッドロケッツ,3,,新鍋理沙,3,■,■,■,,,10,4,0,40.0,40.0,1.33,0,0,0,-,0,-,14,2,1,5,21.4,6,3,3,75.0,6
2017-10-21,2017-10,久光製薬スプリングス,NECレッドロケッツ,4,,岩坂名奈,3,■,■,■,,,14,7,2,50.0,35.7,2.33,0,0,0,-,1,0.33,8,0,1,1,0.0,0,0,0,-,8
2017-10-21,2017-10,久光製薬スプリングス,NECレッドロケッツ,6,,石井優希,3,■,■,■,,,31,13,3,41.9,32.3,4.33,2,1,1,50.0,3,1.00,10,0,2,1,-2.5,23,5,12,47.8,16
2017-10-21,2017-10,久光製薬スプリングス,NECレッドロケッツ,8,,野本梨佳,3,■,■,■,,,29,8,2,27.6,20.7,2.67,1,0,0,0.0,0,-,15,1,1,5,13.3,0,0,0,-,9
2017-10-21,2017-10,久光製薬スプリングス,NECレッドロケッツ,10,,座安琴希,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-10-21,2017-10,久光製薬スプリングス,NECレッドロケッツ,11,,栄絵里香,3,■,■,■,,,0,0,0,,,-,0,0,0,-,0,-,7,0,0,4,14.3,0,0,0,-,0
2017-10-21,2017-10,久光製薬スプリングス,NECレッドロケッツ,12,,今村優香,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-10-21,2017-10,久光製薬スプリングス,NECレッドロケッツ,13,,帯川きよら,2,□,□,,,,0,0,0,,,-,0,0,0,-,2,1.00,0,0,0,0,-,0,0,0,-,2
2017-10-21,2017-10,久光製薬スプリングス,NECレッドロケッツ,14,,森谷史佳,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2017-10-21,2017-10,久光製薬スプリングス,NECレッドロケッツ,16,,アキンラデウォフォルケ,3,■,■,■,,,19,14,0,73.7,73.7,4.67,0,0,0,-,3,1.00,11,3,1,3,31.8,1,0,1,50.0,20
2017-10-21,2017-10,久光製薬スプリングス,NECレッドロケッツ,18,L,戸江真奈,3,〇,〇,〇,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-10-21,2017-10,久光製薬スプリングス,NECレッドロケッツ,20,L,筒井さやか,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,7,1,5,50.0,0
2017-10-21,2017-10,久光製薬スプリングス,NECレッドロケッツ,25,,加藤光,1,,,□,,,4,2,0,50.0,50.0,2.00,0,0,0,-,0,-,2,0,0,1,12.5,1,0,0,0.0,2
2017-10-21,2017-10,デンソーエアリービーズ,埼玉上尾メディックス,2,,積山春花,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-10-21,2017-10,デンソーエアリービーズ,埼玉上尾メディックス,3,,坂本奈々香,3,,□,■,■,,18,6,1,33.3,27.8,2.00,1,0,0,0.0,0,-,9,0,0,3,8.3,2,0,1,25.0,6
2017-10-21,2017-10,デンソーエアリービーズ,埼玉上尾メディックス,5,,石井里沙,4,■,■,■,■,,20,8,0,40.0,40.0,2.00,0,0,0,-,0,-,17,2,1,3,14.7,0,0,0,-,10
2017-10-21,2017-10,デンソーエアリービーズ,埼玉上尾メディックス,6,,鈴木裕子,1,,,,□,,0,0,0,,,-,0,0,0,-,0,-,2,1,0,1,62.5,0,0,0,-,1
2017-10-21,2017-10,デンソーエアリービーズ,埼玉上尾メディックス,7,,中川千世,2,■,■,,,,12,3,1,25.0,16.7,1.50,0,0,0,-,0,-,4,0,0,2,12.5,5,0,4,40.0,3
2017-10-21,2017-10,デンソーエアリービーズ,埼玉上尾メディックス,8,,朝日優衣,4,□,□,■,■,,25,10,1,40.0,36.0,2.50,1,1,0,100.0,1,0.25,16,0,0,12,18.8,15,5,4,46.7,11
2017-10-21,2017-10,デンソーエアリービーズ,埼玉上尾メディックス,9,L,小口樹葉,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,8,12,51.9,0
2017-10-21,2017-10,デンソーエアリービーズ,埼玉上尾メディックス,10,,森田麻実子,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-10-21,2017-10,デンソーエアリービーズ,埼玉上尾メディックス,13,L,山田美花,2,,,〇,〇,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-10-21,2017-10,デンソーエアリービーズ,埼玉上尾メディックス,15,,鍋谷友理枝,4,■,■,■,■,,42,10,3,23.8,16.7,2.50,3,2,0,66.7,0,-,8,0,0,2,6.2,27,9,11,53.7,10
2017-10-21,2017-10,デンソーエアリービーズ,埼玉上尾メディックス,16,,堀江彩,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,4,0,0,0,0.0,0,0,0,-,0
2017-10-21,2017-10,デンソーエアリービーズ,埼玉上尾メディックス,17,,田原愛里,4,■,■,■,■,,2,0,0,0.0,0.0,-,0,0,0,-,0,-,13,0,2,4,3.8,1,0,1,50.0,0
2017-10-21,2017-10,デンソーエアリービーズ,埼玉上尾メディックス,21,,クリスティアネフュルスト,4,■,■,■,■,,30,12,1,40.0,36.7,3.00,0,0,0,-,4,1.00,7,0,1,0,-3.6,0,0,0,-,16
2017-10-21,2017-10,デンソーエアリービーズ,埼玉上尾メディックス,22,,石田瑞穂,4,■,■,□,□,,30,6,0,20.0,20.0,1.50,3,0,0,0.0,0,-,11,0,0,2,4.5,4,2,2,75.0,6
2017-10-21,2017-10,埼玉上尾メディックス,デンソーエアリービーズ,2,,冨永こよみ,4,■,■,■,■,,12,4,0,33.3,33.3,1.00,0,0,0,-,1,0.25,16,3,1,4,23.4,0,0,0,-,8
2017-10-21,2017-10,埼玉上尾メディックス,デンソーエアリービーズ,4,,近藤志歩,4,■,■,■,■,,18,8,0,44.4,44.4,2.00,0,0,0,-,0,-,19,1,3,5,7.9,39,7,17,39.7,9
2017-10-21,2017-10,埼玉上尾メディックス,デンソーエアリービーズ,7,L,山岸あかね,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,9,10,63.6,0
2017-10-21,2017-10,埼玉上尾メディックス,デンソーエアリービーズ,8,,松本亜弥華,2,■,■,,,,8,1,0,12.5,12.5,0.50,0,0,0,-,1,0.50,4,0,0,1,6.2,0,0,0,-,2
2017-10-21,2017-10,埼玉上尾メディックス,デンソーエアリービーズ,9,,三浦茉実,3,,□,□,■,,9,3,0,33.3,33.3,1.00,0,0,0,-,1,0.33,3,0,0,1,8.3,0,0,0,-,4
2017-10-21,2017-10,埼玉上尾メディックス,デンソーエアリービーズ,11,,青柳京古,3,,□,■,■,,10,7,0,70.0,70.0,2.33,0,0,0,-,0,-,6,0,1,0,-4.2,0,0,0,-,7
2017-10-21,2017-10,埼玉上尾メディックス,デンソーエアリービーズ,13,,井上美咲,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-10-21,2017-10,埼玉上尾メディックス,デンソーエアリービーズ,14,,カルカセスケニア,4,■,■,■,■,,68,27,7,39.7,29.4,6.75,10,2,4,20.0,0,-,14,3,3,1,17.9,0,0,0,-,30
2017-10-21,2017-10,埼玉上尾メディックス,デンソーエアリービーズ,17,,小笹奈津子,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-10-21,2017-10,埼玉上尾メディックス,デンソーエアリービーズ,18,,辺野喜未来,1,,,,□,,2,1,0,50.0,50.0,1.00,1,0,0,0.0,0,-,2,0,0,0,0.0,0,0,0,-,1
