月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,サントリーサンバーズ,7,,山本湧,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,0,0,,0,0,0,
11,サントリーサンバーズ,7,,山本湧,7,0,0,0,0,0,2,1,1,50.0,0.0,0.1,0,0,0,,0,0.0,10,1,1,0,7.5,0,0,0,
12,サントリーサンバーズ,7,,山本湧,11,1,1,1,0,0,1,0,0,0.0,0.0,0.0,0,0,0,,0,0.0,15,0,1,2,1.7,0,0,0,
01,サントリーサンバーズ,7,,山本湧,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,0,0,,0,0,0,
