試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2013-01-20,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,1,1,1,,竹田沙希,4,■,■,■,■,nan,29,6,2,20.7,13.8,1.50,0,0,0,-,1,0.25,6,0,0,1,4.2,18,15,0,83.3,7
2013-01-20,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,1,1,2,,矢野美子,4,■,■,■,■,nan,21,14,0,66.7,66.7,3.50,0,0,0,-,2,0.50,17,1,0,7,15.0,0,0,0,-,17
2013-01-20,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,1,1,3,,山本陽子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-01-20,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,1,1,4,,藤田夏未,4,■,■,■,■,nan,3,0,1,0.0,-33.3,-,0,0,0,-,1,0.25,24,1,3,7,11.5,0,0,0,-,2
2013-01-20,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,1,1,6,,衛藤智美,4,■,■,■,■,nan,16,5,1,31.2,25.0,1.25,0,0,0,-,4,1.00,12,1,1,2,10.8,0,0,0,-,10
2013-01-20,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,1,1,7,,日隈佑,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-01-20,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,1,1,8,L,赤阪瑠美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-01-20,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,1,1,10,,星野絵美,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-,0
2013-01-20,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,1,1,11,L,梶原雪路,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,29,20,0,69.0,0
2013-01-20,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,1,1,12,,山田真里,4,■,■,■,■,nan,13,3,0,23.1,23.1,0.75,0,0,0,-,0,-,15,0,2,7,11.7,25,17,0,68.0,3
2013-01-20,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,1,1,13,,高橋咲妃惠,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,1,1,0,100.0,0
2013-01-20,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,1,1,14,,藤原亜紀,3,nan,□,□,□,nan,19,6,1,31.6,26.3,2.00,2,1,0,50.0,0,-,6,0,1,2,8.3,0,0,0,-,6
2013-01-20,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,1,1,18,,眞恵子,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-01-20,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,1,1,23,,カナニダニエルソン,4,■,■,■,■,nan,66,33,3,50.0,45.5,8.25,4,2,1,50.0,2,0.50,10,0,0,3,7.5,9,4,0,44.4,35
2013-01-20,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,167,67,8,40.1,35.3,16.75,6,3,1,50.0,10,2.50,98,3,7,31,10.6,82,57,0,69.5,80
