名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
川島亜依美,岡山シーガルズ,28,9,42,18,1,42.9,40.5,0,0,0,6,33,1,2,16,1,1,0,25,,2.0,0.7,13.6,100.0
川島里華,トヨタ車体クインシーズ,8,5,7,3,2,42.9,14.3,0,0,0,0,0,0,0,0,2,2,0,3,,0.6,0.0,,100.0
川畑夏希,岡山シーガルズ,24,7,0,0,0,,,0,0,0,0,9,1,1,4,4,1,0,1,,0.0,0.0,19.4,25.0
川畑愛希,岡山シーガルズ,8,10,78,24,3,30.8,26.9,1,0,0,2,28,0,0,9,33,13,0,26,0.0,2.4,0.2,8.0,39.4
平井香菜子,久光製薬スプリングス,9,9,35,14,5,40.0,25.7,0,0,0,4,23,1,2,10,1,1,0,19,,1.6,0.4,13.0,100.0
平松美有紀,トヨタ車体クインシーズ,5,10,41,20,2,48.8,43.9,0,0,0,5,25,1,7,7,0,0,0,26,,2.0,0.5,4.0,
新鍋理沙,久光製薬スプリングス,3,9,96,41,3,42.7,39.6,7,3,0,6,35,0,6,17,49,39,0,47,42.9,4.6,0.7,7.9,79.6
日隈佑,トヨタ車体クインシーズ,7,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
星野絵美,トヨタ車体クインシーズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
木村美里,東レアローズ,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
村田奈都美,岡山シーガルズ,12,1,5,2,0,40.0,40.0,0,0,0,0,0,0,0,0,0,0,0,2,,2.0,0.0,,
栗原恵,岡山シーガルズ,11,10,123,36,6,29.3,24.4,6,1,1,6,34,1,2,11,48,29,0,43,16.7,3.6,0.6,9.6,60.4
梶原雪路,トヨタ車体クインシーズ,11,5,0,0,0,,,0,0,0,0,0,0,0,0,20,10,0,0,,0.0,0.0,,50.0
水田祐未,久光製薬スプリングス,5,2,6,3,0,50.0,50.0,0,0,0,0,6,0,0,1,0,0,0,3,,1.5,0.0,4.2,
狩野舞子,久光製薬スプリングス,11,3,0,0,0,,,0,0,0,1,7,1,0,2,0,0,0,2,,0.0,0.3,21.4,
田代佳奈美,東レアローズ,11,9,4,0,1,0.0,-25.0,0,0,0,1,27,0,0,13,0,0,0,1,,0.0,0.1,12.0,
眞恵子,トヨタ車体クインシーズ,18,3,3,1,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1,,0.3,0.0,,
矢野美子,トヨタ車体クインシーズ,2,7,36,10,3,27.8,19.4,0,0,0,4,25,1,2,9,2,2,0,15,,1.4,0.6,11.0,100.0
石井優希,久光製薬スプリングス,6,9,92,29,8,31.5,22.8,7,3,1,3,28,0,3,11,76,38,0,32,42.9,3.2,0.3,7.1,50.0
石橋里紗,久光製薬スプリングス,23,5,0,0,0,,,0,0,0,0,10,2,1,5,0,0,0,2,,0.0,0.0,30.0,
石田瑞穂,久光製薬スプリングス,22,5,2,2,0,100.0,100.0,0,0,0,1,8,0,0,2,7,2,0,3,,0.4,0.2,6.2,28.6
福田舞,岡山シーガルズ,5,3,14,5,0,35.7,35.7,0,0,0,1,6,0,0,4,7,3,0,6,,1.7,0.3,16.7,42.9
竹田沙希,トヨタ車体クインシーズ,1,10,78,21,4,26.9,21.8,0,0,0,3,26,2,3,13,84,48,0,26,,2.1,0.3,17.3,57.1
筒井さやか,久光製薬スプリングス,20,9,0,0,0,,,0,0,0,0,0,0,0,0,28,20,0,0,,0.0,0.0,,71.4
筒井視穂子,久光製薬スプリングス,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
藤原亜紀,トヨタ車体クインシーズ,14,4,22,6,1,27.3,22.7,1,0,0,0,7,1,1,0,6,3,0,7,0.0,1.5,0.0,10.7,50.0
藤田夏未,トヨタ車体クインシーズ,4,10,4,1,0,25.0,25.0,0,0,0,0,43,1,4,19,0,0,0,2,,0.1,0.0,11.0,
衛藤智美,トヨタ車体クインシーズ,6,4,19,9,1,47.4,42.1,0,0,0,0,15,1,1,5,0,0,0,10,,2.2,0.0,13.3,
迫田さおり,東レアローズ,6,9,106,44,12,41.5,30.2,26,10,4,6,28,4,2,11,0,0,0,54,38.5,4.9,0.7,22.3,
野本梨佳,久光製薬スプリングス,8,4,3,2,1,66.7,33.3,0,0,0,0,1,0,0,1,1,1,0,2,,0.5,0.0,25.0,100.0
野村明日香,東レアローズ,17,1,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,0,,0.0,0.0,,50.0
長岡望悠,久光製薬スプリングス,1,9,91,40,0,44.0,44.0,17,7,0,3,29,1,2,10,2,1,0,44,41.2,4.4,0.3,10.3,50.0
関李香,岡山シーガルズ,4,6,11,6,0,54.5,54.5,0,0,0,6,16,2,5,3,0,0,0,14,,1.0,1.0,9.4,
高橋咲妃惠,トヨタ車体クインシーズ,13,8,0,0,0,,,0,0,0,0,0,0,0,0,19,15,0,0,,0.0,0.0,,78.9
高田ありさ,東レアローズ,4,9,73,23,4,31.5,26.0,2,0,0,0,37,3,3,16,132,72,0,26,0.0,2.6,0.0,16.9,54.5
