名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
ジョンソンジュリアン,2017-11,KUROBEアクアフェアリーズ,18,77,19,196,70,10,35.7,30.6,45,16,6,8,48,1,1,19,3,2,1,35.6,3.68,0.42,11.5,83.3
ジョンソンジュリアン,2017-12,KUROBEアクアフェアリーズ,18,24,10,86,33,5,38.4,32.6,10,2,1,3,24,0,1,8,0,0,0,20.0,3.3,0.3,7.3,
ジョンソンジュリアン,2018-01,KUROBEアクアフェアリーズ,18,3,11,133,54,12,40.6,31.6,39,9,7,7,30,1,3,7,0,0,0,23.1,4.91,0.64,6.7,
ジョンソンジュリアン,2018-02,KUROBEアクアフェアリーズ,18,12,20,226,82,11,36.3,31.4,38,11,3,6,55,4,3,13,2,0,2,28.9,4.1,0.3,11.8,50.0
ドリスジェニファー,2017-11,PFUブルーキャッツ,2,66,21,160,100,4,62.5,60.0,1,0,0,16,47,0,1,24,0,0,0,0.0,4.76,0.76,12.2,
ドリスジェニファー,2017-12,PFUブルーキャッツ,2,12,3,20,14,0,70.0,70.0,0,0,0,2,6,0,1,1,0,0,0,,4.67,0.67,0.0,
ドリスジェニファー,2018-01,PFUブルーキャッツ,2,4,15,105,63,0,60.0,60.0,0,0,0,18,40,2,1,11,1,1,0,,4.2,1.2,11.2,100.0
ドリスジェニファー,2018-02,PFUブルーキャッツ,2,14,24,189,101,2,53.4,52.4,0,0,0,33,61,3,3,15,3,2,0,,4.21,1.38,9.8,66.7
レラ留奈,2017-11,KUROBEアクアフェアリーズ,16,77,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
レラ留奈,2017-12,KUROBEアクアフェアリーズ,16,24,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
レラ留奈,2018-01,KUROBEアクアフェアリーズ,16,3,3,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
レラ留奈,2018-02,KUROBEアクアフェアリーズ,16,12,5,0,0,0,,,0,0,0,0,3,0,0,3,0,0,0,,0.0,0.0,25.0,
一森祐希奈,2018-01,トヨタ自動車ヴァルキューレ,15,2,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
一森祐希奈,2018-02,トヨタ自動車ヴァルキューレ,15,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中村彩,2017-11,フォレストリーヴズ熊本,16,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中村彩,2017-12,フォレストリーヴズ熊本,16,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中村彩,2018-01,フォレストリーヴズ熊本,16,2,3,0,0,0,,,0,0,0,0,3,0,0,0,2,1,0,,0.0,0.0,0.0,50.0
中村彩,2018-02,フォレストリーヴズ熊本,16,14,25,0,0,0,,,0,0,0,0,0,0,0,0,27,13,8,,0.0,0.0,,63.0
中村早紀子,2017-11,JAぎふリオレーナ,10,66,22,191,77,10,40.3,35.1,10,3,3,6,74,8,4,27,185,64,63,30.0,3.5,0.27,18.6,51.6
中村早紀子,2017-12,JAぎふリオレーナ,10,36,12,96,25,2,26.0,24.0,2,0,0,1,48,1,0,10,106,49,25,0.0,2.08,0.08,7.3,58.0
中村早紀子,2018-01,JAぎふリオレーナ,10,3,11,122,37,4,30.3,27.0,1,1,0,2,40,3,5,11,112,46,27,100.0,3.36,0.18,11.2,53.1
中村早紀子,2018-02,JAぎふリオレーナ,10,12,21,193,57,7,29.5,25.9,1,0,0,6,75,2,3,21,186,63,61,0.0,2.71,0.29,8.7,50.3
中田唯香,2017-11,大野石油広島オイラーズ,11,55,15,115,36,8,31.3,24.3,0,0,0,3,39,0,0,11,99,40,28,,2.4,0.2,7.1,54.5
中田唯香,2017-12,大野石油広島オイラーズ,11,24,6,26,9,1,34.6,30.8,0,0,0,0,20,3,0,6,43,20,11,,1.5,0.0,22.5,59.3
中田唯香,2018-01,大野石油広島オイラーズ,11,4,11,75,14,8,18.7,8.0,0,0,0,0,30,0,1,10,54,18,21,,1.27,0.0,7.5,52.8
