名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
吉岡美晴,岡山シーガルズ,4,16,19,86,27,4,31.4,26.7,0,0,0,1,26,0,2,9,38,19,11,,1.42,0.05,6.7,64.5
吉川ひかる,KUROBEアクアフェアリーズ,13,116,28,5,1,0,20.0,20.0,0,0,0,0,43,0,2,7,0,0,0,,0.04,0.0,2.9,
吉本梓穂,大野石油広島オイラーズ,8,97,49,289,69,24,23.9,15.6,0,0,0,3,109,2,7,33,315,125,90,,1.41,0.06,7.8,54.0
吉田伽那,トヨタ自動車ヴァルキューレ,19,117,11,15,5,0,33.3,33.3,0,0,0,0,14,2,1,5,0,0,0,,0.45,0.0,21.4,
吉里遥,大野石油広島オイラーズ,6,97,64,783,240,54,30.7,23.8,126,31,24,12,158,7,37,34,8,4,0,24.6,3.75,0.19,4.0,50.0
和才奈々美,KUROBEアクアフェアリーズ,3,116,68,642,213,46,33.2,26.0,27,2,3,27,292,13,9,97,530,310,101,7.4,3.13,0.4,12.0,68.0
堀ノ内麗,岡山シーガルズ,55,2,1,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
堀口あやか,PFUブルーキャッツ,11,28,11,37,13,1,35.1,32.4,4,2,1,3,19,0,1,4,41,18,12,50.0,1.18,0.27,3.9,58.5
大升知春,岡山シーガルズ,25,56,4,26,6,1,23.1,19.2,0,0,0,0,5,0,0,0,5,2,1,,1.5,0.0,0.0,50.0
大楠鼓雪,岡山シーガルズ,22,106,48,236,101,7,42.8,39.8,0,0,0,29,161,14,5,57,85,38,21,,2.1,0.6,16.8,57.1
大橋亜美,トヨタ自動車ヴァルキューレ,11,117,66,0,0,0,,,0,0,0,0,0,0,0,0,344,175,61,,0.0,0.0,,59.7
大盛梢,KUROBEアクアフェアリーズ,14,116,63,229,81,16,35.4,28.4,1,0,0,52,191,8,11,47,15,10,2,0.0,1.29,0.83,8.9,73.3
太田あかり,KUROBEアクアフェアリーズ,12,114,25,132,46,9,34.8,28.0,11,2,1,0,48,2,4,15,80,28,26,18.2,1.84,0.0,9.9,51.2
宇田沙織,PFUブルーキャッツ,16,96,53,253,94,18,37.2,30.0,22,4,0,17,186,5,12,54,252,113,65,18.2,1.77,0.32,8.3,57.7
宇賀神みずき,岡山シーガルズ,5,37,6,0,0,0,,,0,0,0,0,10,0,0,2,0,0,0,,0.0,0.0,5.0,
宮下遥,岡山シーガルズ,14,106,55,23,7,3,30.4,17.4,0,0,0,18,211,13,10,73,1,0,0,,0.13,0.33,13.6,0.0
宮井遥,JAぎふリオレーナ,6,117,45,446,143,32,32.1,24.9,15,6,3,8,171,15,12,60,2,0,0,40.0,3.18,0.18,15.8,0.0
宮原佳代,フォレストリーヴズ熊本,5,117,15,0,0,0,,,0,0,0,0,0,0,0,0,18,3,4,,0.0,0.0,,27.8
小野寺夏希,岡山シーガルズ,31,14,16,2,1,0,50.0,50.0,0,0,0,0,27,1,2,8,0,0,0,,0.06,0.0,9.3,
尾花佳甫,JAぎふリオレーナ,7,106,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
居村杏奈,岡山シーガルズ,12,102,32,126,44,3,34.9,32.5,0,0,0,12,87,1,3,17,8,2,2,,1.38,0.38,5.2,37.5
山内佑里子,大野石油広島オイラーズ,10,97,45,345,98,22,28.4,22.0,0,0,0,6,94,2,4,15,365,147,107,,2.18,0.13,5.1,54.9
山口舞,岡山シーガルズ,2,11,1,0,0,0,,,0,0,0,0,1,0,0,1,1,0,0,,0.0,0.0,25.0,0.0
山形美沙紀,フォレストリーヴズ熊本,2,117,60,470,138,23,29.4,24.5,1,0,0,7,208,7,6,46,506,185,130,0.0,2.3,0.12,8.2,49.4
山本裕香,JAぎふリオレーナ,5,117,49,79,33,5,41.8,35.4,0,0,0,14,130,7,7,41,5,4,0,,0.67,0.29,11.9,80.0
山田真紀,フォレストリーヴズ熊本,6,117,15,16,5,1,31.2,25.0,0,0,0,0,5,0,1,2,4,1,0,,0.33,0.0,5.0,25.0
岡田倫奈,JAぎふリオレーナ,13,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岡部彩花,JAぎふリオレーナ,8,117,26,269,72,17,26.8,20.4,12,6,2,0,80,5,1,25,3,1,1,50.0,2.77,0.0,13.8,50.0
岩永明奈,フォレストリーヴズ熊本,11,117,65,5,3,0,60.0,60.0,0,0,0,2,213,5,10,45,4,1,1,,0.05,0.03,6.5,37.5
岸川聖奈,フォレストリーヴズ熊本,12,117,5,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
島畑奈緒子,PFUブルーキャッツ,14,14,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
川口美久,フォレストリーヴズ熊本,3,117,65,733,198,25,27.0,23.6,2,0,0,16,228,2,6,57,600,198,161,0.0,3.05,0.25,6.5,46.4
川島亜依美,岡山シーガルズ,28,106,46,236,98,5,41.5,39.4,0,0,0,22,159,7,10,53,4,3,1,,2.13,0.48,11.2,87.5
川畑愛希,岡山シーガルズ,8,83,20,147,51,3,34.7,32.7,0,0,0,1,40,3,3,6,43,20,9,,2.55,0.05,9.4,57.0
平谷里奈,KUROBEアクアフェアリーズ,11,15,30,267,90,17,33.7,27.3,19,6,1,10,86,0,9,26,214,100,46,31.6,3.0,0.33,4.9,57.5
廣田唯,トヨタ自動車ヴァルキューレ,9,117,13,3,0,0,0.0,0.0,0,0,0,0,16,0,3,3,0,0,0,,0.0,0.0,0.0,
後藤真利,トヨタ自動車ヴァルキューレ,7,117,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
斉藤千佳,フォレストリーヴズ熊本,1,117,65,665,212,38,31.9,26.2,34,3,3,25,231,5,10,62,20,8,6,8.8,3.26,0.38,7.8,55.0
新井祐喜子,PFUブルーキャッツ,18,96,15,0,0,0,,,0,0,0,0,0,0,0,0,15,5,6,,0.0,0.0,,53.3
新井祥,トヨタ自動車ヴァルキューレ,2,117,65,353,74,21,21.0,15.0,2,0,0,4,213,6,7,52,883,408,233,0.0,1.14,0.06,8.1,59.4
有田妃奈乃,PFUブルーキャッツ,1,85,21,0,0,0,,,0,0,0,0,31,1,4,9,0,0,0,,0.0,0.0,7.3,
本間真樹子,JAぎふリオレーナ,9,113,22,23,9,2,39.1,30.4,0,0,0,2,16,0,0,2,2,1,0,,0.41,0.09,3.1,50.0
村上華澄,PFUブルーキャッツ,6,83,9,9,2,1,22.2,11.1,0,0,0,0,9,1,1,4,0,0,0,,0.22,0.0,19.4,
松下紗也,PFUブルーキャッツ,15,14,2,2,1,0,50.0,50.0,0,0,0,1,1,0,0,0,0,0,0,,0.5,0.5,0.0,
松尾妃七菜,トヨタ自動車ヴァルキューレ,8,117,58,46,19,1,41.3,39.1,0,0,0,2,173,7,2,35,0,0,0,,0.33,0.03,8.8,
梅木瞳,トヨタ自動車ヴァルキューレ,16,117,54,221,86,12,38.9,33.5,0,0,0,10,157,12,15,51,5,3,1,,1.59,0.19,13.4,70.0
森田夕貴,岡山シーガルズ,19,104,46,0,0,0,,,0,0,0,0,0,0,0,0,94,52,16,,0.0,0.0,,63.8
楢崎慈恵,岡山シーガルズ,27,45,23,0,0,0,,,0,0,0,0,8,0,0,0,42,31,4,,0.0,0.0,0.0,78.6
樋口沙樹,JAぎふリオレーナ,17,117,66,0,0,0,,,0,0,0,0,0,0,0,0,309,129,87,,0.0,0.0,,55.8
権藤玲奈,トヨタ自動車ヴァルキューレ,5,117,65,648,215,54,33.2,24.8,78,16,12,16,125,7,12,33,20,12,3,20.5,3.31,0.25,9.8,67.5
正田美友貴,大野石油広島オイラーズ,2,97,37,157,41,11,26.1,19.1,0,0,0,11,86,3,10,32,138,51,35,,1.11,0.3,9.9,49.6
正里菜,PFUブルーキャッツ,9,96,52,36,14,1,38.9,36.1,0,0,0,2,178,9,7,37,3,0,0,,0.27,0.04,9.3,0.0
江畑幸子,PFUブルーキャッツ,5,96,63,732,256,65,35.0,26.1,220,73,31,20,255,16,17,83,0,0,0,33.2,4.06,0.32,12.7,
津賀菜緒,PFUブルーキャッツ,13,96,23,58,22,3,37.9,32.8,10,1,1,2,13,1,0,2,1,0,0,10.0,0.96,0.09,11.5,0.0
浅野美波,トヨタ自動車ヴァルキューレ,18,115,39,96,36,14,37.5,22.9,0,0,0,9,84,7,10,17,92,45,26,,0.92,0.23,10.4,63.0
清水眞衣,PFUブルーキャッツ,12,96,62,292,113,15,38.7,33.6,1,0,0,55,230,6,7,50,4,2,2,0.0,1.82,0.89,7.3,75.0
渡邊真恵,岡山シーガルズ,6,106,55,346,133,20,38.4,32.7,4,0,1,28,180,11,7,49,86,27,11,0.0,2.42,0.51,11.9,37.8
狩野舞子,PFUブルーキャッツ,7,85,43,173,39,5,22.5,19.7,12,4,1,14,148,8,9,56,265,110,75,33.3,0.91,0.33,13.3,55.7
田代麻樹,JAぎふリオレーナ,1,113,59,247,81,10,32.8,28.7,0,0,0,32,181,5,1,53,0,0,0,,1.37,0.54,9.9,
田口絢佳,岡山シーガルズ,3,40,11,10,3,0,30.0,30.0,0,0,0,1,19,1,2,5,1,1,0,,0.27,0.09,9.2,100.0
田戸美咲,トヨタ自動車ヴァルキューレ,14,117,32,0,0,0,,,0,0,0,0,31,0,4,7,24,10,6,,0.0,0.0,2.4,54.2
白崎麻友香,KUROBEアクアフェアリーズ,5,116,13,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,,0.0,0.0,,0.0
石山綺里,トヨタ自動車ヴァルキューレ,12,115,4,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,,0.0,0.0,0.0,
石橋朋美,PFUブルーキャッツ,4,94,22,15,5,0,33.3,33.3,0,0,0,3,54,3,4,26,1,0,0,,0.23,0.14,15.7,0.0
磯部光里,岡山シーガルズ,13,34,4,10,2,1,20.0,10.0,0,0,0,0,0,0,0,0,0,0,0,,0.5,0.0,,
磯部成里,大野石油広島オイラーズ,3,97,49,150,52,10,34.7,28.0,0,0,0,23,159,6,9,40,12,5,5,,1.06,0.47,8.6,62.5
秋山愛海,PFUブルーキャッツ,10,77,35,220,73,8,33.2,29.5,12,3,1,5,140,7,3,48,178,50,58,25.0,2.09,0.14,13.0,44.4
竹内碧,トヨタ自動車ヴァルキューレ,13,117,31,0,0,0,,,0,0,0,1,62,1,4,15,0,0,0,,0.0,0.03,6.0,
舛田紗淑,KUROBEアクアフェアリーズ,9,114,38,320,92,14,28.7,24.4,9,2,0,13,101,4,11,31,156,59,30,22.2,2.42,0.34,8.9,47.4
船津成美,フォレストリーヴズ熊本,7,117,65,651,236,42,36.3,29.8,1,0,0,24,210,5,11,46,49,15,13,0.0,3.63,0.37,6.5,43.9
菅野菜緒美,KUROBEアクアフェアリーズ,10,105,7,0,0,0,,,0,0,0,0,8,0,4,0,0,0,0,,0.0,0.0,-12.5,
菱川文香,岡山シーガルズ,33,33,4,16,7,0,43.8,43.8,0,0,0,1,2,0,0,0,0,0,0,,1.75,0.25,0.0,
藤古彩乃,フォレストリーヴズ熊本,10,117,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
藤澤楓子,フォレストリーヴズ熊本,14,55,4,0,0,0,,,0,0,0,0,7,0,1,0,0,0,0,,0.0,0.0,-3.6,
藤田萠英,大野石油広島オイラーズ,5,97,66,0,0,0,,,0,0,0,0,0,0,0,0,221,99,55,,0.0,0.0,,57.2
西村弥菜美,岡山シーガルズ,10,8,7,10,1,2,10.0,-10.0,0,0,0,1,17,1,0,10,27,13,5,,0.14,0.14,20.6,57.4
西田智美,大野石油広島オイラーズ,14,10,4,5,1,0,20.0,20.0,0,0,0,0,10,0,0,3,0,0,0,,0.25,0.0,7.5,
角野僚架,フォレストリーヴズ熊本,15,117,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
谷七海,PFUブルーキャッツ,17,96,63,0,0,0,,,0,0,0,0,0,0,0,0,229,117,64,,0.0,0.0,,65.1
谷岡初生,大野石油広島オイラーズ,12,97,7,8,2,1,25.0,12.5,0,0,0,1,13,0,0,4,0,0,0,,0.29,0.14,7.7,
酢田眞実,フォレストリーヴズ熊本,9,117,54,353,116,17,32.9,28.0,0,0,0,6,194,8,4,46,3,2,0,,2.15,0.11,9.5,66.7
金田修佳,岡山シーガルズ,18,106,58,613,239,18,39.0,36.1,5,0,0,22,195,3,2,52,365,148,98,0.0,4.12,0.38,7.9,54.0
長瀬そら,岡山シーガルズ,26,6,4,7,2,0,28.6,28.6,0,0,0,1,4,1,0,1,0,0,0,,0.5,0.25,31.2,
長谷川侑南,大野石油広島オイラーズ,4,97,50,20,5,0,25.0,25.0,0,0,0,1,123,10,8,43,1,0,0,,0.1,0.02,15.2,0.0
雪丸梢,KUROBEアクアフェアリーズ,7,116,33,160,70,8,43.8,38.8,0,0,0,10,83,4,5,29,4,4,0,,2.12,0.3,12.0,100.0
馬場ゆりか,KUROBEアクアフェアリーズ,4,116,68,0,0,0,,,0,0,0,0,0,0,0,0,276,168,52,,0.0,0.0,,70.3
馬渡晴菜,大野石油広島オイラーズ,7,97,47,18,9,2,50.0,38.9,0,0,0,2,118,8,4,27,2,0,0,,0.19,0.04,11.7,0.0
高柳萌,岡山シーガルズ,11,3,3,3,1,1,33.3,0.0,0,0,0,1,7,1,2,1,0,0,0,,0.33,0.33,10.7,
高田茉優,岡山シーガルズ,15,72,19,6,3,0,50.0,50.0,0,0,0,0,48,8,2,15,1,0,0,,0.16,0.0,23.4,0.0
高野由里加,岡山シーガルズ,21,102,22,71,23,1,32.4,31.0,2,0,0,7,47,0,0,9,2,1,0,0.0,1.05,0.32,4.8,50.0
