月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,JTマーヴェラス,2,,林琴奈,18,3,4,4,2,2,189,67,11,35.4,29.6,3.7,39,12,3,30.8,5,0.3,52,3,5,10,8.2,83,50,12,67.5
11,JTマーヴェラス,2,,林琴奈,24,4,6,4,5,1,232,74,14,31.9,25.9,3.1,17,3,2,17.6,6,0.2,88,6,7,32,13.9,151,61,47,56.0
12,JTマーヴェラス,2,,林琴奈,27,8,8,8,2,1,258,100,12,38.8,34.1,3.7,30,13,1,43.3,10,0.4,107,1,4,26,6.1,188,91,55,63.0
