名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
大室璃紗,埼玉上尾メディックス,23,39,1,0,0,0.0,0.0,0,0,0,0,6,0,2,0,41,16,15,0,,0.0,0.0,-8.3,57.3
大崎琴未,東レアローズ,19,4,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
大竹里歩,デンソーエアリービーズ,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大野果歩,東レアローズ,3,75,275,128,11,46.5,42.5,0,0,0,39,193,5,8,34,9,6,2,172,,1.7,0.5,6.0,77.8
奥山優奈,NECレッドロケッツ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
奥村麻依,デンソーエアリービーズ,13,48,170,58,3,34.1,32.4,0,0,0,27,165,5,4,41,8,5,2,90,,1.2,0.6,8.6,75.0
孫田菜奈,ヴィクトリーナ姫路,21,1,3,1,0,33.3,33.3,0,0,0,0,1,0,1,0,4,0,1,1,,1.0,0.0,-25.0,12.5
宇田沙織,PFUブルーキャッツ,4,43,26,7,1,26.9,23.1,0,0,0,0,55,0,3,9,128,50,39,7,,0.2,0.0,2.7,54.3
宇賀神みずき,岡山シーガルズ,5,64,9,5,0,55.6,55.6,0,0,0,4,140,3,6,23,1,0,0,12,,0.1,0.1,5.2,0.0
安田睦実,ヴィクトリーナ姫路,20,15,16,1,1,6.2,0.0,0,0,0,2,28,2,2,5,17,6,5,5,,0.1,0.1,9.8,50.0
宮下遥,岡山シーガルズ,14,71,10,5,0,50.0,50.0,0,0,0,10,204,7,8,56,2,1,0,22,,0.1,0.1,9.3,50.0
小口樹葉,デンソーエアリービーズ,9,21,0,0,0,,,0,0,0,0,0,0,0,0,35,18,9,0,,0.0,0.0,,64.3
小島満菜美,NECレッドロケッツ,16,70,0,0,0,,,0,0,0,0,0,0,0,0,355,169,98,0,,0.0,0.0,,61.4
小島絢野,久光製薬スプリングス,24,43,17,3,1,17.6,11.8,0,0,0,3,121,3,10,29,1,0,0,9,,0.1,0.1,6.4,0.0
小川愛里奈,東レアローズ,12,48,167,68,10,40.7,34.7,0,0,0,8,155,3,6,34,5,2,1,79,,1.4,0.2,6.5,50.0
小川杏奈,JTマーヴェラス,3,80,169,78,13,46.2,38.5,0,0,0,26,289,15,27,107,13,4,1,119,,1.0,0.3,12.1,34.6
小幡真子,JTマーヴェラス,15,60,0,0,0,,,0,0,0,0,0,0,0,0,158,87,35,0,,0.0,0.0,,66.1
小池杏菜,日立リヴァーレ,10,78,0,0,0,,,0,0,0,0,0,0,0,0,107,45,20,0,,0.0,0.0,,51.4
小西愛衣,KUROBEアクアフェアリーズ,15,71,29,13,0,44.8,44.8,0,0,0,5,213,4,25,36,5,1,0,22,,0.2,0.1,3.2,20.0
小野寺友香,日立リヴァーレ,2,36,5,1,0,20.0,20.0,0,0,0,2,67,1,5,19,0,0,0,4,,0.0,0.1,6.7,
小野寺夏希,岡山シーガルズ,31,1,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,0,,0.0,0.0,6.2,
居村杏奈,岡山シーガルズ,12,75,221,86,6,38.9,36.2,0,0,0,30,277,7,9,82,7,6,1,123,,1.1,0.4,9.1,92.9
山上有紀,トヨタ車体クインシーズ,18,83,15,6,1,40.0,33.3,0,0,0,10,287,8,19,87,3,0,0,24,,0.1,0.1,8.7,0.0
山下遥香,PFUブルーキャッツ,9,61,2,1,0,50.0,50.0,0,0,0,6,117,2,9,25,2,0,0,9,,0.0,0.1,5.1,0.0
山内美咲,NECレッドロケッツ,12,39,245,69,14,28.2,22.4,24,8,1,6,92,2,7,28,191,55,47,77,33.3,1.8,0.2,7.9,41.1
山口珠李,埼玉上尾メディックス,6,26,58,25,2,43.1,39.7,3,0,0,3,10,2,0,2,3,1,0,30,0.0,1.0,0.1,25.0,33.3
山岸あかね,埼玉上尾メディックス,7,78,0,0,0,,,0,0,0,0,0,0,0,0,331,178,81,0,,0.0,0.0,,66.0
山形理沙子,トヨタ車体クインシーズ,20,7,0,0,0,,,0,0,0,0,9,0,0,4,0,0,0,0,,0.0,0.0,11.1,
山本美沙,JTマーヴェラス,16,9,0,0,0,,,0,0,0,0,4,0,1,0,0,0,0,0,,0.0,0.0,-6.2,
山田二千華,NECレッドロケッツ,13,33,115,43,8,37.4,30.4,0,0,0,27,111,1,11,41,1,0,0,71,,1.3,0.8,7.7,0.0
岩坂名奈,久光製薬スプリングス,4,73,244,94,5,38.5,36.5,0,0,0,49,226,4,10,53,10,2,3,147,,1.3,0.7,6.5,35.0
岩澤実育,埼玉上尾メディックス,12,8,0,0,0,,,0,0,0,0,0,0,0,0,11,3,5,0,,0.0,0.0,,50.0
峯村沙紀,NECレッドロケッツ,7,9,0,0,0,,,0,0,0,0,6,0,0,1,9,2,3,0,,0.0,0.0,4.2,38.9
島村春世,NECレッドロケッツ,1,36,194,89,4,45.9,43.8,0,0,0,11,98,3,2,15,5,4,0,103,,2.5,0.3,6.4,80.0
島畑奈緒子,PFUブルーキャッツ,14,74,37,18,3,48.6,40.5,0,0,0,8,200,10,27,77,3,0,0,36,,0.2,0.1,11.2,0.0
川島亜依美,岡山シーガルズ,28,9,25,12,2,48.0,40.0,0,0,0,3,24,0,1,4,0,0,0,15,,1.3,0.3,3.1,
川野綾子,ヴィクトリーナ姫路,34,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
工藤嶺,デンソーエアリービーズ,21,62,523,181,25,34.6,29.8,110,33,7,7,231,7,10,69,304,133,74,195,30.0,2.9,0.1,9.4,55.9
巻口明日香,日立リヴァーレ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
帯川きよら,久光製薬スプリングス,13,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
平山詩嫣,久光製薬スプリングス,19,19,19,5,2,26.3,15.8,0,0,0,0,32,1,4,10,0,0,0,6,,0.3,0.0,7.8,
座安琴希,久光製薬スプリングス,10,68,0,0,0,,,0,0,0,0,69,0,4,4,72,40,20,0,,0.0,0.0,0.0,69.4
廣瀬七海,NECレッドロケッツ,9,10,8,2,0,25.0,25.0,1,1,0,1,1,0,1,0,0,0,0,3,100.0,0.2,0.1,-25.0,
志智真梨奈,トヨタ車体クインシーズ,7,39,2,0,0,0.0,0.0,1,0,0,0,40,0,1,11,3,0,0,0,0.0,0.0,0.0,6.2,0.0
戸江真奈,久光製薬スプリングス,18,77,0,0,0,,,0,0,0,0,0,0,0,0,471,247,115,0,,0.0,0.0,,64.6
新鍋理沙,久光製薬スプリングス,3,73,456,144,25,31.6,26.1,7,0,0,21,268,9,15,77,242,140,53,174,0.0,2.0,0.3,9.1,68.8
日高萌,東レアローズ,4,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
早坂梢依,デンソーエアリービーズ,7,13,1,1,0,100.0,100.0,0,0,0,0,12,0,2,3,0,0,0,1,,0.1,0.0,2.1,
星加輝,KUROBEアクアフェアリーズ,16,7,0,0,0,,,0,0,0,0,10,0,1,1,1,0,0,0,,0.0,0.0,0.0,0.0
曽我啓菜,NECレッドロケッツ,5,53,376,136,24,36.2,29.8,30,8,1,7,110,3,7,35,158,50,47,146,26.7,2.6,0.1,9.1,46.5
朝日優衣,デンソーエアリービーズ,3,13,8,0,1,0.0,-12.5,3,0,1,0,1,0,0,0,24,12,7,0,0.0,0.0,0.0,0.0,64.6
杉原若葉,KUROBEアクアフェアリーズ,11,21,54,10,4,18.5,11.1,6,2,0,3,33,0,3,9,24,6,6,13,33.3,0.5,0.1,4.5,37.5
杉郁香,トヨタ車体クインシーズ,15,16,37,11,2,29.7,24.3,0,0,0,5,35,3,4,12,1,0,0,19,,0.7,0.3,14.3,0.0
村上華澄,PFUブルーキャッツ,6,66,188,67,9,35.6,30.9,0,0,0,9,234,8,17,60,5,1,1,84,,1.0,0.1,8.0,30.0
村永奈央,トヨタ車体クインシーズ,6,7,8,2,0,25.0,25.0,0,0,0,0,8,0,0,4,12,5,5,2,,0.3,0.0,12.5,62.5
東谷玲衣奈,デンソーエアリービーズ,20,36,242,72,18,29.8,22.3,65,20,8,6,81,5,3,22,40,14,11,83,30.8,2.0,0.2,12.0,48.8
松本愛希穂,ヴィクトリーナ姫路,23,19,62,19,2,30.6,27.4,3,0,0,2,35,1,2,8,69,30,14,22,0.0,1.0,0.1,7.1,53.6
林琴奈,JTマーヴェラス,2,69,679,241,37,35.5,30.0,86,28,6,21,247,10,16,68,422,202,114,272,32.6,3.5,0.3,9.3,61.4
柳田光綺,NECレッドロケッツ,4,60,427,168,20,39.3,34.7,27,6,4,8,179,10,25,62,153,26,39,186,22.2,2.8,0.1,10.8,29.7
柴田真果,JTマーヴェラス,5,54,4,2,1,50.0,25.0,0,0,0,0,97,4,1,30,0,0,0,6,,0.0,0.0,11.6,
栄絵里香,久光製薬スプリングス,11,57,12,4,0,33.3,33.3,1,0,0,0,142,1,1,27,1,0,1,5,0.0,0.1,0.0,5.3,50.0
梅津憂理,KUROBEアクアフェアリーズ,13,7,0,0,0,,,0,0,0,0,7,0,4,2,0,0,0,0,,0.0,0.0,-7.1,
森田夕貴,岡山シーガルズ,19,17,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
森谷史佳,デンソーエアリービーズ,10,40,109,41,2,37.6,35.8,1,1,0,9,106,5,9,49,2,1,0,55,100.0,1.0,0.2,14.2,50.0
椎名真子,埼玉上尾メディックス,14,33,206,63,13,30.6,24.3,17,5,1,7,74,2,7,9,175,70,32,72,29.4,1.9,0.2,3.4,49.1
楢崎慈恵,岡山シーガルズ,27,77,0,0,0,,,0,0,0,0,0,0,0,0,338,185,78,0,,0.0,0.0,,66.3
榊原美沙都,トヨタ車体クインシーズ,8,83,0,0,0,,,0,0,0,0,0,0,0,0,235,128,56,0,,0.0,0.0,,66.4
橘井友香,JTマーヴェラス,4,67,169,67,6,39.6,36.1,4,0,1,6,95,6,13,28,5,1,3,79,0.0,1.0,0.1,10.3,50.0
水杉玲奈,東レアローズ,15,79,0,0,0,,,0,0,0,0,0,0,0,0,249,116,72,0,,0.0,0.0,,61.0
江畑幸子,PFUブルーキャッツ,5,18,177,60,11,33.9,27.7,45,15,4,2,31,0,2,10,0,0,0,62,33.3,3.3,0.1,6.5,
津賀菜緒,PFUブルーキャッツ,13,75,621,204,32,32.9,27.7,66,14,9,21,171,6,24,51,22,9,4,231,21.2,2.7,0.3,7.5,50.0
浅津ゆうこ,ヴィクトリーナ姫路,4,19,30,8,2,26.7,20.0,0,0,0,1,8,0,0,1,0,0,0,9,,0.4,0.1,3.1,
浮島杏加子,KUROBEアクアフェアリーズ,12,54,379,134,32,35.4,26.9,38,8,7,3,93,2,8,27,4,1,2,139,21.1,2.5,0.1,7.3,50.0
深萱知代,JTマーヴェラス,12,5,0,0,0,,,0,0,0,0,0,0,0,0,13,9,1,0,,0.0,0.0,,73.1
清水眞衣,PFUブルーキャッツ,12,36,45,12,2,26.7,22.2,0,0,0,10,56,3,8,5,4,1,0,25,,0.3,0.3,4.0,25.0
渡邊久惠,日立リヴァーレ,9,41,495,168,21,33.9,29.7,65,18,6,1,124,3,6,42,3,1,2,172,27.7,4.1,0.0,9.7,66.7
渡邊彩,トヨタ車体クインシーズ,12,79,346,132,17,38.2,33.2,1,0,0,37,240,11,16,73,4,0,2,180,0.0,1.7,0.5,10.5,25.0
渡邊真恵,岡山シーガルズ,6,77,667,290,21,43.5,40.3,32,7,3,15,249,6,21,71,33,9,11,311,21.9,3.8,0.2,7.4,43.9
溝口由利香,ヴィクトリーナ姫路,18,63,0,0,0,,,0,0,0,0,0,0,0,0,266,125,56,0,,0.0,0.0,,57.5
澤田由佳,NECレッドロケッツ,10,70,5,2,0,40.0,40.0,0,0,0,6,217,2,7,62,5,0,0,10,,0.0,0.1,7.3,0.0
瀬戸杏華,PFUブルーキャッツ,18,3,5,0,1,0.0,-20.0,0,0,0,1,4,0,3,0,0,0,0,1,,0.0,0.3,-18.8,
片下恭子,ヴィクトリーナ姫路,8,28,0,0,0,,,0,0,0,0,0,0,0,0,100,43,26,0,,0.0,0.0,,56.0
田中咲希,ヴィクトリーナ姫路,13,29,145,52,8,35.9,30.3,6,1,0,0,51,4,10,14,95,40,23,56,16.7,1.8,0.0,9.8,54.2
田中瑞稀,JTマーヴェラス,6,80,643,222,29,34.5,30.0,59,16,7,14,320,9,30,95,595,277,146,245,27.1,2.8,0.2,7.9,58.8
田中美咲,JTマーヴェラス,7,16,0,0,0,,,0,0,0,0,24,1,3,6,0,0,0,1,,0.0,0.0,7.3,
田代佳奈美,デンソーエアリービーズ,6,75,51,32,0,62.7,62.7,0,0,0,18,247,6,16,83,1,0,0,56,,0.4,0.2,9.2,0.0
田原愛里,デンソーエアリービーズ,8,9,0,0,0,,,0,0,0,0,6,0,1,2,1,0,0,0,,0.0,0.0,4.2,0.0
田口絢佳,岡山シーガルズ,3,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
白井美沙紀,東レアローズ,8,12,1,1,0,100.0,100.0,0,0,0,0,11,1,1,2,0,0,0,2,,0.1,0.0,11.4,
白岩蘭奈,KUROBEアクアフェアリーズ,17,13,71,23,4,32.4,26.8,0,0,0,0,20,0,6,3,57,24,8,23,,1.8,0.0,-3.8,49.1
白崎麻友香,KUROBEアクアフェアリーズ,5,40,1,0,0,0.0,0.0,0,0,0,0,56,0,3,10,0,0,0,0,,0.0,0.0,3.1,
目黒優佳,JTマーヴェラス,11,57,11,3,2,27.3,9.1,5,1,1,0,60,3,2,17,99,48,25,6,20.0,0.1,0.0,11.2,61.1
石井優希,久光製薬スプリングス,6,63,700,220,37,31.4,26.1,59,17,5,21,218,8,12,75,341,185,69,249,28.8,3.5,0.3,10.9,64.4
石川真佑,東レアローズ,17,79,779,305,58,39.2,31.7,82,27,11,18,224,19,46,56,446,206,109,342,32.9,3.9,0.2,9.6,58.4
石橋桃子,デンソーエアリービーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
窪田美侑,日立リヴァーレ,4,81,515,202,23,39.2,34.8,15,4,1,15,289,6,23,63,698,304,183,223,26.7,2.5,0.2,5.5,56.7
筒井さやか,PFUブルーキャッツ,17,79,0,0,0,,,0,0,0,0,0,0,0,0,340,152,93,0,,0.0,0.0,,58.4
籾井あき,JTマーヴェラス,19,78,40,19,3,47.5,40.0,1,1,0,12,189,5,11,40,3,0,0,36,100.0,0.2,0.2,6.5,0.0
細沼綾,KUROBEアクアフェアリーズ,14,22,82,20,4,24.4,19.5,0,0,0,8,60,1,13,15,6,5,0,29,,0.9,0.4,2.5,83.3
綿引菜都美,KUROBEアクアフェアリーズ,6,62,200,77,12,38.5,32.5,2,0,0,42,181,11,11,33,9,3,3,130,0.0,1.2,0.7,9.1,50.0
脇田美怜,ヴィクトリーナ姫路,10,8,38,11,7,28.9,10.5,0,0,0,0,15,0,2,2,55,19,22,11,,1.4,0.0,0.0,54.5
舛田紗淑,KUROBEアクアフェアリーズ,9,52,266,71,19,26.7,19.5,7,1,2,9,142,5,22,41,301,130,69,85,14.3,1.4,0.2,6.9,54.7
芥川愛加,JTマーヴェラス,1,76,194,77,7,39.7,36.1,0,0,0,52,170,12,15,56,13,6,2,141,,1.0,0.7,13.1,53.8
芳賀舞波,日立リヴァーレ,6,49,160,69,11,43.1,36.2,0,0,0,19,176,14,16,65,5,2,0,102,,1.4,0.4,14.9,40.0
若松歩実,埼玉上尾メディックス,15,6,18,3,0,16.7,16.7,1,0,0,0,4,0,1,3,9,3,2,3,0.0,0.5,0.0,12.5,44.4
荒木絵里香,トヨタ車体クインシーズ,11,83,341,154,17,45.2,40.2,1,0,0,84,331,23,16,117,18,4,7,261,0.0,1.9,1.0,14.6,41.7
荒谷栞,NECレッドロケッツ,14,35,110,35,5,31.8,27.3,1,0,0,9,115,4,12,32,2,1,1,48,0.0,1.0,0.3,7.8,75.0
藪田美穂子,トヨタ車体クインシーズ,17,65,331,112,29,33.8,25.1,15,3,5,10,174,4,15,57,427,144,130,126,20.0,1.7,0.2,8.3,48.9
西川有喜,JTマーヴェラス,13,10,51,18,4,35.3,27.5,8,2,2,1,9,1,1,4,0,0,0,20,25.0,1.8,0.1,19.4,
西村弥菜美,岡山シーガルズ,10,55,27,10,1,37.0,33.3,0,0,0,1,91,2,5,27,76,52,9,13,,0.2,0.0,8.2,74.3
