試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
1999-12-26,オレンジアタッカーズ,ユニチカフェニックス,3,1,1,3,,橋本由紀子,4,■,■,■,■,nan,29,17,0,58.6,58.6,4.25,0,0,0,-,1,0.25,20,0,2,4,5.0,24,18,0,75.0,18
1999-12-26,オレンジアタッカーズ,ユニチカフェニックス,3,1,1,4,,先野久美子,4,■,■,■,■,nan,28,14,1,50.0,46.4,3.50,0,0,0,-,1,0.25,19,1,1,4,10.5,4,2,0,50.0,16
1999-12-26,オレンジアタッカーズ,ユニチカフェニックス,3,1,1,5,,関井陽子,4,■,■,■,■,nan,39,22,3,56.4,48.7,5.50,1,0,0,0.0,0,-,11,1,1,3,14.1,22,14,0,63.6,23
1999-12-26,オレンジアタッカーズ,ユニチカフェニックス,3,1,1,8,,大村加奈子,4,■,■,■,■,nan,30,10,2,33.3,26.7,2.50,1,1,0,100.0,1,0.25,18,0,2,4,5.6,0,0,0,-,11
1999-12-26,オレンジアタッカーズ,ユニチカフェニックス,3,1,1,9,L,高橋幸子,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,17,15,0,88.2,0
1999-12-26,オレンジアタッカーズ,ユニチカフェニックス,3,1,1,10,,鶴田桂子,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,13,0,0,2,3.8,0,0,0,-,0
1999-12-26,オレンジアタッカーズ,ユニチカフェニックス,3,1,1,11,,満永ひとみ,4,■,■,■,■,nan,20,8,0,40.0,40.0,2.00,0,0,0,-,3,0.75,16,1,3,2,8.1,13,9,0,69.2,12
1999-12-26,オレンジアタッカーズ,ユニチカフェニックス,3,1,1,12,,池上亜紀,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
1999-12-26,オレンジアタッカーズ,ユニチカフェニックス,3,1,1,14,,酒井千恵,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
1999-12-26,オレンジアタッカーズ,ユニチカフェニックス,3,1,1,15,,黒坂光紀,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
1999-12-26,オレンジアタッカーズ,ユニチカフェニックス,3,1,1,16,,黒澤由布子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
1999-12-26,オレンジアタッカーズ,ユニチカフェニックス,3,1,1,18,,植木真理恵,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
1999-12-26,オレンジアタッカーズ,ユニチカフェニックス,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,146,71,6,48.6,44.5,17.75,2,1,0,50.0,6,1.50,97,3,9,19,7.6,80,58,0,72.5,80
