試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2000-01-30,ユニチカフェニックス,デンソーエアリービーズ,3,0,1,1,,熊前知加子,3,■,■,■,nan,nan,38,14,5,36.8,23.7,4.67,5,3,1,60.0,2,0.67,8,1,1,1,13.1,2,2,0,100.0,17
2000-01-30,ユニチカフェニックス,デンソーエアリービーズ,3,0,1,2,,木村久美,3,■,■,■,nan,nan,25,13,2,52.0,44.0,4.33,1,1,0,100.0,1,0.33,15,0,0,4,6.7,14,13,0,92.9,14
2000-01-30,ユニチカフェニックス,デンソーエアリービーズ,3,0,1,3,,苧坂一美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2000-01-30,ユニチカフェニックス,デンソーエアリービーズ,3,0,1,4,,磯辺絵梨子,3,■,■,■,nan,nan,5,3,1,60.0,40.0,1.00,0,0,0,-,0,-,18,0,1,3,4.2,0,0,0,-,3
2000-01-30,ユニチカフェニックス,デンソーエアリービーズ,3,0,1,5,,内野由希,3,■,■,■,nan,nan,17,5,1,29.4,23.5,1.67,0,0,0,-,0,-,10,0,2,1,2.5,16,13,0,81.2,5
2000-01-30,ユニチカフェニックス,デンソーエアリービーズ,3,0,1,6,,向井久子,3,□,□,□,nan,nan,14,2,0,14.3,14.3,0.67,0,0,0,-,0,-,2,0,1,0,0.0,1,1,0,100.0,2
2000-01-30,ユニチカフェニックス,デンソーエアリービーズ,3,0,1,7,,上田かおり,3,■,■,■,nan,nan,12,7,1,58.3,50.0,2.33,0,0,0,-,3,1.00,13,0,1,1,1.9,1,0,0,0.0,10
2000-01-30,ユニチカフェニックス,デンソーエアリービーズ,3,0,1,8,,澤井美里,3,■,■,■,nan,nan,11,6,0,54.5,54.5,2.00,0,0,0,-,1,0.33,6,0,0,2,8.3,0,0,0,-,7
2000-01-30,ユニチカフェニックス,デンソーエアリービーズ,3,0,1,10,L,佐野優子,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,17,13,0,76.5,0
2000-01-30,ユニチカフェニックス,デンソーエアリービーズ,3,0,1,13,,五十川葉子,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,0.0,2,1,0,50.0,0
2000-01-30,ユニチカフェニックス,デンソーエアリービーズ,3,0,1,14,,中田美和,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2000-01-30,ユニチカフェニックス,デンソーエアリービーズ,3,0,1,15,,芝田安希,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2000-01-30,ユニチカフェニックス,デンソーエアリービーズ,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,122,50,10,41.0,32.8,16.67,6,4,1,66.7,7,2.33,74,1,7,12,5.1,53,43,0,81.1,58
