月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,JTサンダーズ広島,3,,深津旭弘,6,2,2,2,0,0,4,3,0,75.0,75.0,0.5,0,0,0,,1,0.2,29,1,1,6,7.8,1,0,0,0.0
11,JTサンダーズ広島,3,,深津旭弘,28,8,8,8,3,1,11,6,1,54.5,45.5,0.2,0,0,0,,2,0.1,136,3,6,31,6.8,1,0,0,0.0
12,JTサンダーズ広島,3,,深津旭弘,22,6,6,6,2,2,9,6,0,66.7,66.7,0.3,0,0,0,,11,0.5,106,5,8,30,9.9,3,0,0,0.0
01,JTサンダーズ広島,3,,深津旭弘,20,6,6,6,2,0,7,4,0,57.1,57.1,0.2,1,0,0,0.0,7,0.4,97,2,9,20,4.9,1,0,1,50.0
02,JTサンダーズ広島,3,,深津旭弘,18,5,5,5,3,0,12,7,1,58.3,50.0,0.4,0,0,0,,2,0.1,86,8,5,20,13.7,3,0,0,0.0
