月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,JTサンダーズ広島,4,,中島健太,1,0,0,0,0,0,0,0,0,,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,
11,JTサンダーズ広島,4,,中島健太,3,0,0,1,0,0,7,2,1,28.6,14.3,0.7,0,0,0,,0,0.0,8,0,5,1,-12.5,1,1,0,100.0
12,JTサンダーズ広島,4,,中島健太,5,1,1,2,0,0,10,8,1,80.0,70.0,1.6,0,0,0,,1,0.2,9,3,2,0,27.8,1,0,1,50.0
01,JTサンダーズ広島,4,,中島健太,10,3,3,3,1,0,20,15,0,75.0,75.0,1.5,0,0,0,,3,0.3,30,1,3,8,7.5,1,0,0,0.0
02,JTサンダーズ広島,4,,中島健太,14,4,4,4,2,0,21,13,2,61.9,52.4,0.9,0,0,0,,8,0.6,31,0,6,4,-1.6,2,1,0,50.0
