大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,トヨタ車体クインシーズ,48,88,647,221,35,34.2,33,7,4,21.2,2.51,12,0.14,200,4,1,24,28,3.0,450,224,111,62.1,221,12,5,238
スターカンファレンス,トヨタ車体クインシーズ,15,54,391,136,23,34.8,28,7,4,25.0,2.52,8,0.15,127,3,1,15,21,4.3,291,143,76,62.2,136,8,4,148
交流戦,トヨタ車体クインシーズ,6,23,170,56,7,32.9,4,0,0,0.0,2.43,2,0.09,46,0,0,7,3,-2.2,95,38,27,54.2,56,2,0,58
ファイナル８・Ｂグループ,トヨタ車体クインシーズ,3,11,86,29,5,33.7,1,0,0,0.0,2.64,2,0.18,27,1,0,2,4,5.6,64,43,8,73.4,29,2,1,32
V.LEAGUE DIVISION1 WOMEN 2018-19,トヨタ車体クインシーズ,26,89,750,242,49,32.3,39,7,6,17.9,2.72,30,0.34,314,3,4,16,72,6.7,536,263,134,61.6,242,30,7,279
Western Conference,トヨタ車体クインシーズ,8,28,238,95,19,39.9,11,2,2,18.2,3.39,5,0.18,91,0,2,3,22,7.4,148,66,37,57.1,95,5,2,102
交流戦,トヨタ車体クインシーズ,11,34,278,79,17,28.4,21,4,3,19.0,2.32,15,0.44,124,2,2,6,34,8.9,219,109,56,62.6,79,15,4,98
ファイナル８,トヨタ車体クインシーズ,7,27,234,68,13,29.1,7,1,1,14.3,2.52,10,0.37,99,1,0,7,16,3.3,169,88,41,64.2,68,10,1,79
Ｖ・プレミアリーグ女子 2016/17,日立リヴァーレ,28,112,869,294,40,33.8,22,2,2,9.1,2.62,25,0.22,429,4,5,34,156,11.0,743,513,0,69.0,294,25,9,328
レギュラーラウンド,日立リヴァーレ,21,83,627,225,27,35.9,17,2,2,11.8,2.71,20,0.24,331,4,5,28,119,11.4,546,371,0,67.9,225,20,9,254
ファイナル６,日立リヴァーレ,5,22,181,50,10,27.6,3,0,0,0.0,2.27,5,0.23,73,0,0,4,33,11.3,142,97,0,68.3,50,5,0,55
ファイナル３,日立リヴァーレ,2,7,61,19,3,31.1,2,0,0,0.0,2.71,0,-,25,0,0,2,4,4.0,55,45,0,81.8,19,0,0,19
皇后杯全日本選手権大会,,2,6,41,15,1,36.6,1,0,0,0.0,2.5,0,-,28,0,0,1,11,9.8,46,29,0,63.0,15,0,0,15
レギュラーラウンド,,2,6,41,15,1,36.6,1,0,0,0.0,2.5,0,-,28,0,0,1,11,9.8,46,29,0,63.0,15,0,0,15
Ｖ・プレミアリーグ女子 2015/16,日立リヴァーレ,27,105,726,243,50,33.5,29,8,4,27.6,2.31,18,0.17,439,3,13,19,189,13.8,636,390,0,61.3,243,18,16,277
レギュラーラウンド,日立リヴァーレ,21,81,554,202,40,36.5,24,8,3,33.3,2.49,13,0.16,329,2,9,17,140,13.4,468,292,0,62.4,202,13,11,226
ファイナル６,日立リヴァーレ,5,20,135,34,8,25.2,5,0,1,0.0,1.7,5,0.25,95,1,3,1,42,14.6,122,77,0,63.1,34,5,4,43
ファイナル,日立リヴァーレ,1,4,37,7,2,18.9,0,0,0,-,1.75,0,-,15,0,1,1,7,17.0,46,21,0,45.7,7,0,1,8
Ｖ・プレミアリーグ女子 2014/15,日立リヴァーレ,26,81,609,196,19,32.2,72,13,3,18.1,2.42,16,0.20,288,4,1,22,87,9.2,427,295,0,69.1,196,16,5,217
レギュラーラウンド,日立リヴァーレ,21,63,480,155,15,32.3,48,9,1,18.8,2.46,13,0.21,208,3,1,17,64,9.5,325,220,0,67.7,155,13,4,172
ファイナル６,日立リヴァーレ,5,18,129,41,4,31.8,24,4,2,16.7,2.28,3,0.17,80,1,0,5,23,8.4,102,75,0,73.5,41,3,1,45
Ｖ・プレミアリーグ女子 2013/14,日立リヴァーレ,15,49,152,48,7,31.6,1,0,0,0.0,0.98,8,0.16,100,0,3,8,39,12.2,252,169,0,67.1,48,8,3,59
レギュラーラウンド,日立リヴァーレ,15,49,152,48,7,31.6,1,0,0,0.0,0.98,8,0.16,100,0,3,8,39,12.2,252,169,0,67.1,48,8,3,59
レギュラーシーズン通算,,118,415,2890,996,155,34.5,154,32,15,20.8,2.4,84,0.20,1356,14,23,101,442,9.0,2344,1408,196,64.2,996,84,37,1117
通算,,172,530,3794,1259,201,33.2,197,37,19,18.8,2.38,109,0.21,1798,18,27,124,582,8.9,3090,1883,245,64.9,1259,109,45,1413
