大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,埼玉上尾メディックス,20,45,259,82,14,31.7,18,5,1,27.8,1.82,8,0.18,93,2,1,8,13,4.6,232,98,40,50.9,82,8,3,93
スターカンファレンス,埼玉上尾メディックス,10,21,110,37,5,33.6,12,4,1,33.3,1.76,2,0.10,39,0,0,5,4,-0.6,91,38,17,51.1,37,2,0,39
交流戦,埼玉上尾メディックス,5,12,96,26,8,27.1,5,1,0,20.0,2.17,5,0.42,35,2,0,2,5,7.9,84,32,15,47.0,26,5,2,33
ファイナル８・Ａグループ,埼玉上尾メディックス,3,10,46,19,1,41.3,0,0,0,-,1.90,1,0.10,17,0,1,0,3,10.3,53,28,8,60.4,19,1,1,21
セミファイナル②,埼玉上尾メディックス,1,2,7,0,0,0.0,1,0,0,0.0,-,0,-,2,0,0,1,1,0.0,4,0,0,0.0,0,0,0,0
３位決定戦,埼玉上尾メディックス,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,埼玉上尾メディックス,9,9,26,5,1,19.2,0,0,0,-,0.56,0,-,11,0,0,3,2,-2.3,18,4,4,33.3,5,0,0,5
Eastern Conference,埼玉上尾メディックス,4,4,11,2,0,18.2,0,0,0,-,0.50,0,-,5,0,0,0,0,0.0,9,1,2,22.2,2,0,0,2
交流戦,埼玉上尾メディックス,3,4,12,2,0,16.7,0,0,0,-,0.50,0,-,4,0,0,2,2,0.0,4,0,1,12.5,2,0,0,2
ファイナル８,埼玉上尾メディックス,2,1,3,1,1,33.3,0,0,0,-,1.00,0,-,2,0,0,1,0,-12.5,5,3,1,70.0,1,0,0,1
レギュラーシーズン通算,,22,41,229,67,13,29.3,17,5,1,29.4,1.63,7,0.17,83,2,0,9,11,3.0,188,71,35,47.1,67,7,2,76
通算,,29,54,285,87,15,30.5,18,5,1,27.8,1.61,8,0.15,104,2,1,11,15,3.8,250,102,44,49.6,87,8,3,98
