大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,埼玉上尾メディックス,26,96,861,314,61,36.5,59,15,6,25.4,3.27,17,0.18,366,1,12,22,101,8.9,584,261,147,57.3,314,17,13,344
スターカンファレンス,埼玉上尾メディックス,15,56,482,189,34,39.2,38,10,5,26.3,3.38,12,0.21,194,1,2,15,46,5.5,365,159,94,56.4,189,12,3,204
交流戦,埼玉上尾メディックス,6,21,207,69,12,33.3,13,5,0,38.5,3.29,2,0.10,93,0,6,5,32,13.7,97,40,26,54.6,69,2,6,77
ファイナル８・Ａグループ,埼玉上尾メディックス,3,13,123,39,10,31.7,7,0,1,0.0,3.0,3,0.23,58,0,3,1,17,12.1,73,43,17,70.5,39,3,3,45
セミファイナル②,埼玉上尾メディックス,1,3,16,2,4,12.5,1,0,0,0.0,0.67,0,-,7,0,0,0,2,7.1,22,6,4,36.4,2,0,0,2
３位決定戦,埼玉上尾メディックス,1,3,33,15,1,45.5,0,0,0,-,5.0,0,-,14,0,1,1,4,12.5,27,13,6,59.3,15,0,1,16
V.LEAGUE DIVISION1 WOMEN 2018-19,埼玉上尾メディックス,27,103,732,229,31,31.3,51,7,4,13.7,2.22,28,0.27,418,3,14,17,106,9.4,676,307,169,57.9,229,28,17,274
Eastern Conference,埼玉上尾メディックス,10,39,298,92,16,30.9,26,3,3,11.5,2.36,11,0.28,172,1,7,8,45,10.0,238,104,62,56.7,92,11,8,111
交流戦,埼玉上尾メディックス,10,37,246,77,5,31.3,14,4,0,28.6,2.08,8,0.22,146,0,3,6,39,7.7,269,132,57,59.7,77,8,3,88
ファイナル８,埼玉上尾メディックス,7,27,188,60,10,31.9,11,0,1,0.0,2.22,9,0.33,100,2,4,3,22,10.8,169,71,50,56.8,60,9,6,75
レギュラーシーズン通算,,41,153,1233,427,67,34.6,91,22,8,24.2,2.79,33,0.22,605,2,18,34,162,8.6,969,435,239,57.2,427,33,20,480
通算,,53,199,1593,543,92,34.1,110,22,10,20.0,2.73,45,0.23,784,4,26,39,207,9.2,1260,568,316,57.6,543,45,30,618
