大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,埼玉上尾メディックス,26,41,278,96,6,34.5,21,4,1,19.0,2.34,1,0.02,126,1,6,6,23,8.9,247,69,70,42.1,96,1,7,104
スターカンファレンス,埼玉上尾メディックス,15,24,147,50,5,34.0,14,3,1,21.4,2.08,1,0.04,84,0,5,4,16,9.5,139,34,32,36.0,50,1,5,56
交流戦,埼玉上尾メディックス,6,11,102,36,1,35.3,3,1,0,33.3,3.27,0,-,25,0,0,1,2,1.0,84,26,33,50.6,36,0,0,36
ファイナル８・Ａグループ,埼玉上尾メディックス,3,4,23,8,0,34.8,3,0,0,0.0,2.00,0,-,13,1,1,1,4,21.2,15,6,1,43.3,8,0,2,10
セミファイナル②,埼玉上尾メディックス,1,2,6,2,0,33.3,1,0,0,0.0,1.00,0,-,4,0,0,0,1,6.2,9,3,4,55.6,2,0,0,2
３位決定戦,埼玉上尾メディックス,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,埼玉上尾メディックス,13,8,23,9,2,39.1,0,0,0,-,1.12,0,-,8,0,0,1,1,0.0,26,11,4,50.0,9,0,0,9
Eastern Conference,埼玉上尾メディックス,4,2,6,5,0,83.3,0,0,0,-,2.50,0,-,4,0,0,0,0,0.0,11,6,2,63.6,5,0,0,5
交流戦,埼玉上尾メディックス,9,6,17,4,2,23.5,0,0,0,-,0.67,0,-,4,0,0,1,1,0.0,15,5,2,40.0,4,0,0,4
Ｖ・チャレンジリーグⅠ女子 2017/18,トヨタ自動車ヴァルキューレ,18,66,1121,405,62,36.1,186,62,21,33.3,6.14,14,0.21,213,2,5,5,57,9.4,42,20,10,59.5,405,14,7,426
レギュラーラウンド,トヨタ自動車ヴァルキューレ,18,66,1121,405,62,36.1,186,62,21,33.3,6.14,14,0.21,213,2,5,5,57,9.4,42,20,10,59.5,405,14,7,426
Ｖ・チャレンジリーグⅡ女子 2016/17,トヨタ自動車ヴァルキューレ,15,54,713,316,17,44.3,28,10,2,35.7,5.85,23,0.43,209,6,8,23,67,13.9,221,127,0,57.5,316,23,14,353
レギュラーラウンド,トヨタ自動車ヴァルキューレ,15,54,713,316,17,44.3,28,10,2,35.7,5.85,23,0.43,209,6,8,23,67,13.9,221,127,0,57.5,316,23,14,353
チャレンジリーグ入替戦女子2016/17,,2,8,133,54,6,40.6,4,0,1,0.0,6.75,3,0.38,36,1,0,1,14,12.5,29,20,0,69.0,54,3,1,58
チャレンジマッチ,,2,8,133,54,6,40.6,4,0,1,0.0,6.75,3,0.38,36,1,0,1,14,12.5,29,20,0,69.0,54,3,1,58
Ｖ・チャレンジリーグⅡ女子 2015/16,トヨタ自動車ヴァルキューレ,16,64,800,299,23,37.4,27,8,3,29.6,4.67,19,0.30,247,1,6,3,69,9.3,201,86,0,42.8,299,19,7,325
レギュラーラウンド,トヨタ自動車ヴァルキューレ,16,64,800,299,23,37.4,27,8,3,29.6,4.67,19,0.30,247,1,6,3,69,9.3,201,86,0,42.8,299,19,7,325
チャレンジマッチ女子2015/16,トヨタ自動車ヴァルキューレ,2,8,136,55,4,40.4,11,2,2,18.2,6.88,1,0.12,38,0,0,2,14,9.2,16,5,0,31.2,55,1,0,56
チャレンジマッチ,トヨタ自動車ヴァルキューレ,2,8,136,55,4,40.4,11,2,2,18.2,6.88,1,0.12,38,0,0,2,14,9.2,16,5,0,31.2,55,1,0,56
Ｖ・チャレンジリーグ女子 2014/15,トヨタ自動車ヴァルキューレ,18,63,1062,394,53,37.1,142,42,16,29.6,6.25,11,0.17,203,3,3,4,52,9.1,273,166,0,60.8,394,11,6,411
レギュラーラウンド,トヨタ自動車ヴァルキューレ,18,63,1062,394,53,37.1,142,42,16,29.6,6.25,11,0.17,203,3,3,4,52,9.1,273,166,0,60.8,394,11,6,411
レギュラーシーズン通算,,101,290,3968,1509,163,38.0,400,126,43,31.5,5.20,68,0.23,989,12,27,41,264,9.6,986,470,79,51.7,1509,68,39,1616
通算,,110,312,4266,1628,173,38.2,419,128,46,30.5,5.22,72,0.23,1080,14,28,45,297,9.7,1055,504,84,51.8,1628,72,42,1742
