大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,東京ヴェルディ,20,73,499,177,48,35.5,84,27,18,32.1,2.42,19,0.26,245,8,4,25,54,7.9,145,39,50,44.1,177,19,12,208
レギュラーラウンド,東京ヴェルディ,20,73,499,177,48,35.5,84,27,18,32.1,2.42,19,0.26,245,8,4,25,54,7.9,145,39,50,44.1,177,19,12,208
V.LEAGUE DIVISION2 MEN 2018-19,東京ヴェルディ,24,68,312,118,29,37.8,40,14,5,35.0,1.74,18,0.26,189,1,2,12,43,5.7,340,112,84,45.3,118,18,3,139
レギュラーラウンド,東京ヴェルディ,24,68,312,118,29,37.8,40,14,5,35.0,1.74,18,0.26,189,1,2,12,43,5.7,340,112,84,45.3,118,18,3,139
Ｖ・チャレンジリーグⅡ男子 2017/18,東京ヴェルディ,18,41,265,103,19,38.9,47,17,5,36.2,2.51,10,0.24,143,0,2,26,33,2.6,84,39,18,57.1,103,10,2,115
レギュラーラウンド,東京ヴェルディ,18,41,265,103,19,38.9,47,17,5,36.2,2.51,10,0.24,143,0,2,26,33,2.6,84,39,18,57.1,103,10,2,115
Ｖ・チャレンジリーグⅡ男子 2016/17,東京ヴェルディ,21,34,98,44,8,44.9,26,8,3,30.8,1.29,1,0.03,65,1,1,7,13,7.8,24,13,0,54.2,44,1,2,47
レギュラーラウンド,東京ヴェルディ,21,34,98,44,8,44.9,26,8,3,30.8,1.29,1,0.03,65,1,1,7,13,7.8,24,13,0,54.2,44,1,2,47
チャレンジリーグ入替戦男子2016/17,,2,4,10,6,0,60.0,0,0,0,-,1.5,0,-,5,0,0,0,1,5.0,21,11,0,52.4,6,0,0,6
チャレンジマッチ,,2,4,10,6,0,60.0,0,0,0,-,1.5,0,-,5,0,0,0,1,5.0,21,11,0,52.4,6,0,0,6
Ｖ・チャレンジリーグⅠ男子 2015/16,東京ヴェルディ,11,31,242,108,23,44.6,77,32,11,41.6,3.48,9,0.29,101,5,6,28,28,16.6,68,30,0,44.1,108,9,11,128
レギュラーラウンド,東京ヴェルディ,11,31,242,108,23,44.6,77,32,11,41.6,3.48,9,0.29,101,5,6,28,28,16.6,68,30,0,44.1,108,9,11,128
チャレンジマッチ男子2015/16,東京ヴェルディ,2,6,44,19,4,43.2,13,6,1,46.2,3.17,1,0.17,16,0,0,2,5,7.8,12,8,0,66.7,19,1,0,20
チャレンジマッチ,東京ヴェルディ,2,6,44,19,4,43.2,13,6,1,46.2,3.17,1,0.17,16,0,0,2,5,7.8,12,8,0,66.7,19,1,0,20
レギュラーシーズン通算,,94,247,1416,550,127,38.8,274,98,42,35.8,2.23,57,0.23,743,15,15,98,171,6.5,661,233,152,46.7,550,57,30,637
通算,,98,257,1470,575,131,39.1,287,104,43,36.2,2.24,58,0.23,764,15,15,100,177,6.4,694,252,152,47.3,575,58,30,663
