大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,東京ヴェルディ,18,63,0,0,0,-,0,0,0,-,-,0,-,2,0,0,0,0,0.0,339,149,110,60.2,0,0,0,0
レギュラーラウンド,東京ヴェルディ,18,63,0,0,0,-,0,0,0,-,-,0,-,2,0,0,0,0,0.0,339,149,110,60.2,0,0,0,0
V.LEAGUE DIVISION2 MEN 2018-19,東京ヴェルディ,11,28,0,0,0,-,0,0,0,-,-,0,-,28,0,1,0,10,12.5,0,0,0,-,0,0,1,1
レギュラーラウンド,東京ヴェルディ,11,28,0,0,0,-,0,0,0,-,-,0,-,28,0,1,0,10,12.5,0,0,0,-,0,0,1,1
Ｖ・チャレンジリーグⅡ男子 2017/18,東京ヴェルディ,11,19,0,0,0,-,0,0,0,-,-,0,-,25,0,0,1,6,5.0,0,0,0,-,0,0,0,0
レギュラーラウンド,東京ヴェルディ,11,19,0,0,0,-,0,0,0,-,-,0,-,25,0,0,1,6,5.0,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグⅡ男子 2016/17,東京ヴェルディ,7,18,0,0,0,-,0,0,0,-,-,0,-,27,0,0,4,7,6.5,1,0,0,0.0,0,0,0,0
レギュラーラウンド,東京ヴェルディ,7,18,0,0,0,-,0,0,0,-,-,0,-,27,0,0,4,7,6.5,1,0,0,0.0,0,0,0,0
Ｖ・チャレンジリーグⅠ男子 2015/16,東京ヴェルディ,10,15,0,0,0,-,0,0,0,-,-,0,-,15,0,0,1,1,1.7,0,0,0,-,0,0,0,0
レギュラーラウンド,東京ヴェルディ,10,15,0,0,0,-,0,0,0,-,-,0,-,15,0,0,1,1,1.7,0,0,0,-,0,0,0,0
チャレンジマッチ男子2015/16,東京ヴェルディ,2,7,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
チャレンジマッチ,東京ヴェルディ,2,7,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグ男子 2014/15,東京ヴェルディ,6,15,0,0,0,-,0,0,0,-,-,0,-,24,0,0,2,10,10.4,0,0,0,-,0,0,0,0
レギュラーラウンド,東京ヴェルディ,6,15,0,0,0,-,0,0,0,-,-,0,-,24,0,0,2,10,10.4,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,63,158,0,0,0,-,0,0,0,-,-,0,-,121,0,1,8,34,6.2,340,149,110,60.0,0,0,1,1
通算,,65,165,0,0,0,-,0,0,0,-,-,0,-,121,0,1,8,34,6.2,340,149,110,60.0,0,0,1,1
