試合日,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-10-26,6,,カジースキマテイ,3,■,■,■,,,14,9,1,0.6428571428571429,0.5714285714285714,3.00,4,3,0,75.0,0,-,11,2,5,6,20.5,26,13,9,67.3
2019-10-27,6,,カジースキマテイ,4,■,■,■,■,,39,21,0,0.5384615384615384,0.5384615384615384,5.25,6,2,0,33.3,0,-,15,1,3,6,11.7,29,16,6,65.5
2019-11-02,6,,カジースキマテイ,3,■,■,■,,,20,10,1,0.5,0.45,3.33,3,2,0,66.7,3,1.00,17,4,3,9,32.4,31,14,3,50.0
2019-11-09,6,,カジースキマテイ,4,■,■,■,■,,27,15,0,0.5555555555555556,0.5555555555555556,3.75,5,3,0,60.0,2,0.50,19,5,3,7,31.6,43,16,12,51.2
2019-11-10,6,,カジースキマテイ,4,■,■,■,■,,34,14,3,0.4117647058823529,0.3235294117647059,3.50,1,0,1,0.0,3,0.75,15,3,2,7,28.3,22,14,3,70.5
2019-11-16,6,,カジースキマテイ,4,■,■,■,■,,27,15,2,0.5555555555555556,0.4814814814814815,3.75,4,2,0,50.0,4,1.00,18,2,3,9,19.4,30,18,6,70.0
2019-11-17,6,,カジースキマテイ,3,■,■,■,,,20,9,3,0.45,0.3,3.00,2,1,0,50.0,1,0.33,11,2,3,5,22.7,23,10,3,50.0
2019-11-23,6,,カジースキマテイ,3,■,■,■,,,26,10,3,0.38461538461538464,0.2692307692307692,3.33,4,2,0,50.0,2,0.67,9,1,4,4,11.1,32,16,8,62.5
2019-11-24,6,,カジースキマテイ,3,■,■,■,,,9,6,0,0.6666666666666666,0.6666666666666666,2.00,0,0,0,-,0,-,7,0,3,3,0.0,13,10,1,80.8
2019-11-30,6,,カジースキマテイ,5,■,■,■,■,■,35,14,3,0.4,0.3142857142857143,2.80,5,3,1,60.0,1,0.20,20,1,2,7,11.2,52,24,18,63.5
2019-12-01,6,,カジースキマテイ,4,■,■,■,■,,21,11,2,0.5238095238095238,0.42857142857142855,2.75,2,0,1,0.0,0,-,18,4,5,6,23.6,36,20,5,62.5
2019-12-07,6,,カジースキマテイ,3,■,■,■,,,13,7,1,0.5384615384615384,0.4615384615384616,2.33,3,1,0,33.3,0,-,8,0,1,1,0.0,13,7,4,69.2
2019-12-08,6,,カジースキマテイ,3,■,■,■,,,21,13,2,0.6190476190476191,0.5238095238095238,4.33,1,1,0,100.0,1,0.33,14,2,2,7,23.2,23,11,5,58.7
2019-12-14,6,,カジースキマテイ,5,■,■,■,■,■,23,6,1,0.2608695652173913,0.21739130434782608,1.20,3,0,0,0.0,1,0.20,13,1,2,5,13.5,27,12,4,51.9
2019-12-15,6,,カジースキマテイ,3,■,■,■,,,16,8,2,0.5,0.375,2.67,2,0,2,0.0,0,-,14,1,3,3,7.1,20,15,4,85.0
2019-12-21,6,,カジースキマテイ,5,■,■,■,■,■,35,17,2,0.4857142857142857,0.42857142857142855,3.40,8,3,0,37.5,0,-,20,3,5,10,21.2,31,22,4,77.4
2020-01-11,6,,カジースキマテイ,5,■,■,■,■,■,41,21,2,0.5121951219512195,0.4634146341463415,4.20,6,3,0,50.0,1,0.20,20,5,3,9,32.5,52,25,14,61.5
2020-01-12,6,,カジースキマテイ,3,■,■,■,,,12,6,1,0.5,0.4166666666666667,2.00,1,1,0,100.0,2,0.67,13,2,1,8,28.8,25,11,5,54.0
2020-01-18,6,,カジースキマテイ,4,■,■,■,■,,32,21,1,0.65625,0.625,5.25,4,3,0,75.0,3,0.75,15,0,3,3,0.0,29,17,8,72.4
2020-01-19,6,,カジースキマテイ,3,■,■,■,,,17,9,1,0.5294117647058824,0.4705882352941176,3.00,2,2,0,100.0,3,1.00,9,1,4,2,5.6,20,6,9,52.5
2020-01-25,6,,カジースキマテイ,5,■,■,■,■,■,35,20,4,0.5714285714285714,0.4571428571428571,4.00,7,2,2,28.6,3,0.60,25,5,2,11,29.0,30,9,14,53.3
2020-01-26,6,,カジースキマテイ,3,■,■,■,,,29,13,3,0.4482758620689655,0.3448275862068966,4.33,4,1,1,25.0,0,-,10,0,2,5,7.5,18,8,6,61.1
2020-01-31,6,,カジースキマテイ,3,■,■,■,,,13,8,1,0.6153846153846154,0.5384615384615384,2.67,0,0,0,-,3,1.00,18,3,5,6,18.1,23,7,11,54.3
2020-02-08,6,,カジースキマテイ,3,■,■,■,,,20,11,3,0.55,0.4,3.67,4,2,0,50.0,0,-,13,2,3,5,19.2,33,14,11,59.1
2020-02-09,6,,カジースキマテイ,4,■,■,■,■,,28,13,1,0.4642857142857143,0.42857142857142855,3.25,4,2,0,50.0,0,-,18,3,5,4,15.3,42,17,9,51.2
2020-02-15,6,,カジースキマテイ,5,■,■,■,■,■,35,14,1,0.4,0.37142857142857133,2.80,6,4,0,66.7,4,0.80,19,2,2,8,18.4,27,13,4,55.6
2020-02-16,6,,カジースキマテイ,3,■,■,■,,,21,11,2,0.5238095238095238,0.42857142857142855,3.67,2,2,0,100.0,2,0.67,12,0,1,9,16.7,16,7,4,56.2
