試合日,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2012-12-01,12,東京トヨペットグリーンスパークル,1,,伊藤優介,3,■,■,■,nan,nan,12,5,2,0.4166666666666667,0.25,1.67,0,0,0,-,2,0.67,8,0,1,2,6.2,2,1,0,50.0
2012-12-01,12,東京トヨペットグリーンスパークル,2,L,早川紘司,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,15,0,55.6
2012-12-01,12,東京トヨペットグリーンスパークル,3,,馬場裕峰,3,■,■,□,nan,nan,7,1,0,0.14285714285714285,0.14285714285714285,0.33,0,0,0,-,0,-,5,1,2,1,21.0,17,10,0,58.8
2012-12-01,12,東京トヨペットグリーンスパークル,4,,中沢敏浩,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2012-12-01,12,東京トヨペットグリーンスパークル,6,,大貫智博,1,nan,nan,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-
2012-12-01,12,東京トヨペットグリーンスパークル,8,,西片圭佑,3,■,■,■,nan,nan,34,12,2,0.35294117647058826,0.29411764705882354,4.00,17,6,1,35.3,2,0.67,11,0,3,5,11.4,1,0,0,0.0
2012-12-01,12,東京トヨペットグリーンスパークル,10,,池田正一,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2012-12-01,12,東京トヨペットグリーンスパークル,11,,松枝寿明,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2012-12-01,12,東京トヨペットグリーンスパークル,12,,橋本和浩,3,■,■,■,nan,nan,16,8,0,0.5,0.5,2.67,0,0,0,-,1,0.33,8,0,1,3,9.4,1,0,0,0.0
2012-12-01,12,東京トヨペットグリーンスパークル,13,,松葉孝浩,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-
2012-12-01,12,東京トヨペットグリーンスパークル,15,,荒川崇,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,6,0,0,1,4.2,0,0,0,-
2012-12-01,12,東京トヨペットグリーンスパークル,16,,松本敬三,3,■,■,■,nan,nan,20,4,1,0.2,0.15,1.33,0,0,0,-,0,-,10,0,0,3,7.5,19,10,0,52.6
2012-12-01,12,トヨタ自動車サンホークス,4,,渡邉敬太,3,■,■,■,nan,nan,25,11,2,0.44,0.36,3.67,1,0,0,0.0,0,-,12,1,1,2,10.8,0,0,0,-
2012-12-01,12,トヨタ自動車サンホークス,5,,川北陽介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
