名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
中田学,2013-01,警視庁フォートファイターズ,24,22,27,7,4,25.9,11.1,1,1,0,12,64,1,8,23,3,0,0,100.0,0.32,0.55,7.4,0.0
中田学,2013-02,警視庁フォートファイターズ,24,22,14,6,1,42.9,35.7,1,0,0,9,75,1,9,27,2,0,0,0.0,0.27,0.41,7.3,0.0
中田学,2013-03,警視庁フォートファイターズ,24,16,8,2,1,25.0,12.5,0,0,0,15,61,1,6,26,2,0,0,,0.12,0.94,9.8,0.0
中西優介,2012-12,きんでんトリニティーブリッツ,16,8,0,0,0,,,0,0,0,0,10,0,0,3,24,10,0,,0.0,0.0,7.5,41.7
中西優介,2013-01,きんでんトリニティーブリッツ,16,11,7,2,0,28.6,28.6,0,0,0,0,13,0,0,3,25,16,0,,0.18,0.0,5.8,64.0
中西優介,2013-02,きんでんトリニティーブリッツ,16,13,1,1,0,100.0,100.0,0,0,0,0,18,0,0,7,29,14,0,,0.08,0.0,9.7,48.3
中西優介,2013-03,きんでんトリニティーブリッツ,16,5,0,0,0,,,0,0,0,0,4,0,0,2,2,0,0,,0.0,0.0,12.5,0.0
中道元貴,2012-12,警視庁フォートファイターズ,14,14,114,56,10,49.1,40.4,3,0,0,4,52,3,13,20,110,58,0,0.0,4.0,0.29,9.1,52.7
中道元貴,2013-01,警視庁フォートファイターズ,14,20,146,61,18,41.8,29.5,11,8,1,6,81,4,17,35,121,79,0,72.7,3.05,0.3,10.5,65.3
中道元貴,2013-02,警視庁フォートファイターズ,14,22,142,62,16,43.7,32.4,6,2,2,4,87,3,16,43,128,69,0,33.3,2.82,0.18,11.2,53.9
中道元貴,2013-03,警視庁フォートファイターズ,14,15,102,53,7,52.0,45.1,3,1,0,2,61,4,9,26,78,42,0,33.3,3.53,0.13,13.5,53.8
中道淑人,2012-12,大同特殊鋼レッドスター,17,3,0,0,0,,,0,0,0,0,0,0,0,0,17,10,0,,0.0,0.0,,58.8
中道淑人,2013-01,大同特殊鋼レッドスター,17,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
中道淑人,2013-02,大同特殊鋼レッドスター,17,15,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
中道淑人,2013-03,大同特殊鋼レッドスター,17,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,,0.0,0.0,,0.0
丸山祥二,2012-12,つくばユナイテッドSunGAIA,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
丸山祥二,2013-01,つくばユナイテッドSunGAIA,4,6,7,6,1,85.7,71.4,0,0,0,1,13,0,2,7,0,0,0,,1.0,0.17,9.6,
丸山祥二,2013-02,つくばユナイテッドSunGAIA,4,19,41,19,5,46.3,34.1,0,0,0,7,70,2,9,27,7,6,0,,1.0,0.37,9.3,85.7
丸山祥二,2013-03,つくばユナイテッドSunGAIA,4,14,33,21,5,63.6,48.5,0,0,0,3,69,2,6,37,6,3,0,,1.5,0.21,14.1,50.0
久原大輝,2013-01,つくばユナイテッドSunGAIA,19,12,78,27,8,34.6,24.4,6,2,1,3,41,2,8,11,104,64,0,33.3,2.25,0.25,6.7,61.5
久原大輝,2013-02,つくばユナイテッドSunGAIA,19,25,110,53,7,48.2,41.8,3,0,2,3,109,9,15,25,180,134,0,0.0,2.12,0.12,10.6,74.4
久原大輝,2013-03,つくばユナイテッドSunGAIA,19,15,96,42,7,43.8,36.5,7,2,1,6,54,2,9,13,123,77,0,28.6,2.8,0.4,5.6,62.6
二宮弘樹,2012-12,トヨタ自動車サンホークス,14,13,84,37,10,44.0,32.1,3,2,1,2,42,3,5,14,7,0,0,66.7,2.85,0.15,12.5,0.0
二宮弘樹,2013-01,トヨタ自動車サンホークス,14,15,71,22,10,31.0,16.9,2,0,1,3,49,1,4,18,1,0,0,0.0,1.47,0.2,9.2,0.0
二宮弘樹,2013-02,トヨタ自動車サンホークス,14,25,135,69,28,51.1,30.4,7,3,3,9,81,1,5,38,34,12,0,42.9,2.76,0.36,11.4,35.3
二宮弘樹,2013-03,トヨタ自動車サンホークス,14,17,88,26,14,29.5,13.6,1,0,0,5,57,4,4,22,27,9,0,0.0,1.53,0.29,14.9,33.3
五十嵐元,2012-12,つくばユナイテッドSunGAIA,10,15,28,6,6,21.4,0.0,0,0,0,10,51,0,3,11,134,87,0,,0.4,0.67,3.9,64.9
五十嵐元,2013-01,つくばユナイテッドSunGAIA,10,4,10,4,0,40.0,40.0,0,0,0,1,9,1,2,0,16,8,0,,1.0,0.25,5.6,50.0
五十嵐元,2013-02,つくばユナイテッドSunGAIA,10,5,1,1,0,100.0,100.0,0,0,0,0,5,1,1,1,2,1,0,,0.2,0.0,20.0,50.0
五十嵐元,2013-03,つくばユナイテッドSunGAIA,10,6,3,0,1,0.0,-33.3,0,0,0,0,5,0,2,1,8,5,0,,0.0,0.0,-5.0,62.5
井上人哉,2012-12,警視庁フォートファイターズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
井上人哉,2013-01,警視庁フォートファイターズ,7,10,0,0,0,,,0,0,0,0,19,0,3,5,0,0,0,,0.0,0.0,2.6,
井上優人,2012-12,兵庫デルフィーノ,1,12,37,13,1,35.1,32.4,0,0,0,4,41,5,4,11,1,0,0,,1.08,0.33,16.5,0.0
井上優人,2013-01,兵庫デルフィーノ,1,22,67,40,4,59.7,53.7,0,0,0,14,72,3,11,26,1,1,0,,1.82,0.64,9.4,100.0
井上優人,2013-02,兵庫デルフィーノ,1,22,57,18,11,31.6,12.3,0,0,0,16,62,5,12,25,2,2,0,,0.82,0.73,13.3,100.0
井上優人,2013-03,兵庫デルフィーノ,1,16,52,24,4,46.2,38.5,0,0,0,12,46,3,9,26,2,0,0,,1.5,0.75,15.8,0.0
井上周二,2012-12,兵庫デルフィーノ,6,12,52,19,2,36.5,32.7,6,2,0,2,27,0,4,1,102,71,0,33.3,1.58,0.17,-2.8,69.6
井上周二,2013-01,兵庫デルフィーノ,6,12,79,27,7,34.2,25.3,10,3,2,4,31,1,1,8,76,56,0,30.0,2.25,0.33,8.9,73.7
井上周二,2013-02,兵庫デルフィーノ,6,20,136,47,13,34.6,25.0,11,5,1,6,50,0,5,6,135,88,0,45.5,2.35,0.3,0.5,65.2
井上周二,2013-03,兵庫デルフィーノ,6,16,90,29,4,32.2,27.8,7,0,1,2,37,0,1,11,112,69,0,0.0,1.81,0.12,6.8,61.6
今田善仁,2012-12,きんでんトリニティーブリッツ,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
今田善仁,2013-01,きんでんトリニティーブリッツ,4,2,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
今田善仁,2013-02,きんでんトリニティーブリッツ,4,16,0,0,0,,,0,0,0,0,20,1,2,5,0,0,0,,0.0,0.0,8.8,
今田善仁,2013-03,きんでんトリニティーブリッツ,4,8,1,0,0,0.0,0.0,0,0,0,0,11,0,4,3,0,0,0,,0.0,0.0,-2.3,
伊藤優介,2012-12,東京トヨペットグリーンスパークル,1,11,33,10,7,30.3,9.1,1,0,0,3,35,3,4,10,29,15,0,0.0,0.91,0.27,12.9,51.7
伊藤優介,2013-01,東京トヨペットグリーンスパークル,1,14,43,23,2,53.5,48.8,1,0,0,6,46,0,10,12,0,0,0,0.0,1.64,0.43,1.1,
伊藤優介,2013-02,東京トヨペットグリーンスパークル,1,16,57,25,6,43.9,33.3,0,0,0,10,45,3,2,16,4,2,0,,1.56,0.62,14.4,50.0
伊藤優介,2013-03,東京トヨペットグリーンスパークル,1,12,49,14,6,28.6,16.3,7,3,2,3,29,2,2,9,31,7,0,42.9,1.17,0.25,12.9,22.6
伊藤達也,2012-12,近畿クラブスフィーダ,20,14,36,20,1,55.6,52.8,0,0,0,11,46,0,3,17,1,1,0,,1.43,0.79,7.6,100.0
伊藤達也,2013-01,近畿クラブスフィーダ,20,5,9,5,0,55.6,55.6,0,0,0,1,16,0,0,5,0,0,0,,1.0,0.2,7.8,
伊藤達也,2013-02,近畿クラブスフィーダ,20,14,38,20,3,52.6,44.7,0,0,0,0,40,2,1,10,0,0,0,,1.43,0.0,10.6,
伊藤達也,2013-03,近畿クラブスフィーダ,20,9,18,8,2,44.4,33.3,0,0,0,4,30,0,1,12,2,0,0,,0.89,0.44,9.2,0.0
佐々木剛,2012-12,きんでんトリニティーブリッツ,12,9,0,0,0,,,0,0,0,0,12,0,1,5,10,7,0,,0.0,0.0,8.3,70.0
佐々木剛,2013-01,きんでんトリニティーブリッツ,12,19,34,10,5,29.4,14.7,0,0,0,1,66,3,7,22,74,35,0,,0.53,0.05,10.2,47.3
佐々木剛,2013-02,きんでんトリニティーブリッツ,12,23,60,18,9,30.0,15.0,0,0,0,4,94,4,8,36,103,50,0,,0.78,0.17,11.7,48.5
佐々木剛,2013-03,きんでんトリニティーブリッツ,12,14,26,10,4,38.5,23.1,0,0,0,1,42,2,3,14,51,22,0,,0.71,0.07,11.3,43.1
倉田真,2012-12,大同特殊鋼レッドスター,4,15,134,53,8,39.6,33.6,28,16,2,7,60,4,10,26,64,35,0,57.1,3.53,0.47,13.3,54.7
倉田真,2013-01,大同特殊鋼レッドスター,4,18,170,64,13,37.6,30.0,52,25,4,10,67,4,23,17,85,50,0,48.1,3.56,0.56,3.7,58.8
倉田真,2013-02,大同特殊鋼レッドスター,4,24,220,108,8,49.1,45.5,48,30,2,13,101,7,21,46,113,65,0,62.5,4.5,0.54,13.1,57.5
倉田真,2013-03,大同特殊鋼レッドスター,4,18,164,73,10,44.5,38.4,48,19,6,7,70,2,18,21,105,53,0,39.6,4.06,0.39,3.9,50.5
出耒田敬,2013-01,つくばユナイテッドSunGAIA,8,14,137,65,5,47.4,43.8,50,20,4,8,58,2,2,25,0,0,0,40.0,4.64,0.57,13.4,
出耒田敬,2013-02,つくばユナイテッドSunGAIA,8,25,221,114,7,51.6,48.4,87,43,3,10,122,6,4,41,0,0,0,49.4,4.56,0.4,12.5,
出耒田敬,2013-03,つくばユナイテッドSunGAIA,8,9,84,46,6,54.8,47.6,34,16,4,4,40,3,3,17,0,0,0,47.1,5.11,0.44,16.2,
前田一誠,2013-01,つくばユナイテッドSunGAIA,12,14,5,2,1,40.0,20.0,0,0,0,6,54,0,2,25,0,0,0,,0.14,0.43,10.6,
前田一誠,2013-02,つくばユナイテッドSunGAIA,12,25,6,5,0,83.3,83.3,0,0,0,4,79,0,4,29,3,0,0,,0.2,0.16,7.9,0.0
前田一誠,2013-03,つくばユナイテッドSunGAIA,12,15,4,3,0,75.0,75.0,0,0,0,8,47,2,1,17,1,0,0,,0.2,0.53,12.8,0.0
加藤陽一,2012-12,つくばユナイテッドSunGAIA,18,15,111,48,12,43.2,32.4,33,14,5,4,62,7,6,25,32,14,0,42.4,3.2,0.27,19.0,43.8
加藤陽一,2013-01,つくばユナイテッドSunGAIA,18,9,54,20,2,37.0,33.3,3,2,0,6,29,1,5,10,10,8,0,66.7,2.22,0.67,7.8,80.0
加藤陽一,2013-02,つくばユナイテッドSunGAIA,18,16,74,32,7,43.2,33.8,3,1,1,8,74,7,8,30,23,12,0,33.3,2.0,0.5,16.9,52.2
加藤陽一,2013-03,つくばユナイテッドSunGAIA,18,12,59,24,4,40.7,33.9,5,3,0,6,49,3,8,22,17,11,0,60.0,2.0,0.5,13.3,64.7
勝田祥平,2012-12,富士通カワサキレッドスピリッツ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
勝田祥平,2013-01,富士通カワサキレッドスピリッツ,7,10,42,13,7,31.0,14.3,5,1,1,3,35,3,4,14,84,46,0,20.0,1.3,0.3,15.7,54.8
勝田祥平,2013-02,富士通カワサキレッドスピリッツ,7,7,8,3,0,37.5,37.5,0,0,0,0,8,1,3,0,19,7,0,,0.43,0.0,3.1,36.8
勝田祥平,2013-03,富士通カワサキレッドスピリッツ,7,8,31,11,4,35.5,22.6,3,1,1,4,17,0,5,5,56,24,0,33.3,1.38,0.5,0.0,42.9
北山宏樹,2012-12,兵庫デルフィーノ,23,9,22,7,2,31.8,22.7,0,0,0,4,23,0,1,7,0,0,0,,0.78,0.44,6.5,
北山宏樹,2013-01,兵庫デルフィーノ,23,22,61,23,8,37.7,24.6,0,0,0,12,72,1,4,18,4,2,0,,1.05,0.55,6.2,50.0
北山宏樹,2013-02,兵庫デルフィーノ,23,19,57,29,4,50.9,43.9,0,0,0,3,49,1,2,15,1,1,0,,1.53,0.16,8.7,100.0
北山宏樹,2013-03,兵庫デルフィーノ,23,14,33,11,7,33.3,12.1,0,0,0,4,33,1,2,7,1,0,0,,0.79,0.29,6.8,0.0
北沢浩,2012-12,富士通カワサキレッドスピリッツ,15,14,5,3,0,60.0,60.0,0,0,0,0,45,2,1,16,0,0,0,,0.21,0.0,12.8,
北沢浩,2013-01,富士通カワサキレッドスピリッツ,15,13,10,5,1,50.0,40.0,0,0,0,0,42,2,2,16,0,0,0,,0.38,0.0,13.1,
北沢浩,2013-02,富士通カワサキレッドスピリッツ,15,15,4,4,0,100.0,100.0,0,0,0,0,33,1,0,13,3,0,0,,0.27,0.0,12.9,0.0
北沢浩,2013-03,富士通カワサキレッドスピリッツ,15,22,8,5,0,62.5,62.5,0,0,0,0,51,1,1,23,0,0,0,,0.23,0.0,12.7,
南侑佑,2012-12,兵庫デルフィーノ,8,6,0,0,0,,,0,0,0,0,0,0,0,0,49,33,0,,0.0,0.0,,67.3
南侑佑,2013-01,兵庫デルフィーノ,8,15,21,7,1,33.3,28.6,0,0,0,1,12,0,1,1,118,94,0,,0.47,0.07,0.0,79.7
南侑佑,2013-02,兵庫デルフィーノ,8,17,15,4,0,26.7,26.7,0,0,0,1,8,0,0,4,139,58,0,,0.24,0.06,12.5,41.7
南侑佑,2013-03,兵庫デルフィーノ,8,2,0,0,0,,,0,0,0,0,1,0,0,1,1,1,0,,0.0,0.0,25.0,100.0
南拓磨,2012-12,近畿クラブスフィーダ,13,1,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
南拓磨,2013-01,近畿クラブスフィーダ,13,8,5,1,1,20.0,0.0,0,0,0,0,8,1,0,3,6,1,0,,0.12,0.0,21.9,16.7
南拓磨,2013-02,近畿クラブスフィーダ,13,4,0,0,0,,,0,0,0,0,4,0,1,0,0,0,0,,0.0,0.0,-6.2,
原田将志,2012-12,兵庫デルフィーノ,3,12,102,39,13,38.2,25.5,30,11,5,0,42,6,10,12,9,4,0,36.7,3.25,0.0,15.5,44.4
原田将志,2013-01,兵庫デルフィーノ,3,21,141,50,16,35.5,24.1,43,14,5,6,59,3,12,19,15,7,0,32.6,2.38,0.29,8.1,46.7
原田将志,2013-02,兵庫デルフィーノ,3,23,124,41,10,33.1,25.0,42,15,3,4,43,2,10,17,12,1,0,35.7,1.78,0.17,8.7,8.3
原田将志,2013-03,兵庫デルフィーノ,3,13,74,26,8,35.1,24.3,16,6,2,1,25,1,7,6,9,2,0,37.5,2.0,0.08,3.0,22.2
吉野淳,2012-12,つくばユナイテッドSunGAIA,22,15,0,0,0,,,0,0,0,0,0,0,0,0,112,85,0,,0.0,0.0,,75.9
吉野淳,2013-01,つくばユナイテッドSunGAIA,22,14,0,0,0,,,0,0,0,0,0,0,0,0,82,65,0,,0.0,0.0,,79.3
吉野淳,2013-02,つくばユナイテッドSunGAIA,22,25,0,0,0,,,0,0,0,0,0,0,0,0,125,81,0,,0.0,0.0,,64.8
吉野淳,2013-03,つくばユナイテッドSunGAIA,22,15,0,0,0,,,0,0,0,0,0,0,0,0,75,49,0,,0.0,0.0,,65.3
呉屋宏和,2012-12,富士通カワサキレッドスピリッツ,11,3,5,3,1,60.0,40.0,0,0,0,0,6,0,1,1,5,2,0,,1.0,0.0,0.0,40.0
呉屋宏和,2013-01,富士通カワサキレッドスピリッツ,11,6,7,4,0,57.1,57.1,0,0,0,0,2,0,0,2,1,1,0,,0.67,0.0,25.0,100.0
呉屋宏和,2013-02,富士通カワサキレッドスピリッツ,11,7,24,7,3,29.2,16.7,4,2,0,0,5,0,1,2,7,2,0,50.0,1.0,0.0,5.0,28.6
呉屋宏和,2013-03,富士通カワサキレッドスピリッツ,11,9,34,19,4,55.9,44.1,6,4,1,3,29,3,5,10,3,1,0,66.7,2.11,0.33,14.7,33.3
和中謙治,2012-12,近畿クラブスフィーダ,8,8,56,22,6,39.3,28.6,1,0,0,3,28,1,1,5,77,60,0,0.0,2.75,0.38,7.1,77.9
和中謙治,2013-03,近畿クラブスフィーダ,8,7,18,6,0,33.3,33.3,0,0,0,2,18,0,0,3,25,11,0,,0.86,0.29,4.2,44.0
和田雅登,2012-12,近畿クラブスフィーダ,10,2,3,1,0,33.3,33.3,0,0,0,0,4,0,0,2,0,0,0,,0.5,0.0,12.5,
和田雅登,2013-01,近畿クラブスフィーダ,10,9,29,11,1,37.9,34.5,3,1,1,1,11,0,3,4,1,0,0,33.3,1.22,0.11,2.3,0.0
和田雅登,2013-02,近畿クラブスフィーダ,10,7,43,15,3,34.9,27.9,11,3,2,2,19,2,2,7,0,0,0,27.3,2.14,0.29,17.1,
和田雅登,2013-03,近畿クラブスフィーダ,10,11,54,24,6,44.4,33.3,13,3,2,1,23,0,1,7,3,1,0,23.1,2.18,0.09,6.5,33.3
土屋宝士,2012-12,東京ヴェルディ,28,1,5,2,0,40.0,40.0,0,0,0,1,5,0,0,3,0,0,0,,2.0,1.0,15.0,
土屋宝士,2013-01,東京ヴェルディ,28,5,4,2,0,50.0,50.0,0,0,0,1,9,1,1,5,1,0,0,,0.4,0.2,22.2,0.0
土屋宝士,2013-02,東京ヴェルディ,28,16,24,15,1,62.5,58.3,0,0,0,2,28,2,1,11,3,3,0,,0.94,0.12,16.1,100.0
土屋宝士,2013-03,東京ヴェルディ,28,9,8,7,0,87.5,87.5,0,0,0,0,16,0,1,11,2,2,0,,0.78,0.0,15.6,100.0
土志田優宏,2012-12,東京トヨペットグリーンスパークル,14,3,3,0,0,0.0,0.0,0,0,0,0,2,0,2,0,3,2,0,,0.0,0.0,-25.0,66.7
土志田優宏,2013-01,東京トヨペットグリーンスパークル,14,5,5,2,1,40.0,20.0,0,0,0,0,6,1,1,2,1,1,0,,0.4,0.0,20.8,100.0
土志田優宏,2013-02,東京トヨペットグリーンスパークル,14,10,22,8,5,36.4,13.6,0,0,0,0,19,0,7,4,37,15,0,,0.8,0.0,-3.9,40.5
土志田優宏,2013-03,東京トヨペットグリーンスパークル,14,4,3,1,0,33.3,33.3,0,0,0,0,4,0,3,1,10,2,0,,0.25,0.0,-12.5,20.0
塩大地,2012-12,きんでんトリニティーブリッツ,11,11,57,28,9,49.1,33.3,0,0,0,5,19,0,2,5,1,1,0,,2.55,0.45,3.9,100.0
塩大地,2013-01,きんでんトリニティーブリッツ,11,20,100,32,8,32.0,24.0,0,0,0,15,46,2,1,9,5,2,0,,1.6,0.75,8.7,40.0
塩大地,2013-02,きんでんトリニティーブリッツ,11,25,119,56,5,47.1,42.9,0,0,0,20,46,0,1,11,8,3,0,,2.24,0.8,5.4,37.5
塩大地,2013-03,きんでんトリニティーブリッツ,11,10,35,16,1,45.7,42.9,0,0,0,3,20,0,2,7,4,2,0,,1.6,0.3,6.2,50.0
増谷篤,2012-12,近畿クラブスフィーダ,25,5,0,0,0,,,0,0,0,0,11,1,1,4,0,0,0,,0.0,0.0,15.9,
増谷篤,2013-01,近畿クラブスフィーダ,25,9,0,0,0,,,0,0,0,1,10,0,0,2,0,0,0,,0.0,0.11,5.0,
増谷篤,2013-02,近畿クラブスフィーダ,25,9,2,1,0,50.0,50.0,0,0,0,1,19,0,0,4,1,0,0,,0.11,0.11,5.3,0.0
増谷篤,2013-03,近畿クラブスフィーダ,25,4,2,0,1,0.0,-50.0,0,0,0,3,12,1,1,2,0,0,0,,0.0,0.75,10.4,
大下将,2013-01,東京ヴェルディ,22,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大下将,2013-02,東京ヴェルディ,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大保亮太朗,2012-12,トヨタ自動車サンホークス,9,14,61,28,2,45.9,42.6,0,0,0,9,37,0,1,7,2,0,0,,2.0,0.64,4.1,0.0
大保亮太朗,2013-01,トヨタ自動車サンホークス,9,15,65,34,2,52.3,49.2,0,0,0,4,50,1,3,14,1,1,0,,2.27,0.27,7.5,100.0
大保亮太朗,2013-02,トヨタ自動車サンホークス,9,25,96,50,6,52.1,45.8,0,0,0,4,72,1,0,23,0,0,0,,2.0,0.16,9.4,
大保亮太朗,2013-03,トヨタ自動車サンホークス,9,18,97,42,3,43.3,40.2,0,0,0,8,45,0,3,18,0,0,0,,2.33,0.44,8.3,
大泊進祐,2012-12,トヨタ自動車サンホークス,16,14,26,11,3,42.3,30.8,0,0,0,5,51,0,3,22,4,1,0,,0.79,0.36,9.3,25.0
大泊進祐,2013-01,トヨタ自動車サンホークス,16,15,34,13,4,38.2,26.5,0,0,0,6,59,5,6,16,1,1,0,,0.87,0.4,12.7,100.0
