試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2020-01-18,デンソーエアリービーズ,NECレッドロケッツ,1,,中元南,4,■,■,■,■,nan,36,13,3,36.1,27.8,3.25,2,0,1,0.0,3,0.75,9,1,1,2,13.9,28,15,1,55.4,17
2020-01-18,デンソーエアリービーズ,NECレッドロケッツ,6,,田代佳奈美,4,■,■,■,■,nan,2,0,0,0.0,0.0,-,0,0,0,-,3,0.75,24,3,0,6,18.8,2,0,0,0.0,6
2020-01-18,デンソーエアリービーズ,NECレッドロケッツ,7,,早坂梢依,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,1,1.00,0,0,0,0,-,0,0,0,-,1
2020-01-18,デンソーエアリービーズ,NECレッドロケッツ,8,,田原愛里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-01-18,デンソーエアリービーズ,NECレッドロケッツ,9,,小口樹葉,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,6,1,81.2,0
2020-01-18,デンソーエアリービーズ,NECレッドロケッツ,10,,森谷史佳,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0
2020-01-18,デンソーエアリービーズ,NECレッドロケッツ,11,L,井上琴絵,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,10,1,75.0,0
2020-01-18,デンソーエアリービーズ,NECレッドロケッツ,13,,奥村麻依,4,■,■,■,■,nan,13,4,0,30.8,30.8,1.00,0,0,0,-,3,0.75,16,0,0,4,6.2,0,0,0,-,7
2020-01-18,デンソーエアリービーズ,NECレッドロケッツ,15,,鍋谷友理枝,2,■,■,nan,nan,nan,14,3,0,21.4,21.4,1.50,1,0,0,0.0,1,0.50,5,0,0,2,10.0,8,4,0,50.0,4
2020-01-18,デンソーエアリービーズ,NECレッドロケッツ,18,,シニアードジャック,4,■,■,■,■,nan,28,16,1,57.1,53.6,4.00,0,0,0,-,6,1.50,12,0,3,1,-4.2,0,0,0,-,22
2020-01-18,デンソーエアリービーズ,NECレッドロケッツ,20,,東谷玲衣奈,3,nan,□,■,■,nan,19,3,0,15.8,15.8,1.00,2,0,0,0.0,2,0.67,7,0,0,1,3.6,7,6,0,85.7,5
2020-01-18,デンソーエアリービーズ,NECレッドロケッツ,21,,工藤嶺,2,■,■,nan,nan,nan,20,5,4,25.0,5.0,2.50,4,1,2,25.0,0,-,5,0,0,1,5.0,4,2,2,75.0,5
2020-01-18,デンソーエアリービーズ,NECレッドロケッツ,22,,ジャンティタントゥイー,1,□,nan,nan,nan,nan,5,3,0,60.0,60.0,3.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,3
2020-01-18,デンソーエアリービーズ,NECレッドロケッツ,24,,兵頭由希,3,nan,□,■,■,nan,19,5,0,26.3,26.3,1.67,1,1,0,100.0,1,0.33,13,2,1,4,21.2,2,1,0,50.0,8
2020-01-18,デンソーエアリービーズ,NECレッドロケッツ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,156,52,8,33.3,28.2,13.00,10,2,3,20.0,20,5.00,94,6,5,22,10.9,73,44,5,63.7,78
