試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,1,,伊藤優介,5,■,■,■,■,■,6,0,0,0.0,0.0,-,0,0,0,-,1,0.20,20,1,0,10,17.5,0,0,0,-,2
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,2,,早川紘司,5,■,■,■,■,■,16,5,1,31.2,25.0,1.00,0,0,0,-,0,-,15,0,2,5,8.3,35,11,0,31.4,5
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,6,,大貫智博,5,■,■,■,■,■,12,7,1,58.3,50.0,1.40,0,0,0,-,4,0.80,19,0,1,2,2.6,0,0,0,-,11
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,7,,新妻知之,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,8,,西片圭佑,5,■,■,■,■,■,56,19,5,33.9,25.0,3.80,11,4,3,36.4,2,0.40,15,1,2,9,21.7,2,2,0,100.0,22
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,9,L,大澤満,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,23,5,0,21.7,0
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,12,,橋本淳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,13,,小関和樹,5,■,■,■,■,■,4,2,1,50.0,25.0,0.40,0,0,0,-,0,-,17,1,2,4,10.6,1,0,0,0.0,3
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,16,,松本敬三,5,■,■,■,■,■,63,26,2,41.3,38.1,5.20,13,4,0,30.8,0,-,17,0,2,8,11.8,32,21,0,65.6,26
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,157,59,10,37.6,31.2,11.80,24,8,3,33.3,7,1.40,103,3,9,38,11.9,93,39,0,41.9,69
