試合日,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2011-12-10,12,東京トヨペットグリーンスパークル,1,,伊藤優介,3,■,■,■,nan,nan,15,9,1,0.6,0.5333333333333333,3.00,4,2,1,50.0,0,-,6,0,0,0,0.0,7,3,0,42.9
2011-12-10,12,東京トヨペットグリーンスパークル,2,L,早川紘司,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,10,0,45.5
2011-12-10,12,東京トヨペットグリーンスパークル,3,,馬場裕峰,3,■,■,■,nan,nan,15,6,2,0.4,0.26666666666666666,2.00,2,0,0,0.0,0,-,6,0,1,1,4.2,14,9,0,64.3
2011-12-10,12,東京トヨペットグリーンスパークル,4,L,中沢敏浩,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,12,東京トヨペットグリーンスパークル,5,,浅見冬樹,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,0.0,0,0,0,-
2011-12-10,12,東京トヨペットグリーンスパークル,6,,大貫智博,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,12,東京トヨペットグリーンスパークル,8,,西片圭佑,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,0.0,0,0,0,-
2011-12-10,12,東京トヨペットグリーンスパークル,9,,田中淳一,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2011-12-10,12,東京トヨペットグリーンスパークル,10,,池田正一,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,12,東京トヨペットグリーンスパークル,11,,松枝寿明,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,12,東京トヨペットグリーンスパークル,12,,橋本和浩,3,■,■,■,nan,nan,12,1,2,0.08333333333333333,-0.08333333333333333,0.33,1,0,1,0.0,2,0.67,3,0,0,0,0.0,1,1,0,100.0
2011-12-10,12,東京トヨペットグリーンスパークル,13,,井上佑馬,3,■,■,■,nan,nan,5,2,1,0.4,0.2,0.67,0,0,0,-,0,-,7,0,1,2,7.1,1,0,0,0.0
2011-12-10,12,東京トヨペットグリーンスパークル,15,,荒川崇,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,2,1,0,50.0
2011-12-10,12,東京トヨペットグリーンスパークル,16,,松本敬三,3,■,■,■,nan,nan,17,4,3,0.23529411764705882,0.058823529411764705,1.33,0,0,0,-,0,-,5,0,1,1,5.0,18,12,0,66.7
2011-12-10,12,ジェイテクトSTINGS,1,,マティアスラウル,1,nan,nan,■,nan,nan,5,3,0,0.6,0.6,3.00,1,0,0,0.0,1,1.00,5,0,2,2,10.0,5,4,0,80.0
2011-12-10,12,ジェイテクトSTINGS,2,,金丸晃大,3,■,■,■,nan,nan,7,4,0,0.5714285714285714,0.5714285714285714,1.33,0,0,0,-,6,2.00,9,1,0,3,17.2,1,1,0,100.0
2011-12-10,12,ジェイテクトSTINGS,3,,小野孝宏,1,nan,nan,■,nan,nan,6,4,0,0.6666666666666666,0.6666666666666666,4.00,3,2,0,66.7,0,-,2,0,1,0,0.0,0,0,0,-
2011-12-10,12,ジェイテクトSTINGS,4,L,清野真一,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,12,ジェイテクトSTINGS,5,,豊田昇平,1,nan,nan,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,1,0,0.0,0,0,0,-
2011-12-10,12,ジェイテクトSTINGS,6,,高橋慎治,2,■,■,nan,nan,nan,0,0,0,,,-,0,0,0,-,1,0.50,11,2,1,5,27.7,0,0,0,-
2011-12-10,12,ジェイテクトSTINGS,7,,小松高則,1,■,nan,nan,nan,nan,2,1,0,0.5,0.5,1.00,0,0,0,-,1,1.00,2,0,0,0,0.0,0,0,0,-
2011-12-10,12,ジェイテクトSTINGS,8,,松崎良輔,2,nan,■,■,nan,nan,5,4,0,0.8,0.8,2.00,0,0,0,-,1,0.50,8,0,0,3,9.4,0,0,0,-
2011-12-10,12,ジェイテクトSTINGS,9,,石田敬喜,1,nan,nan,■,nan,nan,8,3,1,0.375,0.25,3.00,2,1,0,50.0,1,1.00,9,0,0,3,8.3,2,2,0,100.0
2011-12-10,12,ジェイテクトSTINGS,10,,松原広輔,2,■,■,nan,nan,nan,16,8,0,0.5,0.5,4.00,4,1,0,25.0,2,1.00,6,1,1,4,30.0,7,7,0,100.0
2011-12-10,12,ジェイテクトSTINGS,11,,安井勇誠,1,■,nan,nan,nan,nan,5,4,0,0.8,0.8,4.00,1,1,0,100.0,1,1.00,5,0,1,2,10.0,4,3,0,75.0
2011-12-10,12,ジェイテクトSTINGS,12,L,興梠亮,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,8,0,100.0
2011-12-10,12,ジェイテクトSTINGS,15,,若山智昭,2,■,■,nan,nan,nan,9,7,1,0.7777777777777778,0.6666666666666666,3.50,1,1,0,100.0,0,-,14,0,0,3,5.4,0,0,0,-
2011-12-10,12,ジェイテクトSTINGS,17,,辰巳正敏,1,nan,■,nan,nan,nan,4,2,0,0.5,0.5,2.00,2,1,0,50.0,0,-,1,0,0,1,25.0,3,1,0,33.3
2011-12-10,12,東京ヴェルディ,1,,濱口純一,4,■,■,■,■,nan,14,5,0,0.35714285714285715,0.35714285714285715,1.25,0,0,0,-,2,0.50,21,1,1,4,8.6,36,28,0,77.8
