名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
二宮弘樹,2011-12,トヨタ自動車サンホークス,14,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
二宮弘樹,2012-01,トヨタ自動車サンホークス,14,5,15,7,3,46.7,26.7,1,1,0,0,7,0,2,2,0,0,0,100.0,1.4,0.0,0.0,
二宮弘樹,2012-02,トヨタ自動車サンホークス,14,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
井上人哉,2011-12,警視庁フォートファイターズ,7,4,0,0,0,,,0,0,0,0,6,0,0,1,0,0,0,,0.0,0.0,4.2,
井上人哉,2012-01,警視庁フォートファイターズ,7,4,0,0,0,,,0,0,0,0,4,0,1,1,1,1,0,,0.0,0.0,0.0,100.0
井上佑馬,2011-12,東京トヨペットグリーンスパークル,13,9,27,8,1,29.6,25.9,1,0,0,3,26,0,2,6,1,0,0,0.0,0.89,0.33,3.8,0.0
井上佑馬,2012-01,東京トヨペットグリーンスパークル,13,13,37,17,1,45.9,43.2,1,0,0,6,43,1,4,12,2,1,0,0.0,1.31,0.46,7.0,50.0
井上佑馬,2012-02,東京トヨペットグリーンスパークル,13,6,21,10,3,47.6,33.3,0,0,0,3,15,1,2,4,0,0,0,,1.67,0.5,10.0,
井上優人,2011-12,兵庫デルフィーノ,1,7,22,7,1,31.8,27.3,0,0,0,3,23,0,3,7,0,0,0,,1.0,0.43,4.3,
井上優人,2012-01,兵庫デルフィーノ,1,20,69,31,6,44.9,36.2,1,0,0,9,58,8,9,17,0,0,0,0.0,1.55,0.45,17.2,
井上優人,2012-02,兵庫デルフィーノ,1,7,26,4,4,15.4,0.0,1,0,0,9,20,1,4,8,0,0,0,0.0,0.57,1.29,10.0,
井上周二,2011-12,兵庫デルフィーノ,6,7,55,14,5,25.5,16.4,1,0,0,3,24,0,1,5,40,32,0,0.0,2.0,0.43,4.2,80.0
井上周二,2012-01,兵庫デルフィーノ,6,20,114,40,7,35.1,28.9,10,2,1,2,55,1,3,11,137,91,0,20.0,2.0,0.1,5.5,66.4
井上周二,2012-02,兵庫デルフィーノ,6,7,29,14,2,48.3,41.4,0,0,0,4,10,0,1,3,66,55,0,,2.0,0.57,5.0,83.3
今田善仁,2011-12,きんでんトリニティーブリッツ,4,9,2,0,0,0.0,0.0,0,0,0,1,13,0,0,1,0,0,0,,0.0,0.11,1.9,
今田善仁,2012-01,きんでんトリニティーブリッツ,4,8,6,0,1,0.0,-16.7,1,0,0,2,18,2,0,5,0,0,0,0.0,0.0,0.25,18.1,
伊藤優介,2011-12,東京トヨペットグリーンスパークル,1,9,40,11,5,27.5,15.0,6,2,2,0,13,0,0,3,18,5,0,33.3,1.22,0.0,5.8,27.8
伊藤優介,2012-01,東京トヨペットグリーンスパークル,1,16,113,31,14,27.4,15.0,6,1,4,7,55,1,4,16,71,44,0,16.7,1.94,0.44,7.3,62.0
伊藤優介,2012-02,東京トヨペットグリーンスパークル,1,8,50,19,3,38.0,32.0,2,2,0,8,27,0,4,10,14,5,0,100.0,2.38,1.0,5.6,35.7
伊藤達也,2011-12,近畿クラブスフィーダ,20,4,8,5,0,62.5,62.5,0,0,0,1,3,0,2,1,0,0,0,,1.25,0.25,-8.3,
伊藤達也,2012-01,近畿クラブスフィーダ,20,7,16,10,0,62.5,62.5,0,0,0,2,14,0,0,3,0,0,0,,1.43,0.29,5.4,
佐々木剛,2011-12,きんでんトリニティーブリッツ,12,5,0,0,0,,,0,0,0,0,6,0,1,1,0,0,0,,0.0,0.0,0.0,
佐々木剛,2012-01,きんでんトリニティーブリッツ,12,17,0,0,0,,,0,0,0,0,31,3,2,6,0,0,0,,0.0,0.0,12.9,
佐々木恵三,2011-12,つくばユナイテッドSunGAIA,9,7,57,24,3,42.1,36.8,18,5,1,1,30,0,6,4,5,3,0,27.8,3.43,0.14,-1.7,60.0
佐々木恵三,2012-01,つくばユナイテッドSunGAIA,9,13,77,39,11,50.6,36.4,22,10,4,3,44,1,5,11,12,8,0,45.5,3.0,0.23,5.7,66.7
佐々木恵三,2012-02,つくばユナイテッドSunGAIA,9,7,52,19,6,36.5,25.0,15,6,2,1,39,1,6,5,20,10,0,40.0,2.71,0.14,1.9,50.0
倉田真,2011-12,大同特殊鋼レッドスター,4,7,42,21,3,50.0,42.9,3,2,0,3,40,9,6,11,23,18,0,66.7,3.0,0.43,25.6,78.3
倉田真,2012-01,大同特殊鋼レッドスター,4,23,200,92,17,46.0,37.5,44,22,5,13,94,10,28,29,118,68,0,50.0,4.0,0.57,10.9,57.6
倉田真,2012-02,大同特殊鋼レッドスター,4,4,35,14,1,40.0,37.1,9,3,1,1,20,1,2,10,29,17,0,33.3,3.5,0.25,15.0,58.6
出耒田敬,2011-12,つくばユナイテッドSunGAIA,8,4,16,11,0,68.8,68.8,1,0,0,4,19,0,0,8,0,0,0,0.0,2.75,1.0,10.5,
出耒田敬,2012-01,つくばユナイテッドSunGAIA,8,12,86,48,7,55.8,47.7,33,17,1,2,38,0,2,7,0,0,0,51.5,4.0,0.17,3.3,
出耒田敬,2012-02,つくばユナイテッドSunGAIA,8,6,40,11,1,27.5,25.0,10,3,1,4,17,2,0,6,0,0,0,30.0,1.83,0.67,20.6,
前田一誠,2011-12,つくばユナイテッドSunGAIA,12,7,0,0,0,,,0,0,0,0,26,0,1,9,0,0,0,,0.0,0.0,7.7,
前田一誠,2012-01,つくばユナイテッドSunGAIA,12,13,4,2,0,50.0,50.0,0,0,0,2,49,2,1,11,0,0,0,,0.15,0.15,9.2,
前田一誠,2012-02,つくばユナイテッドSunGAIA,12,7,1,1,0,100.0,100.0,0,0,0,3,23,0,0,6,1,0,0,,0.14,0.43,6.5,0.0
加藤陽一,2011-12,つくばユナイテッドSunGAIA,18,3,25,13,2,52.0,44.0,10,6,2,1,21,4,1,7,1,0,0,60.0,4.33,0.33,26.2,0.0
加藤陽一,2012-01,つくばユナイテッドSunGAIA,18,13,46,19,2,41.3,37.0,8,3,0,1,56,2,8,21,72,50,0,37.5,1.46,0.08,9.4,69.4
加藤陽一,2012-02,つくばユナイテッドSunGAIA,18,6,20,9,2,45.0,35.0,4,1,0,1,24,1,1,6,38,29,0,25.0,1.5,0.17,9.4,76.3
勝田祥平,2011-12,富士通カワサキレッドスピリッツ,7,4,5,2,1,40.0,20.0,0,0,0,0,9,1,0,4,12,9,0,,0.5,0.0,22.2,75.0
勝田祥平,2012-01,富士通カワサキレッドスピリッツ,7,20,46,15,5,32.6,21.7,5,0,1,5,53,8,4,17,58,29,0,0.0,0.75,0.25,21.2,50.0
勝田祥平,2012-02,富士通カワサキレッドスピリッツ,7,6,6,1,1,16.7,0.0,0,0,0,1,11,1,2,2,7,4,0,,0.17,0.17,9.1,57.1
北山宏樹,2011-12,兵庫デルフィーノ,23,5,13,5,0,38.5,38.5,0,0,0,0,6,0,0,3,0,0,0,,1.0,0.0,12.5,
北山宏樹,2012-01,兵庫デルフィーノ,23,15,38,16,2,42.1,36.8,0,0,0,4,41,0,1,12,0,0,0,,1.07,0.27,6.7,
北山宏樹,2012-02,兵庫デルフィーノ,23,4,10,3,0,30.0,30.0,0,0,0,3,20,0,0,6,1,0,0,,0.75,0.75,7.5,0.0
北沢浩,2011-12,富士通カワサキレッドスピリッツ,15,6,4,3,0,75.0,75.0,0,0,0,2,21,2,2,9,0,0,0,,0.5,0.33,17.9,
北沢浩,2012-01,富士通カワサキレッドスピリッツ,15,23,13,8,0,61.5,61.5,0,0,0,3,70,2,8,21,0,0,0,,0.35,0.13,7.5,
北沢浩,2012-02,富士通カワサキレッドスピリッツ,15,6,3,2,0,66.7,66.7,0,0,0,0,13,0,1,1,0,0,0,,0.33,0.0,0.0,
南侑佑,2012-01,兵庫デルフィーノ,8,4,8,1,1,12.5,0.0,0,0,0,0,2,0,0,1,11,5,0,,0.25,0.0,12.5,45.5
原田将志,2011-12,兵庫デルフィーノ,3,7,92,38,7,41.3,33.7,23,10,3,2,23,1,7,7,14,2,0,43.5,5.43,0.29,4.3,14.3
原田将志,2012-01,兵庫デルフィーノ,3,21,179,69,30,38.5,21.8,54,24,16,6,58,1,13,18,20,7,0,44.4,3.29,0.29,3.9,35.0
原田将志,2012-02,兵庫デルフィーノ,3,7,63,22,4,34.9,28.6,17,8,1,2,30,1,6,8,5,0,0,47.1,3.14,0.29,5.0,0.0
吉岡佳徳,2011-12,東京ヴェルディ,26,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉野淳,2011-12,つくばユナイテッドSunGAIA,22,10,0,0,0,,,0,0,0,0,0,0,0,0,51,41,0,,0.0,0.0,,80.4
吉野淳,2012-01,つくばユナイテッドSunGAIA,22,19,0,0,0,,,0,0,0,0,0,0,0,0,133,90,0,,0.0,0.0,,67.7
吉野淳,2012-02,つくばユナイテッドSunGAIA,22,7,0,0,0,,,0,0,0,0,0,0,0,0,40,28,0,,0.0,0.0,,70.0
呉屋宏和,2011-12,富士通カワサキレッドスピリッツ,11,5,26,16,2,61.5,53.8,2,2,0,2,18,0,0,9,32,20,0,100.0,3.2,0.4,12.5,62.5
呉屋宏和,2012-01,富士通カワサキレッドスピリッツ,11,14,68,23,7,33.8,23.5,2,1,1,5,45,1,3,11,90,56,0,50.0,1.64,0.36,6.7,62.2
呉屋宏和,2012-02,富士通カワサキレッドスピリッツ,11,2,9,5,0,55.6,55.6,1,0,0,0,7,0,0,2,10,6,0,0.0,2.5,0.0,7.1,60.0
和中謙治,2012-01,近畿クラブスフィーダ,8,15,52,13,6,25.0,13.5,2,2,0,3,37,4,8,10,103,69,0,100.0,0.87,0.2,12.2,67.0
和中謙治,2012-02,近畿クラブスフィーダ,8,4,0,0,0,,,0,0,0,0,0,0,0,0,20,19,0,,0.0,0.0,,95.0
和井田剛史,2011-12,つくばユナイテッドSunGAIA,21,10,81,43,4,53.1,48.1,31,13,2,2,30,2,9,10,4,2,0,41.9,4.3,0.2,7.5,50.0
和井田剛史,2012-01,つくばユナイテッドSunGAIA,21,13,117,58,10,49.6,41.0,28,16,5,4,41,1,6,11,13,6,0,57.1,4.46,0.31,5.5,46.2
和井田剛史,2012-02,つくばユナイテッドSunGAIA,21,4,33,15,4,45.5,33.3,5,2,2,2,10,1,2,3,4,1,0,40.0,3.75,0.5,12.5,25.0
和田雅登,2011-12,近畿クラブスフィーダ,10,11,88,29,9,33.0,22.7,16,3,3,10,38,0,8,16,4,3,0,18.8,2.64,0.91,5.3,75.0
和田雅登,2012-01,近畿クラブスフィーダ,10,4,14,3,2,21.4,7.1,4,2,1,1,6,0,1,0,0,0,0,50.0,0.75,0.25,-4.2,
和田雅登,2012-02,近畿クラブスフィーダ,10,3,6,2,0,33.3,33.3,0,0,0,0,1,0,1,0,0,0,0,,0.67,0.0,-25.0,
塩大地,2011-12,きんでんトリニティーブリッツ,11,16,96,35,10,36.5,26.0,0,0,0,4,31,0,2,1,4,3,0,,2.19,0.25,-0.8,75.0
塩大地,2012-01,きんでんトリニティーブリッツ,11,22,103,49,6,47.6,41.7,1,0,0,15,42,0,8,4,1,0,0,0.0,2.23,0.68,-2.4,0.0
増谷篤,2011-12,近畿クラブスフィーダ,25,9,1,0,1,0.0,-100.0,0,0,0,1,15,0,1,4,0,0,0,,0.0,0.11,5.0,
増谷篤,2012-01,近畿クラブスフィーダ,25,5,1,0,0,0.0,0.0,0,0,0,1,18,2,0,3,0,0,0,,0.0,0.2,15.3,
増谷篤,2012-02,近畿クラブスフィーダ,25,4,1,1,0,100.0,100.0,0,0,0,1,14,1,2,5,1,0,0,,0.25,0.25,12.5,0.0
大下将,2011-12,東京ヴェルディ,22,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大下将,2012-01,東京ヴェルディ,22,3,7,4,0,57.1,57.1,0,0,0,1,10,1,0,6,0,0,0,,1.33,0.33,25.0,
大泊進祐,2011-12,トヨタ自動車サンホークス,16,9,10,1,4,10.0,-30.0,0,0,0,3,22,0,0,7,1,1,0,,0.11,0.33,8.0,100.0
大泊進祐,2012-01,トヨタ自動車サンホークス,16,10,12,4,1,33.3,25.0,0,0,0,4,38,1,7,9,1,1,0,,0.4,0.4,3.9,100.0
大泊進祐,2012-02,トヨタ自動車サンホークス,16,9,15,11,0,73.3,73.3,0,0,0,8,32,1,2,12,4,2,0,,1.22,0.89,10.9,50.0
大矢佳祐,2012-01,ジェイテクトSTINGS,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大貫智博,2011-12,東京トヨペットグリーンスパークル,6,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大貫智博,2012-01,東京トヨペットグリーンスパークル,6,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
大貫智博,2012-02,東京トヨペットグリーンスパークル,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大野晃義,2011-12,トヨタ自動車サンホークス,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大野晃義,2012-01,トヨタ自動車サンホークス,2,3,0,0,0,,,0,0,0,0,7,0,3,1,0,0,0,,0.0,0.0,-7.1,
大野晃義,2012-02,トヨタ自動車サンホークス,2,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
大隈慎也,2011-12,トヨタ自動車サンホークス,12,10,1,0,0,0.0,0.0,0,0,0,0,28,0,2,6,0,0,0,,0.0,0.0,3.6,
大隈慎也,2012-01,トヨタ自動車サンホークス,12,12,2,2,0,100.0,100.0,0,0,0,1,45,0,1,7,0,0,0,,0.17,0.08,3.3,
大隈慎也,2012-02,トヨタ自動車サンホークス,12,9,3,2,0,66.7,66.7,0,0,0,1,45,3,1,14,0,0,0,,0.22,0.11,13.9,
天本智成,2011-12,近畿クラブスフィーダ,24,11,31,12,1,38.7,35.5,0,0,0,6,36,1,1,8,2,2,0,,1.09,0.55,7.6,100.0
天本智成,2012-01,近畿クラブスフィーダ,24,9,15,9,0,60.0,60.0,0,0,0,2,19,0,1,4,0,0,0,,1.0,0.22,3.9,
天本智成,2012-02,近畿クラブスフィーダ,24,2,10,4,0,40.0,40.0,0,0,0,1,4,0,0,1,0,0,0,,2.0,0.5,6.2,
太田有紀,2011-12,トヨタ自動車サンホークス,1,10,77,30,5,39.0,32.5,14,4,2,2,38,8,11,5,43,26,0,28.6,3.0,0.2,17.1,60.5
太田有紀,2012-01,トヨタ自動車サンホークス,1,11,95,40,13,42.1,28.4,21,8,4,2,39,3,16,12,33,18,0,38.1,3.64,0.18,5.1,54.5
太田有紀,2012-02,トヨタ自動車サンホークス,1,9,76,32,5,42.1,35.5,14,6,1,2,37,4,13,12,26,17,0,42.9,3.56,0.22,10.1,65.4
奥平祐介,2011-12,きんでんトリニティーブリッツ,2,5,0,0,0,,,0,0,0,0,9,0,2,2,0,0,0,,0.0,0.0,0.0,
奥田晃,2011-12,東京ヴェルディ,11,8,4,1,1,25.0,0.0,0,0,0,1,16,0,1,5,0,0,0,,0.12,0.12,6.2,
奥田晃,2012-01,東京ヴェルディ,11,13,7,4,0,57.1,57.1,0,0,0,2,45,1,2,15,0,0,0,,0.31,0.15,9.4,
奥田晃,2012-02,東京ヴェルディ,11,2,0,0,0,,,0,0,0,1,3,0,0,1,0,0,0,,0.0,0.5,8.3,
安井勇誠,2011-12,ジェイテクトSTINGS,11,3,23,12,0,52.2,52.2,2,2,0,1,11,0,3,3,11,7,0,100.0,4.0,0.33,0.0,63.6
安井勇誠,2012-01,ジェイテクトSTINGS,11,18,124,59,8,47.6,41.1,21,13,1,2,82,6,11,24,86,54,0,61.9,3.28,0.11,11.3,62.8
安井勇誠,2012-02,ジェイテクトSTINGS,11,4,20,8,0,40.0,40.0,3,1,0,0,14,2,1,7,21,13,0,33.3,2.0,0.0,25.0,61.9
小川直紀,2012-01,富士通カワサキレッドスピリッツ,18,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小川直紀,2012-02,富士通カワサキレッドスピリッツ,18,5,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
小松高則,2011-12,ジェイテクトSTINGS,7,5,15,10,1,66.7,60.0,0,0,0,2,21,0,0,5,0,0,0,,2.0,0.4,6.0,
小松高則,2012-01,ジェイテクトSTINGS,7,16,48,25,5,52.1,41.7,0,0,0,11,41,1,1,12,2,1,0,,1.56,0.69,9.1,50.0
小松高則,2012-02,ジェイテクトSTINGS,7,4,5,3,0,60.0,60.0,0,0,0,3,6,0,0,4,1,1,0,,0.75,0.75,16.7,100.0
小林雅也,2011-12,大同特殊鋼レッドスター,15,7,14,10,1,71.4,64.3,0,0,0,6,25,3,5,8,1,1,0,,1.43,0.86,15.0,100.0
小林雅也,2012-01,大同特殊鋼レッドスター,15,23,63,31,7,49.2,38.1,0,0,0,19,106,12,19,31,7,5,0,,1.35,0.83,14.2,71.4
小林雅也,2012-02,大同特殊鋼レッドスター,15,4,6,2,3,33.3,-16.7,0,0,0,4,12,1,3,3,1,0,0,,0.5,1.0,8.3,0.0
小野孝宏,2011-12,ジェイテクトSTINGS,3,4,21,12,1,57.1,52.4,9,6,1,0,12,0,2,5,0,0,0,66.7,3.0,0.0,6.2,
小野孝宏,2012-01,ジェイテクトSTINGS,3,4,18,9,3,50.0,33.3,8,4,2,0,5,0,2,0,0,0,0,50.0,2.25,0.0,-10.0,
小野孝宏,2012-02,ジェイテクトSTINGS,3,1,2,0,1,0.0,-50.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小野義隆,2012-01,近畿クラブスフィーダ,15,8,1,1,0,100.0,100.0,0,0,0,0,20,1,1,5,0,0,0,,0.12,0.0,10.0,
小野義隆,2012-02,近畿クラブスフィーダ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山下栄和,2011-12,きんでんトリニティーブリッツ,13,5,0,0,0,,,0,0,0,0,0,0,0,0,19,15,0,,0.0,0.0,,78.9
山下栄和,2012-01,きんでんトリニティーブリッツ,13,22,0,0,0,,,0,0,0,0,0,0,0,0,115,77,0,,0.0,0.0,,67.0
山下秀人,2011-12,大同特殊鋼レッドスター,18,6,5,4,0,80.0,80.0,1,0,0,0,4,0,0,1,14,9,0,0.0,0.67,0.0,6.2,64.3
山下秀人,2012-01,大同特殊鋼レッドスター,18,19,52,13,8,25.0,9.6,0,0,0,4,45,1,2,10,124,78,0,,0.68,0.21,6.7,62.9
山下秀人,2012-02,大同特殊鋼レッドスター,18,2,4,1,0,25.0,25.0,0,0,0,2,4,0,0,0,18,8,0,,0.5,1.0,0.0,44.4
山原健太,2011-12,きんでんトリニティーブリッツ,6,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
山原健太,2012-01,きんでんトリニティーブリッツ,6,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
山口純平,2011-12,大同特殊鋼レッドスター,1,2,4,2,0,50.0,50.0,2,1,0,0,1,0,0,0,0,0,0,50.0,1.0,0.0,0.0,
山口純平,2012-01,大同特殊鋼レッドスター,1,2,10,1,1,10.0,0.0,3,0,0,1,3,0,0,2,0,0,0,0.0,0.5,0.5,16.7,
山口純平,2012-02,大同特殊鋼レッドスター,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本一総,2011-12,トヨタ自動車サンホークス,8,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
山本一総,2012-01,トヨタ自動車サンホークス,8,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
山本一総,2012-02,トヨタ自動車サンホークス,8,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
山本健登,2011-12,近畿クラブスフィーダ,16,14,89,40,5,44.9,39.3,4,2,1,1,51,0,4,12,42,30,0,50.0,2.86,0.07,3.9,71.4
山本健登,2012-01,近畿クラブスフィーダ,16,10,33,10,4,30.3,18.2,1,1,0,1,18,0,1,8,46,26,0,100.0,1.0,0.1,9.7,56.5
山本健登,2012-02,近畿クラブスフィーダ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本英之,2011-12,近畿クラブスフィーダ,29,4,5,1,0,20.0,20.0,0,0,0,3,6,0,0,2,0,0,0,,0.25,0.75,8.3,
山本英之,2012-01,近畿クラブスフィーダ,29,5,5,3,0,60.0,60.0,0,0,0,3,6,0,1,3,1,0,0,,0.6,0.6,8.3,0.0
山本英之,2012-02,近畿クラブスフィーダ,29,4,14,9,1,64.3,57.1,0,0,0,1,7,0,1,1,3,3,0,,2.25,0.25,0.0,100.0
山近哲,2012-01,近畿クラブスフィーダ,13,15,150,56,17,37.3,26.0,51,16,9,6,36,1,10,2,7,0,0,31.4,3.73,0.4,-2.8,0.0
山近哲,2012-02,近畿クラブスフィーダ,13,4,40,21,3,52.5,45.0,11,8,0,2,17,1,3,2,1,1,0,72.7,5.25,0.5,4.4,100.0
岡本侑,2011-12,近畿クラブスフィーダ,21,14,109,51,15,46.8,33.0,11,7,1,8,50,3,5,16,109,78,0,63.6,3.64,0.57,11.5,71.6
