名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
マティアスラウル,ジェイテクトSTINGS,1,16,118,68,9,57.6,50.0,34,17,3,7,62,3,18,19,47,32,0,50.0,4.25,0.44,5.2,68.1
三芳健斗,富士通カワサキレッドスピリッツ,6,32,81,38,4,46.9,42.0,0,0,0,19,82,3,18,20,2,1,0,,1.19,0.59,4.3,50.0
上村駿,東京ヴェルディ,35,3,2,0,0,0.0,0.0,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
中島俊介,東京ヴェルディ,15,30,242,120,26,49.6,38.8,62,29,13,9,116,17,23,40,82,38,0,46.8,4.0,0.3,18.3,46.3
中島健太,近畿クラブスフィーダ,19,19,116,34,18,29.3,13.8,16,2,6,6,50,2,5,4,4,1,0,12.5,1.79,0.32,3.5,25.0
中川剛,富士通カワサキレッドスピリッツ,1,31,269,136,19,50.6,43.5,99,51,9,7,113,2,6,33,0,0,0,51.5,4.39,0.23,7.7,
中村耕平,東京ヴェルディ,29,4,0,0,0,,,0,0,0,0,5,0,1,1,0,0,0,,0.0,0.0,0.0,
中村航太朗,警視庁フォートファイターズ,13,17,72,28,9,38.9,26.4,10,0,3,2,46,2,12,11,52,34,0,0.0,1.65,0.12,3.8,65.4
中沢敏浩,東京トヨペットグリーンスパークル,4,23,0,0,0,,,0,0,0,0,0,0,0,0,128,76,0,,0.0,0.0,,59.4
中田学,警視庁フォートファイターズ,24,24,201,84,15,41.8,34.3,54,21,8,8,77,4,18,16,84,58,0,38.9,3.5,0.33,4.5,69.0
中西優介,きんでんトリニティーブリッツ,16,16,1,0,1,0.0,-100.0,0,0,0,0,17,0,1,6,7,4,0,,0.0,0.0,7.4,57.1
中道元貴,警視庁フォートファイターズ,14,26,190,89,29,46.8,31.6,27,12,7,12,104,11,16,38,176,121,0,44.4,3.42,0.46,15.9,68.8
中道淑人,大同特殊鋼レッドスター,17,19,0,0,0,,,0,0,0,0,17,0,5,2,31,21,0,,0.0,0.0,-4.4,67.7
久原大輝,つくばユナイテッドSunGAIA,19,14,23,15,0,65.2,65.2,0,0,0,1,35,4,4,9,71,55,0,,1.07,0.07,15.0,77.5
二宮弘樹,トヨタ自動車サンホークス,14,8,15,7,3,46.7,26.7,1,1,0,0,9,0,2,3,0,0,0,100.0,0.88,0.0,2.8,
井上人哉,警視庁フォートファイターズ,7,8,0,0,0,,,0,0,0,0,10,0,1,2,1,1,0,,0.0,0.0,2.5,100.0
井上佑馬,東京トヨペットグリーンスパークル,13,28,85,35,5,41.2,35.3,2,0,0,12,84,2,8,22,3,1,0,0.0,1.25,0.43,6.5,33.3
井上優人,兵庫デルフィーノ,1,34,117,42,11,35.9,26.5,2,0,0,21,101,9,16,32,0,0,0,0.0,1.24,0.62,12.9,
井上周二,兵庫デルフィーノ,6,34,198,68,14,34.3,27.3,11,2,1,9,89,1,5,19,243,178,0,18.2,2.0,0.26,5.1,73.3
今田善仁,きんでんトリニティーブリッツ,4,17,8,0,1,0.0,-12.5,1,0,0,3,31,2,0,6,0,0,0,0.0,0.0,0.18,11.3,
伊藤優介,東京トヨペットグリーンスパークル,1,33,203,61,22,30.0,19.2,14,5,6,15,95,1,8,29,103,54,0,35.7,1.85,0.45,6.6,52.4
伊藤達也,近畿クラブスフィーダ,20,11,24,15,0,62.5,62.5,0,0,0,3,17,0,2,4,0,0,0,,1.36,0.27,2.9,
佐々木剛,きんでんトリニティーブリッツ,12,22,0,0,0,,,0,0,0,0,37,3,3,7,0,0,0,,0.0,0.0,10.8,
佐々木恵三,つくばユナイテッドSunGAIA,9,27,186,82,20,44.1,33.3,55,21,7,5,113,2,17,20,37,21,0,38.2,3.04,0.19,2.4,56.8
倉田真,大同特殊鋼レッドスター,4,34,277,127,21,45.8,38.3,56,27,6,17,154,20,36,50,170,103,0,48.2,3.74,0.5,15.3,60.6
出耒田敬,つくばユナイテッドSunGAIA,8,22,142,70,8,49.3,43.7,44,20,2,10,74,2,2,21,0,0,0,45.5,3.18,0.45,9.1,
前田一誠,つくばユナイテッドSunGAIA,12,27,5,3,0,60.0,60.0,0,0,0,5,98,2,2,26,1,0,0,,0.11,0.19,8.2,0.0
加藤陽一,つくばユナイテッドSunGAIA,18,22,91,41,6,45.1,38.5,22,10,2,3,101,7,10,34,111,79,0,45.5,1.86,0.14,12.9,71.2
勝田祥平,富士通カワサキレッドスピリッツ,7,30,57,18,7,31.6,19.3,5,0,1,6,73,10,6,23,77,42,0,0.0,0.6,0.2,19.5,54.5
北山宏樹,兵庫デルフィーノ,23,24,61,24,2,39.3,36.1,0,0,0,7,67,0,1,21,1,0,0,,1.0,0.29,7.5,0.0
北沢浩,富士通カワサキレッドスピリッツ,15,35,20,13,0,65.0,65.0,0,0,0,5,104,4,11,31,0,0,0,,0.37,0.14,8.7,
南侑佑,兵庫デルフィーノ,8,4,8,1,1,12.5,0.0,0,0,0,0,2,0,0,1,11,5,0,,0.25,0.0,12.5,45.5
原田将志,兵庫デルフィーノ,3,35,334,129,41,38.6,26.3,94,42,20,10,111,3,26,33,39,9,0,44.7,3.69,0.29,4.3,23.1
吉岡佳徳,東京ヴェルディ,26,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉野淳,つくばユナイテッドSunGAIA,22,36,0,0,0,,,0,0,0,0,0,0,0,0,224,159,0,,0.0,0.0,,71.0
呉屋宏和,富士通カワサキレッドスピリッツ,11,21,103,44,9,42.7,34.0,5,3,1,7,70,1,3,22,132,82,0,60.0,2.1,0.33,8.2,62.1
和中謙治,近畿クラブスフィーダ,8,19,52,13,6,25.0,13.5,2,2,0,3,37,4,8,10,123,88,0,100.0,0.68,0.16,12.2,71.5
和井田剛史,つくばユナイテッドSunGAIA,21,27,231,116,18,50.2,42.4,64,31,9,8,81,4,17,24,21,9,0,48.4,4.3,0.3,7.1,42.9
和田雅登,近畿クラブスフィーダ,10,18,108,34,11,31.5,21.3,20,5,4,11,45,0,10,16,4,3,0,25.0,1.89,0.61,3.3,75.0
塩大地,きんでんトリニティーブリッツ,11,38,199,84,16,42.2,34.2,1,0,0,19,73,0,10,5,5,3,0,0.0,2.21,0.5,-1.7,60.0
増谷篤,近畿クラブスフィーダ,25,18,3,1,1,33.3,0.0,0,0,0,3,47,3,3,12,1,0,0,,0.06,0.17,11.2,0.0
大下将,東京ヴェルディ,22,4,7,4,0,57.1,57.1,0,0,0,1,10,1,0,6,0,0,0,,1.0,0.25,25.0,
大泊進祐,トヨタ自動車サンホークス,16,28,37,16,5,43.2,29.7,0,0,0,15,92,2,9,28,6,4,0,,0.57,0.54,7.3,66.7
大矢佳祐,ジェイテクトSTINGS,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大貫智博,東京トヨペットグリーンスパークル,6,3,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
大野晃義,トヨタ自動車サンホークス,2,4,0,0,0,,,0,0,0,0,8,0,4,1,0,0,0,,0.0,0.0,-9.4,
大隈慎也,トヨタ自動車サンホークス,12,31,6,4,0,66.7,66.7,0,0,0,2,118,3,4,27,0,0,0,,0.13,0.06,7.4,
天本智成,近畿クラブスフィーダ,24,22,56,25,1,44.6,42.9,0,0,0,9,59,1,2,13,2,2,0,,1.14,0.41,6.4,100.0
太田有紀,トヨタ自動車サンホークス,1,30,248,102,23,41.1,31.9,49,18,7,6,114,15,40,29,102,61,0,36.7,3.4,0.2,10.7,59.8
奥平祐介,きんでんトリニティーブリッツ,2,5,0,0,0,,,0,0,0,0,9,0,2,2,0,0,0,,0.0,0.0,0.0,
奥田晃,東京ヴェルディ,11,23,11,5,1,45.5,36.4,0,0,0,4,64,1,3,21,0,0,0,,0.22,0.17,8.6,
安井勇誠,ジェイテクトSTINGS,11,25,167,79,8,47.3,42.5,26,16,1,3,107,8,15,34,118,74,0,61.5,3.16,0.12,11.9,62.7
小川直紀,富士通カワサキレッドスピリッツ,18,7,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
小松高則,ジェイテクトSTINGS,7,25,68,38,6,55.9,47.1,0,0,0,16,68,1,1,21,3,2,0,,1.52,0.64,8.8,66.7
小林雅也,大同特殊鋼レッドスター,15,34,83,43,11,51.8,38.6,0,0,0,29,143,16,27,42,9,6,0,,1.26,0.85,13.8,66.7
小野孝宏,ジェイテクトSTINGS,3,9,41,21,5,51.2,39.0,17,10,3,0,17,0,4,5,0,0,0,58.8,2.33,0.0,1.5,
小野義隆,近畿クラブスフィーダ,15,8,1,1,0,100.0,100.0,0,0,0,0,20,1,1,5,0,0,0,,0.12,0.0,10.0,
山下栄和,きんでんトリニティーブリッツ,13,27,0,0,0,,,0,0,0,0,0,0,0,0,134,92,0,,0.0,0.0,,68.7
山下秀人,大同特殊鋼レッドスター,18,27,61,18,8,29.5,16.4,1,0,0,6,53,1,2,11,156,95,0,0.0,0.67,0.22,6.1,60.9
山原健太,きんでんトリニティーブリッツ,6,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,,0.0,0.0,-8.3,
山口純平,大同特殊鋼レッドスター,1,4,14,3,1,21.4,14.3,5,1,0,1,4,0,0,2,0,0,0,20.0,0.75,0.25,12.5,
山本一総,トヨタ自動車サンホークス,8,3,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
山本健登,近畿クラブスフィーダ,16,24,122,50,9,41.0,33.6,5,3,1,2,69,0,5,20,88,56,0,60.0,2.08,0.08,5.4,63.6
山本英之,近畿クラブスフィーダ,29,13,24,13,1,54.2,50.0,0,0,0,7,19,0,2,6,4,3,0,,1.0,0.54,5.3,75.0
山近哲,近畿クラブスフィーダ,13,19,190,77,20,40.5,30.0,62,24,9,8,53,2,13,4,8,1,0,38.7,4.05,0.42,-0.5,12.5
岡本侑,近畿クラブスフィーダ,21,27,175,79,19,45.1,34.3,16,11,1,9,99,6,12,33,245,175,0,68.8,2.93,0.33,11.4,71.4
岡村義郎,富士通カワサキレッドスピリッツ,10,21,38,20,0,52.6,52.6,0,0,0,12,41,0,2,14,1,1,0,,0.95,0.57,7.3,100.0
岩井浩二,富士通カワサキレッドスピリッツ,14,32,193,101,14,52.3,45.1,22,11,2,10,130,12,15,33,129,74,0,50.0,3.16,0.31,12.7,57.4
岩田岳大,つくばユナイテッドSunGAIA,7,3,0,0,0,,,0,0,0,0,6,0,0,3,0,0,0,,0.0,0.0,12.5,
