名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
カルデロンディアスロシル,2016-10,埼玉上尾メディックス,12,20,7,75,42,7,56.0,46.7,15,6,4,7,21,1,5,4,0,0,0,40.0,6.0,1.0,3.6,
カルデロンディアスロシル,2016-11,埼玉上尾メディックス,12,66,14,132,81,7,61.4,56.1,25,10,3,16,40,3,11,12,0,0,0,40.0,5.79,1.14,8.1,
カルデロンディアスロシル,2016-12,埼玉上尾メディックス,12,24,6,61,42,4,68.9,62.3,11,5,2,6,19,1,5,7,0,0,0,45.5,7.0,1.0,7.9,
カルデロンディアスロシル,2017-01,埼玉上尾メディックス,12,3,10,136,62,12,45.6,36.8,24,8,3,4,29,3,3,11,0,0,0,33.3,6.2,0.4,17.2,
カルデロンディアスロシル,2017-02,埼玉上尾メディックス,12,12,20,220,123,23,55.9,45.5,28,16,6,9,46,3,8,10,3,1,0,57.1,6.15,0.45,7.6,33.3
クリスティアネフュルスト,2016-10,デンソーエアリービーズ,21,20,5,20,13,0,65.0,65.0,0,0,0,3,13,2,2,8,5,1,0,,2.6,0.6,26.9,20.0
クリスティアネフュルスト,2016-11,デンソーエアリービーズ,21,66,20,90,49,3,54.4,51.1,0,0,0,18,62,5,6,22,6,4,0,,2.45,0.9,14.5,66.7
クリスティアネフュルスト,2016-12,デンソーエアリービーズ,21,24,5,30,14,2,46.7,40.0,0,0,0,5,16,3,2,10,1,1,0,,2.8,1.0,31.2,100.0
クリスティアネフュルスト,2017-01,デンソーエアリービーズ,21,7,23,122,66,4,54.1,50.8,0,0,0,30,73,7,3,37,1,1,0,,2.87,1.3,21.2,100.0
クリスティアネフュルスト,2017-02,デンソーエアリービーズ,21,8,16,79,36,3,45.6,41.8,0,0,0,17,51,4,4,16,1,1,0,,2.25,1.06,13.7,100.0
レラ留奈,2016-10,KUROBEアクアフェアリーズ,16,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
レラ留奈,2016-11,KUROBEアクアフェアリーズ,16,66,3,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
レラ留奈,2016-12,KUROBEアクアフェアリーズ,16,24,2,1,1,0,100.0,100.0,0,0,0,0,1,0,0,1,0,0,0,,0.5,0.0,25.0,
レラ留奈,2017-01,KUROBEアクアフェアリーズ,16,5,13,9,2,0,22.2,22.2,0,0,0,0,42,1,2,9,0,0,0,,0.15,0.0,6.5,
レラ留奈,2017-02,KUROBEアクアフェアリーズ,16,12,4,0,0,0,,,0,0,0,0,7,0,1,2,1,0,0,,0.0,0.0,3.6,0.0
七種友紀子,2016-10,埼玉上尾メディックス,22,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
七種友紀子,2016-11,埼玉上尾メディックス,22,55,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
七種友紀子,2016-12,埼玉上尾メディックス,22,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
七種友紀子,2017-01,埼玉上尾メディックス,22,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
三浦茉実,2016-10,埼玉上尾メディックス,9,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
三浦茉実,2016-11,埼玉上尾メディックス,9,66,8,13,4,2,30.8,15.4,0,0,0,1,5,0,1,0,10,4,0,,0.5,0.12,-5.0,40.0
三浦茉実,2016-12,埼玉上尾メディックス,9,24,2,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,7,4,0,,0.0,0.0,,57.1
三浦茉実,2017-01,埼玉上尾メディックス,9,5,14,29,10,1,34.5,31.0,0,0,0,1,10,0,0,3,28,15,0,,0.71,0.07,7.5,53.6
三浦茉実,2017-02,埼玉上尾メディックス,9,10,6,14,5,1,35.7,28.6,0,0,0,2,7,0,2,3,1,0,0,,0.83,0.33,3.6,0.0
中元南,2016-10,デンソーエアリービーズ,1,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中元南,2016-11,デンソーエアリービーズ,1,44,3,8,2,0,25.0,25.0,0,0,0,0,2,0,0,1,1,0,0,,0.67,0.0,12.5,0.0
中元南,2016-12,デンソーエアリービーズ,1,12,1,2,0,0,0.0,0.0,1,0,0,0,2,0,0,0,3,2,0,0.0,0.0,0.0,0.0,66.7
中元南,2017-01,デンソーエアリービーズ,1,1,1,4,1,0,25.0,25.0,0,0,0,0,2,1,0,1,1,0,0,,1.0,0.0,62.5,0.0
中川千世,2016-10,デンソーエアリービーズ,7,20,3,4,1,0,25.0,25.0,0,0,0,1,1,0,1,0,7,2,0,,0.33,0.33,-25.0,28.6
中川千世,2016-11,デンソーエアリービーズ,7,66,2,0,0,0,,,0,0,0,0,0,0,0,0,5,4,0,,0.0,0.0,,80.0
中川千世,2016-12,デンソーエアリービーズ,7,24,1,0,0,0,,,0,0,0,0,0,0,0,0,10,5,0,,0.0,0.0,,50.0
中川千世,2017-01,デンソーエアリービーズ,7,7,11,21,9,0,42.9,42.9,0,0,0,0,6,0,0,1,22,11,0,,0.82,0.0,4.2,50.0
中川千世,2017-02,デンソーエアリービーズ,7,8,5,32,16,2,50.0,43.8,1,1,0,4,19,0,1,1,33,27,0,100.0,3.2,0.8,0.0,81.8
中村彩,2016-10,フォレストリーヴズ熊本,16,20,8,0,0,0,,,0,0,0,0,0,0,0,0,35,24,0,,0.0,0.0,,68.6
中村彩,2016-11,フォレストリーヴズ熊本,16,66,22,0,0,0,,,0,0,0,0,0,0,0,0,73,52,0,,0.0,0.0,,71.2
中村彩,2016-12,フォレストリーヴズ熊本,16,24,7,0,0,0,,,0,0,0,0,0,0,0,0,28,16,0,,0.0,0.0,,57.1
中村彩,2017-01,フォレストリーヴズ熊本,16,7,25,0,0,0,,,0,0,0,0,0,0,0,0,74,43,0,,0.0,0.0,,58.1
中村彩,2017-02,フォレストリーヴズ熊本,16,8,14,0,0,0,,,0,0,0,0,0,0,0,0,41,22,0,,0.0,0.0,,53.7
中村早紀子,2016-11,JAぎふリオレーナ,10,44,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,,0.0,0.0,,0.0
中村早紀子,2016-12,JAぎふリオレーナ,10,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中村早紀子,2017-01,JAぎふリオレーナ,10,5,17,145,46,11,31.7,24.1,5,1,2,2,58,2,3,29,117,70,0,20.0,2.71,0.12,14.7,59.8
中村早紀子,2017-02,JAぎふリオレーナ,10,12,19,123,38,4,30.9,27.6,1,0,0,3,38,0,2,21,133,72,0,0.0,2.0,0.16,12.5,54.1
中田唯香,2016-10,仙台ベルフィーユ,12,20,6,24,7,1,29.2,25.0,0,0,0,0,11,0,0,5,33,16,0,,1.17,0.0,11.4,48.5
中田唯香,2016-11,仙台ベルフィーユ,12,66,13,60,16,3,26.7,21.7,0,0,0,0,24,0,0,9,57,40,0,,1.23,0.0,9.4,70.2
中田唯香,2016-12,仙台ベルフィーユ,12,24,6,46,14,2,30.4,26.1,0,0,0,1,19,0,0,7,58,22,0,,2.33,0.17,9.2,37.9
中田唯香,2017-01,仙台ベルフィーユ,12,7,28,154,49,13,31.8,23.4,0,0,0,3,80,2,0,37,182,117,0,,1.75,0.11,14.1,64.3
中田唯香,2017-02,仙台ベルフィーユ,12,8,16,109,34,7,31.2,24.8,0,0,0,0,54,0,3,14,92,61,0,,2.12,0.0,5.1,66.3
中野清香,2016-10,仙台ベルフィーユ,8,20,3,18,5,1,27.8,22.2,4,1,0,2,9,0,0,3,0,0,0,25.0,1.67,0.67,8.3,
中野清香,2016-11,仙台ベルフィーユ,8,66,5,64,23,2,35.9,32.8,1,0,0,2,21,1,4,8,1,1,0,0.0,4.6,0.4,9.5,100.0
中野清香,2016-12,仙台ベルフィーユ,8,24,6,76,21,6,27.6,19.7,3,1,1,1,21,1,3,11,0,0,0,33.3,3.5,0.17,14.3,
中野清香,2017-01,仙台ベルフィーユ,8,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中野清香,2017-02,仙台ベルフィーユ,8,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
丸元美緒,2016-10,デンソーエアリービーズ,18,20,4,11,5,1,45.5,36.4,0,0,0,1,5,0,1,2,1,0,0,,1.25,0.25,5.0,0.0
丸元美緒,2016-11,デンソーエアリービーズ,18,66,5,23,8,2,34.8,26.1,3,1,1,0,4,0,2,0,0,0,0,33.3,1.6,0.0,-12.5,
丸元美緒,2016-12,デンソーエアリービーズ,18,12,2,16,2,5,12.5,-18.8,3,1,0,2,7,0,1,4,0,0,0,33.3,1.0,1.0,10.7,
丸山紗季,2016-10,KUROBEアクアフェアリーズ,1,20,3,8,4,0,50.0,50.0,0,0,0,1,7,0,1,4,7,3,0,,1.33,0.33,10.7,42.9
丸山紗季,2016-11,KUROBEアクアフェアリーズ,1,66,16,42,19,1,45.2,42.9,0,0,0,3,34,2,4,14,26,14,0,,1.19,0.19,13.2,53.8
丸山紗季,2016-12,KUROBEアクアフェアリーズ,1,24,7,47,16,1,34.0,31.9,1,0,0,1,23,1,1,14,17,7,0,0.0,2.29,0.14,18.5,41.2
丸山紗季,2017-01,KUROBEアクアフェアリーズ,1,5,12,26,8,4,30.8,15.4,0,0,0,2,37,0,4,16,29,22,0,,0.67,0.17,8.1,75.9
