名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
カルデロンディアスロシル,埼玉上尾メディックス,12,57,624,350,53,56.1,47.6,103,45,18,42,155,11,32,44,3,1,0,43.7,6.1,0.7,9.0,33.3
クリスティアネフュルスト,デンソーエアリービーズ,21,69,341,178,12,52.2,48.7,0,0,0,73,215,21,17,93,14,8,0,,2.6,1.1,18.6,57.1
レラ留奈,KUROBEアクアフェアリーズ,16,22,10,3,0,30.0,30.0,0,0,0,0,52,1,3,13,1,0,0,,0.1,0.0,6.7,0.0
七種友紀子,埼玉上尾メディックス,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
三浦茉実,埼玉上尾メディックス,9,30,59,19,4,32.2,25.4,0,0,0,4,22,0,3,6,46,23,0,,0.6,0.1,3.4,50.0
中元南,デンソーエアリービーズ,1,5,14,3,0,21.4,21.4,1,0,0,0,6,1,0,2,5,2,0,0.0,0.6,0.0,25.0,40.0
中川千世,デンソーエアリービーズ,7,22,57,26,2,45.6,42.1,1,1,0,5,26,0,2,2,77,49,0,100.0,1.2,0.2,0.0,63.6
中村彩,フォレストリーヴズ熊本,16,76,0,0,0,,,0,0,0,0,0,0,0,0,251,157,0,,0.0,0.0,,62.5
中村早紀子,JAぎふリオレーナ,10,37,268,84,15,31.3,25.7,6,1,2,5,96,2,5,50,251,142,0,16.7,2.3,0.1,13.8,56.6
中田唯香,仙台ベルフィーユ,12,69,393,120,26,30.5,23.9,0,0,0,4,188,2,3,72,422,256,0,,1.7,0.1,10.2,60.7
中野清香,仙台ベルフィーユ,8,14,158,49,9,31.0,25.3,8,2,1,5,51,2,7,22,1,1,0,25.0,3.5,0.4,11.3,100.0
丸元美緒,デンソーエアリービーズ,18,11,50,15,8,30.0,14.0,6,2,1,3,16,0,4,6,1,0,0,33.3,1.4,0.3,3.1,0.0
丸山紗季,KUROBEアクアフェアリーズ,1,51,147,54,11,36.7,29.3,2,0,1,7,132,6,12,58,112,67,0,0.0,1.1,0.1,13.3,59.8
丸山裕子,埼玉上尾メディックス,20,57,237,113,13,47.7,42.2,0,0,0,36,118,3,14,34,7,2,0,,2.0,0.6,6.8,28.6
井上実咲,仙台ベルフィーユ,1,47,161,61,7,37.9,33.5,0,0,0,17,143,2,14,45,3,2,0,,1.3,0.4,6.8,66.7
井上美咲,埼玉上尾メディックス,13,3,0,0,0,,,0,0,0,0,7,0,0,5,0,0,0,,0.0,0.0,17.9,
井村仁美,デンソーエアリービーズ,23,1,0,0,0,,,0,0,0,0,1,0,0,0,1,0,0,,0.0,0.0,0.0,0.0
今井里美,JAぎふリオレーナ,3,15,123,44,4,35.8,32.5,4,3,0,2,43,1,3,9,155,68,0,75.0,2.9,0.1,5.8,43.9
佐々原和,JAぎふリオレーナ,2,69,620,180,31,29.0,24.0,0,0,0,5,249,9,7,99,396,258,0,,2.6,0.1,12.9,65.2
佐々木美帆,JAぎふリオレーナ,11,80,404,149,18,36.9,32.4,0,0,0,44,259,6,24,92,24,15,0,,1.9,0.6,8.9,62.5
佐藤みなみ,フォレストリーヴズ熊本,8,67,0,0,0,,,0,0,0,0,5,0,1,0,59,39,0,,0.0,0.0,-5.0,66.1
佐藤愛美,大野石油広島オイラーズ,19,82,450,126,24,28.0,22.7,0,0,0,15,293,5,12,98,516,273,0,,1.5,0.2,9.0,52.9
佐野遥香,JAぎふリオレーナ,14,43,11,2,0,18.2,18.2,0,0,0,1,144,3,9,58,2,0,0,,0.0,0.0,10.6,0.0
倉見夏乃,KUROBEアクアフェアリーズ,2,72,278,102,21,36.7,29.1,0,0,0,39,195,2,18,73,12,4,0,,1.4,0.5,8.1,33.3
冨永こよみ,埼玉上尾メディックス,2,70,133,57,6,42.9,38.3,4,1,1,40,296,20,20,124,3,0,0,25.0,0.8,0.6,15.5,0.0
北川海育,大野石油広島オイラーズ,11,82,463,195,8,42.1,40.4,0,0,0,33,204,4,6,75,9,4,0,,2.4,0.4,10.4,44.4
南早希,埼玉上尾メディックス,3,10,1,0,0,0.0,0.0,0,0,0,0,7,0,2,1,0,0,0,,0.0,0.0,-3.6,
南美寿希,KUROBEアクアフェアリーズ,8,62,24,8,2,33.3,25.0,0,0,0,15,207,6,14,75,2,0,0,,0.1,0.2,10.3,0.0
原田美愛実,柏エンゼルクロス,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉井奎乃,JAぎふリオレーナ,4,29,276,90,25,32.6,23.6,32,8,4,4,83,7,8,37,89,43,0,25.0,3.1,0.1,17.2,48.3
吉川ひかる,KUROBEアクアフェアリーズ,13,46,2,0,0,0.0,0.0,0,0,0,0,62,0,4,22,0,0,0,,0.0,0.0,7.3,
吉本梓穂,大野石油広島オイラーズ,14,83,0,0,0,,,0,0,0,0,42,0,1,17,388,234,0,,0.0,0.0,9.5,60.3
吉里遥,大野石油広島オイラーズ,13,66,70,28,6,40.0,31.4,1,0,0,1,114,5,12,38,54,18,0,0.0,0.4,0.0,10.1,33.3
和多桃子,フォレストリーヴズ熊本,13,15,5,2,0,40.0,40.0,0,0,0,0,30,0,2,10,1,0,0,,0.1,0.0,6.7,0.0
和才奈々美,KUROBEアクアフェアリーズ,3,72,185,49,14,26.5,18.9,5,0,1,3,62,1,4,20,408,298,0,0.0,0.7,0.0,8.1,73.0
坂本奈々香,デンソーエアリービーズ,3,17,88,33,3,37.5,34.1,2,0,1,0,38,1,6,17,39,22,0,0.0,1.9,0.0,9.9,56.4
堀崎智恵美,仙台ベルフィーユ,4,53,85,28,2,32.9,30.6,0,0,0,3,69,0,3,28,159,90,0,,0.5,0.1,9.1,56.6
堀江彩,デンソーエアリービーズ,16,61,393,162,26,41.2,34.6,45,11,6,9,197,16,27,77,9,8,0,24.4,2.7,0.1,14.5,88.9
塚本尚子,JAぎふリオレーナ,13,79,0,0,0,,,0,0,0,0,7,0,1,2,484,310,0,,0.0,0.0,3.6,64.0
大室璃紗,埼玉上尾メディックス,23,50,0,0,0,,,0,0,0,0,75,2,6,24,52,35,0,,0.0,0.0,8.7,67.3
大盛梢,KUROBEアクアフェアリーズ,14,33,39,14,0,35.9,35.9,0,0,0,7,32,1,2,7,3,2,0,,0.4,0.2,7.0,66.7
大竹里歩,デンソーエアリービーズ,12,57,283,135,16,47.7,42.0,1,1,0,28,187,12,17,75,4,4,0,100.0,2.4,0.5,14.2,100.0
太田あかり,KUROBEアクアフェアリーズ,12,70,895,259,48,28.9,23.6,53,9,5,13,227,6,8,100,321,195,0,17.0,3.7,0.2,12.8,60.7
宮井遥,JAぎふリオレーナ,6,45,429,147,25,34.3,28.4,33,16,5,14,123,3,10,42,235,141,0,48.5,3.3,0.3,8.9,60.0
宮原佳代,フォレストリーヴズ熊本,5,2,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0.0,0.0,,100.0
宮城奈菜子,KUROBEアクアフェアリーズ,6,70,501,191,30,38.1,32.1,1,0,1,31,184,6,13,72,11,6,0,0.0,2.7,0.4,11.3,54.5
宮本菜月,デンソーエアリービーズ,11,10,1,1,0,100.0,100.0,0,0,0,1,1,0,1,0,0,0,0,,0.1,0.1,-25.0,
宮田奈美,仙台ベルフィーユ,14,28,42,12,2,28.6,23.8,0,0,0,9,45,1,5,21,5,2,0,,0.4,0.3,11.1,40.0
小口樹葉,デンソーエアリービーズ,9,39,0,0,0,,,0,0,0,0,0,0,0,0,139,97,0,,0.0,0.0,,69.8
小清水茉弥,柏エンゼルクロス,17,76,374,121,19,32.4,27.3,1,0,0,23,264,7,9,89,10,5,0,0.0,1.6,0.3,10.2,50.0
小笹奈津子,埼玉上尾メディックス,17,44,50,14,3,28.0,22.0,5,0,0,0,44,0,4,12,92,62,0,0.0,0.3,0.0,4.5,67.4
山岸あかね,埼玉上尾メディックス,7,70,0,0,0,,,0,0,0,0,0,0,0,0,285,206,0,,0.0,0.0,,72.3
山形美沙紀,フォレストリーヴズ熊本,2,76,715,204,47,28.5,22.0,1,0,0,10,278,3,8,87,787,488,0,0.0,2.7,0.1,8.2,62.0
山本直美,柏エンゼルクロス,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本裕香,JAぎふリオレーナ,5,53,61,27,2,44.3,41.0,0,0,0,9,187,1,7,91,3,0,0,,0.5,0.2,11.8,0.0
山田真紀,フォレストリーヴズ熊本,6,23,11,2,3,18.2,-9.1,0,0,0,1,2,0,0,0,4,2,0,,0.1,0.0,0.0,50.0
山田美花,デンソーエアリービーズ,13,67,0,0,0,,,0,0,0,0,0,0,0,0,109,67,0,,0.0,0.0,,61.5
岡部彩花,JAぎふリオレーナ,8,69,825,242,37,29.3,24.8,104,33,5,20,287,5,14,127,12,4,0,31.7,3.5,0.3,11.6,33.3
岩永明奈,フォレストリーヴズ熊本,11,66,8,2,0,25.0,25.0,0,0,0,3,268,7,11,114,5,0,0,,0.0,0.0,12.2,0.0
川口美久,フォレストリーヴズ熊本,3,76,796,215,34,27.0,22.7,1,0,0,26,258,8,9,91,427,219,0,0.0,2.8,0.3,11.0,51.3
川尻彩香,仙台ベルフィーユ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
工藤嶺,デンソーエアリービーズ,4,46,332,131,24,39.5,32.2,32,8,5,5,151,3,8,61,213,134,0,25.0,2.8,0.1,10.8,62.9
平谷里奈,KUROBEアクアフェアリーズ,11,72,822,281,50,34.2,28.1,57,13,7,25,273,6,20,103,461,274,0,22.8,3.9,0.3,9.8,59.4
押川真保,大野石油広島オイラーズ,7,9,11,4,1,36.4,27.3,0,0,0,2,9,0,1,5,1,0,0,,0.4,0.2,11.1,0.0
斉藤千佳,フォレストリーヴズ熊本,1,76,667,236,40,35.4,29.4,30,11,3,17,256,9,25,81,21,9,0,36.7,3.1,0.2,9.0,42.9
有田沙織,埼玉上尾メディックス,6,5,21,2,0,9.5,9.5,0,0,0,0,3,0,0,1,14,9,0,,0.4,0.0,8.3,64.3
末代真歩,柏エンゼルクロス,8,6,25,8,1,32.0,28.0,0,0,0,3,16,1,1,7,1,0,0,,1.3,0.5,15.6,0.0
本間真樹子,JAぎふリオレーナ,9,5,15,7,1,46.7,40.0,0,0,0,0,5,0,0,1,0,0,0,,1.4,0.0,5.0,
松尾奈津子,仙台ベルフィーユ,16,10,2,1,0,50.0,50.0,0,0,0,0,19,0,0,8,0,0,0,,0.1,0.0,10.5,
松本亜弥華,埼玉上尾メディックス,8,58,262,129,11,49.2,45.0,0,0,0,37,177,7,26,65,2,0,0,,2.2,0.6,9.5,0.0
松本晴香,大野石油広島オイラーズ,9,83,1155,372,46,32.2,28.2,39,7,4,21,283,4,21,71,4,2,0,17.9,4.5,0.3,5.8,50.0
柏木裕香,KUROBEアクアフェアリーズ,15,13,48,14,5,29.2,18.8,5,1,1,1,11,1,2,3,4,2,0,20.0,1.1,0.1,11.4,50.0
梅津結子,仙台ベルフィーユ,10,38,99,30,5,30.3,25.3,1,0,0,12,51,0,0,14,2,2,0,0.0,0.8,0.3,6.9,100.0
森田麻実子,デンソーエアリービーズ,10,31,1,1,0,100.0,100.0,0,0,0,2,61,3,6,16,0,0,0,,0.0,0.1,9.0,
楠木舞美子,柏エンゼルクロス,10,6,13,2,1,15.4,7.7,0,0,0,3,14,0,0,6,0,0,0,,0.3,0.5,10.7,
樋口沙樹,JAぎふリオレーナ,17,80,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
正田美友貴,大野石油広島オイラーズ,8,38,126,40,12,31.7,22.2,0,0,0,9,131,0,10,38,9,6,0,,1.1,0.2,5.3,66.7
津賀菜緒,仙台ベルフィーユ,17,68,806,295,36,36.6,32.1,137,50,13,25,173,6,12,69,91,59,0,36.5,4.3,0.4,11.7,64.8
清水玲衣,柏エンゼルクロス,13,68,581,156,36,26.9,20.7,21,5,3,31,159,9,16,55,279,145,0,23.8,2.3,0.5,11.8,52.0
渡邊彩,仙台ベルフィーユ,11,75,576,255,24,44.3,40.1,0,0,0,28,229,5,12,87,14,9,0,,3.4,0.4,10.4,64.3
田中実季,柏エンゼルクロス,5,35,173,55,10,31.8,26.0,0,0,0,10,45,1,5,14,82,32,0,,1.6,0.3,7.2,39.0
田代麻樹,JAぎふリオレーナ,1,77,459,160,23,34.9,29.8,0,0,0,38,236,5,10,95,6,4,0,,2.1,0.5,11.1,66.7
田原愛里,デンソーエアリービーズ,17,70,23,8,0,34.8,34.8,0,0,0,5,247,7,10,107,2,0,0,,0.1,0.1,12.7,0.0
白崎麻友香,KUROBEアクアフェアリーズ,5,25,0,0,0,,,0,0,0,0,1,0,1,0,71,42,0,,0.0,0.0,-25.0,59.2
矢山美沙,大野石油広島オイラーズ,1,64,194,39,12,20.1,13.9,1,0,0,15,178,7,12,60,0,0,0,0.0,0.6,0.2,10.7,
石井里沙,デンソーエアリービーズ,5,60,268,127,11,47.4,43.3,18,8,2,27,168,4,7,64,6,5,0,44.4,2.1,0.4,10.9,83.3
石川綾菜,柏エンゼルクロス,4,74,983,310,101,31.5,21.3,160,34,25,10,229,10,27,72,375,195,0,21.2,4.2,0.1,9.3,52.0
石田瑞穂,デンソーエアリービーズ,22,58,416,149,18,35.8,31.5,40,12,2,22,201,5,15,80,303,204,0,30.0,2.6,0.4,10.6,67.3
磯部成里,大野石油広島オイラーズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
竹本由美,柏エンゼルクロス,2,56,34,12,0,35.3,35.3,0,0,0,5,140,3,6,51,4,0,0,,0.2,0.1,10.2,0.0
竹田江里,埼玉上尾メディックス,5,3,0,0,0,,,0,0,0,0,3,0,1,1,0,0,0,,0.0,0.0,0.0,
笹山みなみ,仙台ベルフィーユ,9,72,30,11,0,36.7,36.7,0,0,0,3,280,5,15,115,5,0,0,,0.2,0.0,10.7,0.0
舛田紗淑,仙台ベルフィーユ,15,54,425,135,32,31.8,24.2,25,8,4,18,207,8,18,90,318,187,0,32.0,2.5,0.3,12.6,58.8
船津成美,フォレストリーヴズ熊本,7,76,747,274,42,36.7,31.1,0,0,0,14,237,4,18,83,7,5,0,,3.6,0.2,8.5,71.4
荒木夕貴,埼玉上尾メディックス,19,67,505,181,33,35.8,29.3,33,12,4,19,288,4,11,108,255,137,0,36.4,2.7,0.3,9.8,53.7
荻野雅子,仙台ベルフィーユ,6,3,0,0,0,,,0,0,0,0,0,0,0,0,20,13,0,,0.0,0.0,,65.0
菅野菜緒美,KUROBEアクアフェアリーズ,10,52,124,25,8,20.2,13.7,1,0,0,7,118,2,13,41,117,70,0,0.0,0.5,0.1,7.6,59.8
萩原希,柏エンゼルクロス,11,73,413,119,24,28.8,23.0,5,1,1,14,188,9,19,39,349,178,0,20.0,1.6,0.2,7.4,51.0
藤古彩乃,フォレストリーヴズ熊本,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
藤田萠英,大野石油広島オイラーズ,5,40,0,0,0,,,0,0,0,0,3,0,1,1,112,73,0,,0.0,0.0,0.0,65.2
角野僚架,フォレストリーヴズ熊本,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
近藤志歩,埼玉上尾メディックス,4,69,350,136,12,38.9,35.4,8,3,0,26,274,13,19,71,515,322,0,37.5,2.0,0.4,9.5,62.5
酢田眞実,フォレストリーヴズ熊本,9,76,599,187,27,31.2,26.7,1,0,0,16,292,6,9,90,16,10,0,0.0,2.5,0.2,9.0,62.5
野上紗希,大野石油広島オイラーズ,16,15,0,0,0,,,0,0,0,0,20,1,0,7,1,1,0,,0.0,0.0,13.8,100.0
針生瑞希,柏エンゼルクロス,7,25,149,53,14,35.6,26.2,18,7,6,0,56,1,4,17,104,59,0,38.9,2.1,0.0,7.6,56.7
鈴木裕子,デンソーエアリービーズ,6,21,0,0,0,,,0,0,0,0,13,0,1,1,24,13,0,,0.0,0.0,0.0,54.2
鈴木遥,柏エンゼルクロス,1,3,0,0,0,,,0,0,0,0,0,0,0,0,3,2,0,,0.0,0.0,,66.7
鍋谷友理枝,デンソーエアリービーズ,15,56,344,158,15,45.9,41.6,12,4,2,20,174,7,10,70,247,161,0,33.3,2.8,0.4,12.6,65.2
長谷川侑南,大野石油広島オイラーズ,4,37,17,8,0,47.1,47.1,1,0,0,1,97,1,6,34,2,0,0,0.0,0.2,0.0,8.2,0.0
