名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
雨堤みなみ,仙台ベルフィーユ,2,40,154,43,7,27.9,23.4,1,0,0,6,113,7,5,40,3,0,0,0.0,1.1,0.2,13.9,0.0
雪丸梢,KUROBEアクアフェアリーズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
青柳京古,埼玉上尾メディックス,11,61,286,114,23,39.9,31.8,29,11,4,9,196,25,21,79,6,4,0,37.9,1.9,0.1,20.2,66.7
馬場ゆりか,仙台ベルフィーユ,5,53,0,0,0,,,0,0,0,0,0,0,0,0,235,173,0,,0.0,0.0,,73.6
馬渡晴菜,大野石油広島オイラーズ,6,61,42,14,0,33.3,33.3,1,0,0,11,149,3,5,49,7,2,0,0.0,0.2,0.2,9.4,28.6
高本佳澄,大野石油広島オイラーズ,3,83,952,360,52,37.8,32.4,11,2,4,19,228,10,28,70,647,277,0,18.2,4.3,0.2,9.0,42.8
高桑裕恵,柏エンゼルクロス,9,69,272,101,16,37.1,31.2,0,0,0,32,234,8,23,89,1,1,0,,1.5,0.5,10.5,100.0
高橋咲妃惠,仙台ベルフィーユ,3,58,192,62,8,32.3,28.1,0,0,0,2,82,1,2,40,229,171,0,,1.1,0.0,12.8,74.7
鶴ヶ崎佳寿葉,柏エンゼルクロス,14,76,0,0,0,,,0,0,0,0,0,0,0,0,387,278,0,,0.0,0.0,,71.8
黒木麻衣,柏エンゼルクロス,6,60,44,17,2,38.6,34.1,0,0,0,5,103,1,3,38,1,0,0,,0.3,0.1,9.5,0.0
齊藤葉月,柏エンゼルクロス,12,39,45,8,1,17.8,15.6,0,0,0,1,64,1,3,35,63,33,0,,0.2,0.0,14.1,52.4
