名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
大竹貴久,2011-03,パナソニックパンサーズ,16,4,0,0,0,,,0,0,0,0,6,0,0,2,0,0,0,0,,0.0,0.0,8.3,
大道大輔,2010-12,堺ブレイザーズ,18,10,1,0,0,0.0,0.0,0,0,0,1,5,0,0,2,0,0,0,1,,0.0,0.1,10.0,
大道大輔,2011-01,堺ブレイザーズ,18,21,18,9,1,50.0,44.4,0,0,0,1,19,0,0,2,2,0,0,10,,0.43,0.05,2.6,0.0
大道大輔,2011-02,堺ブレイザーズ,18,14,11,5,0,45.5,45.5,0,0,0,2,8,0,2,2,2,1,0,7,,0.36,0.14,0.0,50.0
大道大輔,2011-03,堺ブレイザーズ,18,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
宇佐美大輔,2010-12,パナソニックパンサーズ,2,19,5,5,0,100.0,100.0,0,0,0,7,54,2,13,21,0,0,0,14,,0.26,0.37,7.4,
宇佐美大輔,2011-01,パナソニックパンサーズ,2,29,6,5,0,83.3,83.3,0,0,0,5,96,5,22,36,3,1,0,15,,0.17,0.17,8.9,33.3
宇佐美大輔,2011-02,パナソニックパンサーズ,2,25,14,11,1,78.6,71.4,0,0,0,7,76,1,12,24,1,0,0,19,,0.44,0.28,5.3,0.0
宇佐美大輔,2011-03,パナソニックパンサーズ,2,9,6,3,0,50.0,50.0,0,0,0,1,29,1,6,4,0,0,0,5,,0.33,0.11,1.7,
安田将利,2010-12,大分三好ヴァイセアドラー,16,5,0,0,0,,,0,0,0,1,7,0,1,1,0,0,0,1,,0.0,0.2,0.0,
安田将利,2011-01,大分三好ヴァイセアドラー,16,2,1,0,0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
安田将利,2011-02,大分三好ヴァイセアドラー,16,6,0,0,0,,,0,0,0,1,9,0,1,3,0,0,0,1,,0.0,0.17,5.6,
安田将利,2011-03,大分三好ヴァイセアドラー,16,2,1,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
宮下雅寛,2010-12,JTサンダーズ,1,10,29,18,3,62.1,51.7,0,0,0,3,29,1,4,6,0,0,0,22,,1.8,0.3,5.2,
宮下雅寛,2011-01,JTサンダーズ,1,17,49,27,5,55.1,44.9,0,0,0,10,53,3,12,15,0,0,0,40,,1.59,0.59,7.1,
宮下雅寛,2011-02,JTサンダーズ,1,23,46,23,1,50.0,47.8,0,0,0,6,58,3,16,13,0,0,0,32,,1.0,0.26,3.9,
宮下雅寛,2011-03,JTサンダーズ,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
富松崇彰,2010-12,東レアローズ,1,12,29,17,1,58.6,55.2,0,0,0,7,31,0,3,12,1,0,0,24,,1.42,0.58,7.3,0.0
富松崇彰,2011-01,東レアローズ,1,30,86,60,7,69.8,61.6,0,0,0,27,77,2,25,17,1,0,0,89,,2.0,0.9,0.0,0.0
富松崇彰,2011-02,東レアローズ,1,32,64,34,7,53.1,42.2,1,0,0,30,99,4,22,26,2,1,0,68,0.0,1.06,0.94,5.1,50.0
小川旭,2010-12,JTサンダーズ,4,5,19,7,2,36.8,26.3,4,2,0,2,10,0,2,5,7,1,0,9,50.0,1.4,0.4,7.5,14.3
小川貴史,2010-12,大分三好ヴァイセアドラー,1,14,33,10,4,30.3,18.2,0,0,0,8,35,2,9,5,1,1,0,20,,0.71,0.57,2.9,100.0
小川貴史,2011-01,大分三好ヴァイセアドラー,1,17,32,9,5,28.1,12.5,0,0,0,2,20,0,4,1,1,0,0,11,,0.53,0.12,-3.8,0.0
小川貴史,2011-02,大分三好ヴァイセアドラー,1,17,8,4,0,50.0,50.0,0,0,0,2,7,0,0,0,0,0,0,6,,0.24,0.12,0.0,
小川貴史,2011-03,大分三好ヴァイセアドラー,1,2,2,1,0,50.0,50.0,0,0,0,0,2,0,0,0,0,0,0,1,,0.5,0.0,0.0,
小糸敬夫,2010-12,パナソニックパンサーズ,14,4,0,0,0,,,0,0,0,0,0,0,0,0,10,6,0,0,,0.0,0.0,,60.0
小糸敬夫,2011-01,パナソニックパンサーズ,14,3,0,0,0,,,0,0,0,0,0,0,0,0,4,2,0,0,,0.0,0.0,,50.0
小糸敬夫,2011-02,パナソニックパンサーズ,14,21,0,0,0,,,0,0,0,0,34,1,3,5,6,1,0,1,,0.0,0.0,4.4,16.7
小糸敬夫,2011-03,パナソニックパンサーズ,14,8,0,0,0,,,0,0,0,0,9,0,2,1,0,0,0,0,,0.0,0.0,-2.8,
小西健太,2010-12,パナソニックパンサーズ,10,4,9,5,0,55.6,55.6,0,0,0,1,11,0,2,2,1,1,0,6,,1.25,0.25,0.0,100.0
小西健太,2011-01,パナソニックパンサーズ,10,3,5,1,1,20.0,0.0,0,0,0,3,7,0,1,1,0,0,0,4,,0.33,1.0,0.0,
小西健太,2011-02,パナソニックパンサーズ,10,7,8,5,0,62.5,62.5,0,0,0,3,17,2,2,3,0,0,0,10,,0.71,0.43,13.2,
小西健太,2011-03,パナソニックパンサーズ,10,4,6,3,0,50.0,50.0,0,0,0,0,15,0,2,3,0,0,0,3,,0.75,0.0,1.7,
山内隆宏,2010-12,FC東京,6,14,1,0,0,0.0,0.0,0,0,0,2,15,0,0,5,0,0,0,2,,0.0,0.14,8.3,
山内隆宏,2011-01,FC東京,6,16,2,2,0,100.0,100.0,0,0,0,3,24,1,2,4,1,0,0,6,,0.12,0.19,6.2,0.0
山内隆宏,2011-02,FC東京,6,16,1,1,0,100.0,100.0,0,0,0,2,28,3,2,12,1,0,0,6,,0.06,0.12,19.6,0.0
山内隆宏,2011-03,FC東京,6,4,0,0,0,,,0,0,0,0,4,0,0,3,0,0,0,0,,0.0,0.0,18.8,
山岡祐也,2010-12,FC東京,10,23,4,2,0,50.0,50.0,0,0,0,2,62,2,1,15,1,0,0,6,,0.09,0.09,8.9,0.0
山岡祐也,2011-01,FC東京,10,27,12,7,0,58.3,58.3,0,0,0,4,65,1,1,20,1,0,0,12,,0.26,0.15,8.8,0.0
山岡祐也,2011-02,FC東京,10,23,4,1,0,25.0,25.0,0,0,0,2,73,2,3,15,1,0,0,5,,0.04,0.09,6.8,0.0
山岡祐也,2011-03,FC東京,10,7,0,0,0,,,0,0,0,0,27,0,0,4,0,0,0,0,,0.0,0.0,3.7,
山本拓矢,2011-02,パナソニックパンサーズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本拓矢,2011-03,パナソニックパンサーズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本洋平,2010-12,FC東京,23,10,0,0,0,,,0,0,0,0,0,0,0,0,41,26,0,0,,0.0,0.0,,63.4
山本洋平,2011-01,FC東京,23,20,0,0,0,,,0,0,0,0,0,0,0,0,35,24,0,0,,0.0,0.0,,68.6
山本洋平,2011-02,FC東京,23,6,0,0,0,,,0,0,0,0,0,0,0,0,8,5,0,0,,0.0,0.0,,62.5
山本洋平,2011-03,FC東京,23,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本隆弘,2010-12,パナソニックパンサーズ,5,13,58,21,5,36.2,27.6,11,4,2,6,38,1,5,18,3,3,0,28,36.4,1.62,0.46,11.2,100.0
山本隆弘,2011-01,パナソニックパンサーズ,5,20,25,14,2,56.0,48.0,2,0,1,3,40,0,10,10,7,5,0,17,0.0,0.7,0.15,0.0,71.4
山本隆弘,2011-02,パナソニックパンサーズ,5,21,6,4,0,66.7,66.7,2,1,0,1,4,0,0,1,0,0,0,5,50.0,0.19,0.05,6.2,
山本隆弘,2011-03,パナソニックパンサーズ,5,8,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.12,,
山本雄史,2011-01,FC東京,18,14,28,13,0,46.4,46.4,0,0,0,12,33,0,3,12,0,0,0,25,,0.93,0.86,6.8,
山本雄史,2011-02,FC東京,18,30,77,43,3,55.8,51.9,0,0,0,16,95,3,9,27,5,3,0,62,,1.43,0.53,7.9,60.0
山本雄史,2011-03,FC東京,18,1,0,0,0,,,0,0,0,2,3,0,1,0,0,0,0,2,,0.0,2.0,-8.3,
山村宏太,2010-12,サントリーサンバーズ,1,16,41,24,2,58.5,53.7,0,0,0,6,48,1,3,21,1,1,0,31,,1.5,0.38,11.5,100.0
山村宏太,2011-01,サントリーサンバーズ,1,26,54,30,1,55.6,53.7,0,0,0,17,80,3,3,23,3,2,0,50,,1.15,0.65,10.0,66.7
山村宏太,2011-02,サントリーサンバーズ,1,22,48,31,3,64.6,58.3,0,0,0,12,71,3,6,19,0,0,0,46,,1.41,0.55,8.8,
山村宏太,2011-03,サントリーサンバーズ,1,3,8,5,0,62.5,62.5,0,0,0,2,9,1,2,0,1,1,0,8,,1.67,0.67,5.6,100.0
山添信也,2011-01,パナソニックパンサーズ,3,18,42,26,1,61.9,59.5,0,0,0,5,65,0,4,18,1,1,0,31,,1.44,0.28,5.4,100.0
山添信也,2011-02,パナソニックパンサーズ,3,5,11,8,1,72.7,63.6,0,0,0,2,14,0,2,3,1,0,0,10,,1.6,0.4,1.8,0.0
山田要平,2010-12,大分三好ヴァイセアドラー,18,6,3,1,1,33.3,0.0,0,0,0,3,19,0,0,3,0,0,0,4,,0.17,0.5,3.9,
山田要平,2011-01,大分三好ヴァイセアドラー,18,27,13,9,1,69.2,61.5,0,0,0,9,84,0,4,28,5,2,0,18,,0.33,0.33,7.1,40.0
山田要平,2011-02,大分三好ヴァイセアドラー,18,29,19,14,0,73.7,73.7,1,0,0,4,91,3,10,27,0,0,0,21,0.0,0.48,0.14,8.0,
山田要平,2011-03,大分三好ヴァイセアドラー,18,7,9,6,0,66.7,66.7,1,1,0,1,24,1,2,3,0,0,0,8,100.0,0.86,0.14,5.2,
岡本祥吾,2010-12,サントリーサンバーズ,6,23,1,1,0,100.0,100.0,0,0,0,8,69,0,8,12,1,0,0,9,,0.04,0.35,1.4,0.0
岡本祥吾,2011-01,サントリーサンバーズ,6,31,4,3,0,75.0,75.0,0,0,0,8,112,0,5,30,3,1,0,11,,0.1,0.26,5.6,33.3
岡本祥吾,2011-02,サントリーサンバーズ,6,27,2,0,0,0.0,0.0,0,0,0,4,101,1,7,23,3,0,0,5,,0.0,0.15,5.0,0.0
岡本祥吾,2011-03,サントリーサンバーズ,6,8,1,1,0,100.0,100.0,0,0,0,0,28,0,2,3,1,1,0,1,,0.12,0.0,0.9,100.0
岡本秀明,2010-12,豊田合成トレフェルサ,13,13,39,20,3,51.3,43.6,9,5,1,1,26,1,6,6,89,69,0,22,55.6,1.54,0.08,3.8,77.5
岡本秀明,2011-01,豊田合成トレフェルサ,13,14,47,27,4,57.4,48.9,13,6,2,2,40,4,11,11,116,78,0,33,46.2,1.93,0.14,10.0,67.2
岡本秀明,2011-02,豊田合成トレフェルサ,13,11,30,14,2,46.7,40.0,2,1,0,1,17,1,5,6,67,43,0,16,50.0,1.27,0.09,7.4,64.2
岡本秀明,2011-03,豊田合成トレフェルサ,13,2,5,1,0,20.0,20.0,0,0,0,0,4,0,2,1,10,2,0,1,,0.5,0.0,-6.2,20.0
島田桃大,2011-01,堺ブレイザーズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
島田桃大,2011-02,堺ブレイザーズ,17,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
川村慎二,2010-12,パナソニックパンサーズ,8,17,21,8,0,38.1,38.1,0,0,0,0,31,0,2,8,35,18,0,8,,0.47,0.0,4.8,51.4
川村慎二,2011-01,パナソニックパンサーズ,8,17,9,3,2,33.3,11.1,3,1,1,0,27,0,3,13,32,10,0,3,33.3,0.18,0.0,9.3,31.2
川村慎二,2011-02,パナソニックパンサーズ,8,24,76,32,5,42.1,35.5,6,2,1,9,100,4,11,26,206,123,0,45,33.3,1.33,0.38,7.8,59.7
川村慎二,2011-03,パナソニックパンサーズ,8,9,35,16,3,45.7,37.1,2,1,0,1,36,1,3,16,77,53,0,18,50.0,1.78,0.11,11.8,68.8
川浦博昭,2010-12,豊田合成トレフェルサ,9,11,22,12,1,54.5,50.0,1,1,0,4,26,0,3,8,2,2,0,16,100.0,1.09,0.36,4.8,100.0
川浦博昭,2011-01,豊田合成トレフェルサ,9,19,23,9,2,39.1,30.4,0,0,0,6,38,1,10,13,4,4,0,16,,0.47,0.32,4.6,100.0
川浦博昭,2011-02,豊田合成トレフェルサ,9,12,29,16,3,55.2,44.8,0,0,0,4,41,1,6,7,4,1,0,21,,1.33,0.33,3.0,25.0
川浦博昭,2011-03,豊田合成トレフェルサ,9,6,16,8,0,50.0,50.0,0,0,0,3,12,0,1,2,0,0,0,11,,1.33,0.5,2.1,
幡司一貴,2010-12,豊田合成トレフェルサ,14,15,24,16,2,66.7,58.3,1,0,1,5,37,1,5,6,1,1,0,22,0.0,1.07,0.33,3.4,100.0
幡司一貴,2011-01,豊田合成トレフェルサ,14,24,67,38,3,56.7,52.2,1,0,0,11,70,2,4,10,5,4,0,51,0.0,1.58,0.46,5.0,80.0
幡司一貴,2011-02,豊田合成トレフェルサ,14,29,51,32,3,62.7,56.9,0,0,0,18,105,0,7,19,5,5,0,50,,1.1,0.62,2.9,100.0
幡司一貴,2011-03,豊田合成トレフェルサ,14,7,16,6,0,37.5,37.5,0,0,0,1,20,1,2,6,0,0,0,8,,0.86,0.14,10.0,
徳丸善基,2010-12,大分三好ヴァイセアドラー,2,18,45,15,4,33.3,24.4,0,0,0,8,54,1,2,13,3,1,0,24,,0.83,0.44,6.9,33.3
徳丸善基,2011-01,大分三好ヴァイセアドラー,2,20,55,21,3,38.2,32.7,0,0,0,8,54,0,0,18,4,2,0,29,,1.05,0.4,8.3,50.0
徳丸善基,2011-02,大分三好ヴァイセアドラー,2,30,74,33,2,44.6,41.9,0,0,0,15,99,0,5,39,5,4,0,48,,1.1,0.5,8.6,80.0
徳丸善基,2011-03,大分三好ヴァイセアドラー,2,7,27,12,3,44.4,33.3,0,0,0,3,19,1,1,2,2,2,0,16,,1.71,0.43,6.6,100.0
徳元幸人,2010-12,JTサンダーズ,6,17,62,21,5,33.9,25.8,2,0,0,4,50,1,2,17,159,106,0,26,0.0,1.24,0.24,9.5,66.7
徳元幸人,2011-01,JTサンダーズ,6,6,6,4,0,66.7,66.7,0,0,0,0,15,0,0,6,22,13,0,4,,0.67,0.0,10.0,59.1
徳元幸人,2011-02,JTサンダーズ,6,11,0,0,0,,,0,0,0,0,14,0,1,9,0,0,0,0,,0.0,0.0,14.3,
徳元幸人,2011-03,JTサンダーズ,6,2,2,0,0,0.0,0.0,0,0,0,0,5,0,1,2,15,11,0,0,,0.0,0.0,5.0,73.3
手塚大,2011-03,FC東京,30,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
木内学,2010-12,堺ブレイザーズ,10,4,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,0,,0.0,0.0,0.0,
木内学,2011-01,堺ブレイザーズ,10,7,0,0,0,,,0,0,0,0,9,0,2,3,0,0,0,0,,0.0,0.0,2.8,
木内学,2011-02,堺ブレイザーズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
木内学,2011-03,堺ブレイザーズ,10,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
木村泰輔,2010-12,FC東京,26,23,51,22,2,43.1,39.2,0,0,0,13,76,3,7,19,2,1,0,38,,0.96,0.57,7.9,50.0
木村泰輔,2011-01,FC東京,26,17,34,13,1,38.2,35.3,0,0,0,7,48,2,4,19,2,2,0,22,,0.76,0.41,12.0,100.0
木村泰輔,2011-03,FC東京,26,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
杉崎大和,2011-01,FC東京,25,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松本慶彦,2010-12,堺ブレイザーズ,1,18,41,21,1,51.2,48.8,0,0,0,5,69,2,1,16,6,5,0,28,,1.17,0.28,8.3,83.3
松本慶彦,2011-01,堺ブレイザーズ,1,21,50,23,2,46.0,42.0,0,0,0,13,58,0,1,15,5,5,0,36,,1.1,0.62,6.0,100.0
松本慶彦,2011-02,堺ブレイザーズ,1,29,68,32,5,47.1,39.7,0,0,0,12,114,3,1,39,2,2,0,47,,1.1,0.41,11.0,100.0
松本慶彦,2011-03,堺ブレイザーズ,1,6,19,10,2,52.6,42.1,1,0,0,4,23,0,2,5,4,4,0,14,0.0,1.67,0.67,3.3,100.0
松永理生,2010-12,豊田合成トレフェルサ,22,10,15,9,0,60.0,60.0,3,2,0,2,11,0,1,2,0,0,0,11,66.7,0.9,0.2,2.3,
松永理生,2011-01,豊田合成トレフェルサ,22,1,10,3,1,30.0,20.0,2,1,0,0,3,0,0,0,0,0,0,3,50.0,3.0,0.0,0.0,
松永理生,2011-02,豊田合成トレフェルサ,22,5,29,13,2,44.8,37.9,4,2,1,0,12,0,0,1,2,2,0,13,50.0,2.6,0.0,2.1,100.0
松永理生,2011-03,豊田合成トレフェルサ,22,2,8,5,0,62.5,62.5,2,1,0,1,6,0,1,2,0,0,0,6,50.0,2.5,0.5,4.2,
枩田優介,2010-12,パナソニックパンサーズ,13,14,30,11,1,36.7,33.3,0,0,0,1,55,0,3,23,5,2,0,12,,0.79,0.07,9.1,40.0
枩田優介,2011-01,パナソニックパンサーズ,13,7,3,1,1,33.3,0.0,0,0,0,0,16,0,0,7,1,0,0,1,,0.14,0.0,10.9,0.0
枩田優介,2011-02,パナソニックパンサーズ,13,24,57,27,2,47.4,43.9,0,0,0,13,70,0,4,20,1,1,0,40,,1.12,0.54,5.7,100.0
枩田優介,2011-03,パナソニックパンサーズ,13,6,10,7,0,70.0,70.0,0,0,0,3,18,0,3,6,0,0,0,10,,1.17,0.5,4.2,
柴小屋康行,2010-12,サントリーサンバーズ,5,16,49,15,6,30.6,18.4,9,5,0,1,15,1,4,4,16,7,0,17,55.6,0.94,0.06,6.7,43.8
柴小屋康行,2011-01,サントリーサンバーズ,5,23,132,60,10,45.5,37.9,31,16,4,5,60,2,12,10,52,32,0,67,51.6,2.61,0.22,2.5,61.5
柴小屋康行,2011-02,サントリーサンバーズ,5,22,85,37,8,43.5,34.1,20,9,2,12,40,1,7,8,25,14,0,50,45.0,1.68,0.55,3.1,56.0
柴小屋康行,2011-03,サントリーサンバーズ,5,7,49,22,2,44.9,40.8,8,2,2,3,23,1,3,4,23,12,0,26,25.0,3.14,0.43,5.4,52.2
柴田恭平,2010-12,サントリーサンバーズ,12,13,23,4,2,17.4,8.7,4,0,1,0,12,1,3,2,5,1,0,5,0.0,0.31,0.0,6.2,20.0
柴田恭平,2011-01,サントリーサンバーズ,12,17,24,8,2,33.3,25.0,4,0,2,1,13,0,1,3,8,5,0,9,0.0,0.47,0.06,3.8,62.5
柴田恭平,2011-02,サントリーサンバーズ,12,19,43,19,4,44.2,34.9,2,1,1,5,24,1,4,4,14,10,0,25,50.0,1.0,0.26,4.2,71.4
柴田恭平,2011-03,サントリーサンバーズ,12,7,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
栗山雅史,2011-01,サントリーサンバーズ,19,8,0,0,0,,,0,0,0,0,2,0,1,1,0,0,0,0,,0.0,0.0,0.0,
栗山雅史,2011-02,サントリーサンバーズ,19,9,9,1,2,11.1,-11.1,4,0,2,0,8,1,3,3,1,1,0,2,0.0,0.11,0.0,12.5,100.0
栗山雅史,2011-03,サントリーサンバーズ,19,3,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
森佑之,2010-12,豊田合成トレフェルサ,11,4,0,0,0,,,0,0,0,0,0,0,0,0,23,15,0,0,,0.0,0.0,,65.2
森佑之,2011-01,豊田合成トレフェルサ,11,4,0,0,0,,,0,0,0,0,0,0,0,0,13,3,0,0,,0.0,0.0,,23.1
森佑之,2011-02,豊田合成トレフェルサ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
森佑之,2011-03,豊田合成トレフェルサ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
横田一義,2010-12,堺ブレイザーズ,12,23,54,30,7,55.6,42.6,1,0,0,19,53,0,6,18,3,1,0,49,0.0,1.3,0.83,5.7,33.3
横田一義,2011-01,堺ブレイザーズ,12,28,68,40,4,58.8,52.9,0,0,0,17,82,3,5,25,6,3,0,60,,1.43,0.61,9.8,50.0
横田一義,2011-02,堺ブレイザーズ,12,33,88,40,6,45.5,38.6,0,0,0,16,118,5,7,45,4,3,0,61,,1.21,0.48,12.3,75.0
横田一義,2011-03,堺ブレイザーズ,12,6,12,6,2,50.0,33.3,0,0,0,2,9,1,1,2,1,1,0,9,,1.0,0.33,13.9,100.0
橋場正裕,2010-12,FC東京,17,4,17,5,2,29.4,17.6,5,1,0,0,5,0,2,2,11,6,0,5,20.0,1.25,0.0,0.0,54.5
橋場正裕,2011-01,FC東京,17,9,40,18,3,45.0,37.5,4,1,1,0,21,2,10,6,65,44,0,20,25.0,2.0,0.0,4.8,67.7
橋場正裕,2011-02,FC東京,17,23,105,43,12,41.0,29.5,8,1,1,0,79,6,27,27,200,126,0,49,12.5,1.87,0.0,7.6,63.0
橋場正裕,2011-03,FC東京,17,4,17,7,1,41.2,35.3,2,0,0,1,8,0,4,1,25,15,0,8,0.0,1.75,0.25,-9.4,60.0
橘裕也,2011-01,大分三好ヴァイセアドラー,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
橘裕也,2011-02,大分三好ヴァイセアドラー,14,12,0,0,0,,,0,0,0,0,0,0,0,0,77,38,0,0,,0.0,0.0,,49.4
橘裕也,2011-03,大分三好ヴァイセアドラー,14,7,0,0,0,,,0,0,0,0,0,0,0,0,60,35,0,0,,0.0,0.0,,58.3
武市康,2010-12,サントリーサンバーズ,18,10,1,0,0,0.0,0.0,0,0,0,2,6,0,1,3,0,0,0,2,,0.0,0.2,8.3,
武市康,2011-01,サントリーサンバーズ,18,8,0,0,0,,,0,0,0,0,4,0,0,3,0,0,0,0,,0.0,0.0,18.8,
武市康,2011-02,サントリーサンバーズ,18,9,1,1,0,100.0,100.0,0,0,0,2,5,0,0,1,0,0,0,3,,0.11,0.22,5.0,
武市康,2011-03,サントリーサンバーズ,18,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
永野健,2010-12,パナソニックパンサーズ,17,17,0,0,0,,,0,0,0,0,0,0,0,0,79,61,0,0,,0.0,0.0,,77.2
永野健,2011-01,パナソニックパンサーズ,17,27,0,0,0,,,0,0,0,0,0,0,0,0,141,94,0,0,,0.0,0.0,,66.7
永野健,2011-02,パナソニックパンサーズ,17,29,0,0,0,,,0,0,0,0,0,0,0,0,115,81,0,0,,0.0,0.0,,70.4
永野健,2011-03,パナソニックパンサーズ,17,9,0,0,0,,,0,0,0,0,0,0,0,0,42,29,0,0,,0.0,0.0,,69.0
津曲勝利,2010-12,サントリーサンバーズ,11,14,0,0,0,,,0,0,0,0,0,0,0,0,66,50,0,0,,0.0,0.0,,75.8
津曲勝利,2011-01,サントリーサンバーズ,11,15,0,0,0,,,0,0,0,0,0,0,0,0,63,46,0,0,,0.0,0.0,,73.0
津曲勝利,2011-02,サントリーサンバーズ,11,13,0,0,0,,,0,0,0,0,0,0,0,0,60,44,0,0,,0.0,0.0,,73.3
津曲勝利,2011-03,サントリーサンバーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
浜崎勇矢,2010-12,大分三好ヴァイセアドラー,5,11,7,4,0,57.1,57.1,0,0,0,1,27,1,11,6,1,0,0,6,,0.36,0.09,-0.9,0.0
深津旭弘,2010-12,JTサンダーズ,17,5,0,0,0,,,0,0,0,1,14,0,0,4,0,0,0,1,,0.0,0.2,7.1,
深津旭弘,2011-01,JTサンダーズ,17,3,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,0,,0.0,0.0,0.0,
深津旭弘,2011-02,JTサンダーズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
清水邦広,2010-12,パナソニックパンサーズ,1,20,138,74,13,53.6,44.2,45,22,5,10,71,5,18,20,0,0,0,89,48.9,3.7,0.5,7.7,
清水邦広,2011-01,パナソニックパンサーズ,1,30,227,114,25,50.2,39.2,96,46,12,11,137,10,23,63,0,0,0,135,47.9,3.8,0.37,14.6,
清水邦広,2011-02,パナソニックパンサーズ,1,29,235,142,22,60.4,51.1,93,55,8,7,118,6,18,35,0,0,0,155,59.1,4.9,0.24,8.7,
清水邦広,2011-03,パナソニックパンサーズ,1,9,94,56,6,59.6,53.2,29,14,3,4,44,4,6,14,0,0,0,64,48.3,6.22,0.44,13.6,
渡辺俊介,2010-12,東レアローズ,6,2,0,0,0,,,0,0,0,0,2,0,1,0,1,0,0,0,,0.0,0.0,-12.5,0.0
渡辺俊介,2011-01,東レアローズ,6,8,0,0,0,,,0,0,0,0,12,1,3,2,0,0,0,1,,0.0,0.0,6.2,
渡辺俊介,2011-02,東レアローズ,6,14,0,0,0,,,0,0,0,0,19,0,4,7,0,0,0,0,,0.0,0.0,3.9,
渡辺俊介,2011-03,東レアローズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田村裕之,2010-12,JTサンダーズ,14,4,11,4,1,36.4,27.3,0,0,0,3,14,1,0,8,0,0,0,8,,1.0,0.75,21.4,
田村裕之,2011-01,JTサンダーズ,14,25,60,33,4,55.0,48.3,0,0,0,8,106,5,8,45,5,2,0,46,,1.32,0.32,13.4,40.0
田村裕之,2011-02,JTサンダーズ,14,26,60,29,4,48.3,41.7,0,0,0,6,79,1,8,17,3,2,0,36,,1.12,0.23,4.1,66.7
田村裕之,2011-03,JTサンダーズ,14,7,21,13,1,61.9,57.1,0,0,0,9,38,2,0,13,0,0,0,24,,1.86,1.29,13.8,
田辺修,2010-12,東レアローズ,2,24,0,0,0,,,0,0,0,0,0,0,0,0,157,99,0,0,,0.0,0.0,,63.1
田辺修,2011-01,東レアローズ,2,30,0,0,0,,,0,0,0,0,0,0,0,0,144,102,0,0,,0.0,0.0,,70.8
田辺修,2011-02,東レアローズ,2,32,0,0,0,,,0,0,0,0,0,0,0,0,164,118,0,0,,0.0,0.0,,72.0
田辺修,2011-03,東レアローズ,2,7,0,0,0,,,0,0,0,0,0,0,0,0,41,32,0,0,,0.0,0.0,,78.0
甲斐祐之,2010-12,JTサンダーズ,9,21,138,52,20,37.7,23.2,27,10,7,11,73,5,13,27,48,28,0,68,37.0,2.48,0.52,11.6,58.3
甲斐祐之,2011-01,JTサンダーズ,9,24,110,40,11,36.4,26.4,17,6,2,8,78,6,22,18,54,30,0,54,35.3,1.67,0.33,6.4,55.6
甲斐祐之,2011-02,JTサンダーズ,9,6,19,7,1,36.8,31.6,3,1,1,2,14,1,6,1,7,3,0,10,33.3,1.17,0.33,-1.8,42.9
甲斐祐之,2011-03,JTサンダーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
町野仁志,2010-12,JTサンダーズ,2,25,48,26,6,54.2,41.7,0,0,0,21,73,1,0,17,6,4,0,48,,1.04,0.84,7.2,66.7
