試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2020-02-15,ヴォレアス北海道,2,,山口功太郎,2,nan,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-15,ヴォレアス北海道,3,,田城貴之,4,■,■,■,■,nan,17,14,0,0.8235294117647058,0.8235294117647058,3.50,0,0,0,-,3,0.75,18,1,6,2,0.0,2,2,0,100.0
2020-02-15,ヴォレアス北海道,4,,古田史郎,4,■,■,■,■,nan,38,18,1,0.47368421052631576,0.4473684210526316,4.50,15,8,0,53.3,3,0.75,15,0,6,2,-6.7,0,0,0,-
2020-02-15,ヴォレアス北海道,6,,本澤凌斗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-15,ヴォレアス北海道,7,,関根俊哉,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-15,ヴォレアス北海道,8,,キサルムラートハン,2,■,■,nan,nan,nan,4,4,0,1.0,1.0,2.00,0,0,0,-,1,0.50,7,1,3,0,3.6,0,0,0,-
2020-02-15,ヴォレアス北海道,9,,加藤伊織,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-15,ヴォレアス北海道,10,L,白石啓丈,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,17,5,72.2
2020-02-15,ヴォレアス北海道,11,,藤村昇太,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0
2020-02-15,ヴォレアス北海道,13,,佐々木博秋,3,■,■,■,nan,nan,19,7,2,0.3684210526315789,0.2631578947368421,2.33,5,3,0,60.0,0,-,13,0,3,3,0.0,9,3,4,55.6
2020-02-15,ヴォレアス北海道,17,,辰巳遼,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,16,0,1,5,6.2,0,0,0,-
2020-02-15,ヴォレアス北海道,20,,戸田拓也,4,■,■,■,■,nan,14,6,1,0.42857142857142855,0.35714285714285715,1.50,2,1,0,50.0,0,-,17,2,6,2,5.9,25,10,6,52.0
2020-02-15,ヴォレアス北海道,23,,田城広光,2,nan,nan,■,■,nan,8,4,0,0.5,0.5,2.00,0,0,0,-,3,1.50,7,1,1,3,21.4,1,0,0,0.0
2020-02-15,ヴォレアス北海道,24,,工藤泰我,2,nan,nan,□,■,nan,5,1,0,0.2,0.2,0.50,1,0,0,0.0,0,-,2,0,1,1,0.0,4,2,1,62.5
2020-02-15,ヴォレアス北海道,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,105,54,4,0.5142857142857142,0.47619047619047616,13.50,23,12,0,52.2,10,2.50,95,5,27,18,2.9,69,34,16,60.9
