大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,JTマーヴェラス,26,90,713,246,31,34.5,67,18,8,26.9,2.73,17,0.19,362,6,7,36,106,8.4,691,324,167,59.0,246,17,13,276
スターカンファレンス,JTマーヴェラス,15,60,482,161,17,33.4,48,14,4,29.2,2.68,9,0.15,226,2,2,22,61,6.1,434,198,108,58.1,161,9,4,174
交流戦,JTマーヴェラス,6,20,161,61,12,37.9,11,2,3,18.2,3.05,5,0.25,94,1,4,8,34,12.2,161,79,38,60.9,61,5,5,71
ファイナル８・Ｂグループ,JTマーヴェラス,3,10,70,24,2,34.3,8,2,1,25.0,2.40,3,0.30,42,3,1,6,11,12.5,96,47,21,59.9,24,3,4,31
セミファイナル②,JTマーヴェラス,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル,JTマーヴェラス,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,JTマーヴェラス,30,116,1254,442,50,35.2,174,55,15,31.6,3.81,22,0.19,429,6,16,26,134,11.4,803,336,211,55.0,442,22,22,486
Western Conference,JTマーヴェラス,8,31,332,121,17,36.4,57,17,4,29.8,3.90,5,0.16,119,4,5,9,36,13.2,233,102,68,58.4,121,5,9,135
交流戦,JTマーヴェラス,12,49,531,199,21,37.5,73,27,7,37.0,4.06,13,0.27,178,2,4,13,53,9.0,314,119,90,52.2,199,13,6,218
ファイナル８,JTマーヴェラス,7,26,300,92,12,30.7,35,9,4,25.7,3.54,4,0.15,91,0,5,4,29,12.4,170,75,37,55.0,92,4,5,101
ファイナル３,JTマーヴェラス,3,10,91,30,0,33.0,9,2,0,22.2,3.00,0,-,41,0,2,0,16,14.6,86,40,16,55.8,30,0,2,32
Ｖ・プレミアリーグ女子 2017/18,JTマーヴェラス,24,73,571,188,27,32.9,81,32,8,39.5,2.58,11,0.15,268,3,7,20,65,7.9,397,139,122,50.4,188,11,10,209
レギュラーラウンド,JTマーヴェラス,17,59,519,171,25,32.9,79,31,8,39.2,2.90,9,0.15,243,2,7,18,63,8.3,322,113,99,50.5,171,9,9,189
ファイナル６,JTマーヴェラス,5,11,31,13,1,41.9,2,1,0,50.0,1.18,1,0.09,20,1,0,2,1,3.8,38,17,10,57.9,13,1,1,15
ファイナル,JTマーヴェラス,2,3,21,4,1,19.0,0,0,0,-,1.33,1,0.33,5,0,0,0,1,5.0,37,9,13,41.9,4,1,0,5
Ｖ・プレミアリーグ女子 2016/17,JTマーヴェラス,26,98,1115,385,41,34.5,153,53,9,34.6,3.93,16,0.16,349,2,12,31,121,12.0,307,177,0,57.7,385,16,14,415
レギュラーラウンド,JTマーヴェラス,21,77,814,287,27,35.3,106,39,5,36.8,3.73,13,0.17,265,0,10,25,88,11.3,255,145,0,56.9,287,13,10,310
ファイナル６,JTマーヴェラス,5,21,301,98,14,32.6,47,14,4,29.8,4.67,3,0.14,84,2,2,6,33,14.1,52,32,0,61.5,98,3,4,105
Ｖ・チャレンジリーグⅠ女子 2015/16,JTマーヴェラス,21,66,605,216,30,35.7,47,16,6,34.0,3.27,14,0.21,249,2,1,18,84,9.6,441,234,0,53.1,216,14,3,233
レギュラーラウンド,JTマーヴェラス,21,66,605,216,30,35.7,47,16,6,34.0,3.27,14,0.21,249,2,1,18,84,9.6,441,234,0,53.1,216,14,3,233
チャレンジマッチ女子2015/16,JTマーヴェラス,2,6,66,32,2,48.5,3,1,0,33.3,5.33,0,-,20,0,1,2,11,17.8,41,21,0,51.2,32,0,1,33
チャレンジマッチ,JTマーヴェラス,2,6,66,32,2,48.5,3,1,0,33.3,5.33,0,-,20,0,1,2,11,17.8,41,21,0,51.2,32,0,1,33
Ｖ・チャレンジリーグ女子 2014/15,JTマーヴェラス,18,58,482,204,23,42.3,60,17,4,28.3,3.52,11,0.19,189,4,7,25,52,12.0,264,126,0,47.7,204,11,11,226
レギュラーラウンド,JTマーヴェラス,18,58,482,204,23,42.3,60,17,4,28.3,3.52,11,0.19,189,4,7,25,52,12.0,264,126,0,47.7,204,11,11,226
チャレンジマッチ女子2014/15,JTマーヴェラス,2,9,77,29,1,37.7,7,2,1,28.6,3.22,0,-,33,0,2,2,4,7.9,27,15,0,55.6,29,0,2,31
チャレンジマッチ,JTマーヴェラス,2,9,77,29,1,37.7,7,2,1,28.6,3.22,0,-,33,0,2,2,4,7.9,27,15,0,55.6,29,0,2,31
Ｖ・プレミアリーグ女子 2013/14,JTマーヴェラス,12,42,319,96,15,30.1,11,2,1,18.2,2.29,2,0.05,157,3,2,13,53,11.4,223,129,0,57.8,96,2,5,103
レギュラーラウンド,JTマーヴェラス,12,42,319,96,15,30.1,11,2,1,18.2,2.29,2,0.05,157,3,2,13,53,11.4,223,129,0,57.8,96,2,5,103
チャレンジマッチ女子2013/14,JTマーヴェラス,2,9,104,31,5,29.8,3,0,0,0.0,3.44,1,0.11,32,0,0,7,10,7.8,18,8,0,44.4,31,1,0,32
チャレンジマッチ,JTマーヴェラス,2,9,104,31,5,29.8,3,0,0,0.0,3.44,1,0.11,32,0,0,7,10,7.8,18,8,0,44.4,31,1,0,32
レギュラーシーズン通算,,130,462,4245,1516,187,35.7,492,165,42,33.5,3.28,81,0.18,1720,20,42,151,524,9.0,2647,1245,403,54.6,1516,81,62,1659
通算,,163,567,5306,1869,225,35.2,606,196,52,32.3,3.30,94,0.17,2088,26,55,180,640,9.4,3212,1509,500,54.8,1869,94,81,2044
