大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,JTマーヴェラス,25,79,214,85,8,39.7,5,0,1,0.0,1.08,7,0.09,111,1,5,15,34,9.7,10,2,6,50.0,85,7,6,98
スターカンファレンス,JTマーヴェラス,15,49,111,42,4,37.8,4,0,1,0.0,0.86,6,0.12,73,1,3,10,26,11.0,5,1,3,50.0,42,6,4,52
交流戦,JTマーヴェラス,6,18,58,25,2,43.1,0,0,0,-,1.39,0,-,22,0,2,3,2,8.0,0,0,0,-,25,0,2,27
ファイナル８・Ｂグループ,JTマーヴェラス,2,4,7,3,1,42.9,0,0,0,-,0.75,0,-,4,0,0,0,2,12.5,0,0,0,-,3,0,0,3
セミファイナル②,JTマーヴェラス,1,3,9,4,0,44.4,0,0,0,-,1.33,0,-,3,0,0,1,1,0.0,0,0,0,-,4,0,0,4
ファイナル,JTマーヴェラス,1,5,29,11,1,37.9,1,0,0,0.0,2.20,1,0.20,9,0,0,1,3,5.6,5,1,3,50.0,11,1,0,12
V.LEAGUE DIVISION1 WOMEN 2018-19,JTマーヴェラス,30,114,71,24,5,33.8,6,1,0,16.7,0.21,1,0.01,215,2,14,15,91,16.3,24,10,6,54.2,24,1,16,41
Western Conference,JTマーヴェラス,8,28,2,0,1,0.0,0,0,0,-,-,0,-,48,1,1,6,19,10.9,4,1,0,25.0,0,0,2,2
交流戦,JTマーヴェラス,12,51,19,5,2,26.3,3,0,0,0.0,0.10,1,0.02,95,1,7,5,42,18.2,18,8,5,58.3,5,1,8,14
ファイナル８,JTマーヴェラス,7,25,50,19,2,38.0,3,1,0,33.3,0.76,0,-,50,0,4,2,17,15.5,2,1,1,75.0,19,0,4,23
ファイナル３,JTマーヴェラス,3,10,0,0,0,-,0,0,0,-,-,0,-,22,0,2,2,13,21.6,0,0,0,-,0,0,2,2
Ｖ・プレミアリーグ女子 2017/18,JTマーヴェラス,21,76,180,49,8,27.2,4,0,0,0.0,0.64,14,0.18,170,2,8,16,54,11.5,284,85,87,45.2,49,14,10,73
レギュラーラウンド,JTマーヴェラス,14,56,176,47,8,26.7,4,0,0,0.0,0.84,14,0.25,143,2,8,12,50,13.6,270,81,82,45.2,47,14,10,71
ファイナル６,JTマーヴェラス,5,15,3,2,0,66.7,0,0,0,-,0.13,0,-,21,0,0,3,2,-1.2,9,3,3,50.0,2,0,0,2
ファイナル,JTマーヴェラス,2,5,1,0,0,0.0,0,0,0,-,-,0,-,6,0,0,1,2,4.2,5,1,2,40.0,0,0,0,0
Ｖ・プレミアリーグ女子 2016/17,JTマーヴェラス,26,44,229,62,13,27.1,5,1,0,20.0,1.41,2,0.05,102,1,2,9,42,12.8,189,108,0,57.1,62,2,3,67
レギュラーラウンド,JTマーヴェラス,21,23,29,9,2,31.0,0,0,0,-,0.39,0,-,21,0,0,3,8,9.5,60,29,0,48.3,9,0,0,9
ファイナル６,JTマーヴェラス,5,21,200,53,11,26.5,5,1,0,20.0,2.52,2,0.10,81,1,2,6,34,13.7,129,79,0,61.2,53,2,3,58
Ｖ・チャレンジリーグⅠ女子 2015/16,JTマーヴェラス,15,6,22,8,1,36.4,1,0,0,0.0,1.33,0,-,16,0,1,2,7,15.9,15,7,0,46.7,8,0,1,9
レギュラーラウンド,JTマーヴェラス,15,6,22,8,1,36.4,1,0,0,0.0,1.33,0,-,16,0,1,2,7,15.9,15,7,0,46.7,8,0,1,9
チャレンジマッチ女子2015/16,JTマーヴェラス,2,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,1,25.0,0,0,0,-,0,0,0,0
チャレンジマッチ,JTマーヴェラス,2,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,1,25.0,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,91,231,417,136,20,32.6,12,0,1,0.0,0.59,21,0.09,418,5,22,41,154,13.2,372,127,90,46.2,136,21,27,184
通算,,119,320,716,228,35,31.8,21,2,1,9.5,0.71,24,0.07,615,6,30,57,229,12.8,522,212,99,50.1,228,24,36,288
